"lb","ub","method","Delta","Mbar"
-0.438945726284175,0.517857317526274,"C-LF","DeltaRM",0
-2.23418442704192,2.42159945624191,"C-LF","DeltaRM",0.5
-4.44370898182069,4.63112401102068,"C-LF","DeltaRM",1
-4.92704247817855,4.92704247817855,"C-LF","DeltaRM",1.5
-4.92704247817855,4.92704247817855,"C-LF","DeltaRM",2
