"lb","ub","method","Delta","Mbar"
-1.09728197552257,0.316665268103828,"C-LF","DeltaRM",0
-4.27866327368196,2.42285751642231,"C-LF","DeltaRM",0.5
-7.35694425199359,5.72206775155057,"C-LF","DeltaRM",1
-7.35694425199359,7.35694425199359,"C-LF","DeltaRM",1.5
-7.35694425199359,7.35694425199359,"C-LF","DeltaRM",2
