"lb","ub","method","Delta","Mbar"
-0.166538334414331,0.0397543120860018,"C-LF","DeltaRM",0
-0.67367442372765,0.564081455274348,"C-LF","DeltaRM",0.5
-1.07336642632204,1.07336642632204,"C-LF","DeltaRM",1
-1.07336642632204,1.07336642632204,"C-LF","DeltaRM",1.5
-1.07336642632204,1.07336642632204,"C-LF","DeltaRM",2
