"lb","ub","method","Delta","Mbar"
-0.25915645485084,0.0492874239286873,"C-LF","DeltaRM",0
-1.01595689969133,0.717052522317355,"C-LF","DeltaRM",0.5
-1.58832698402447,1.55016897840226,"C-LF","DeltaRM",1
-1.58832698402447,1.58832698402447,"C-LF","DeltaRM",1.5
-1.58832698402447,1.58832698402447,"C-LF","DeltaRM",2
