"lb","ub","method","Delta","Mbar"
-0.327129712070837,0.17258024180115,"C-LF","DeltaRM",0
-1.3832177589137,1.16169685152715,"C-LF","DeltaRM",0.5
-2.57324867999029,2.33112117656778,"C-LF","DeltaRM",1
-2.57324867999029,2.57324867999029,"C-LF","DeltaRM",1.5
-2.57324867999029,2.57324867999029,"C-LF","DeltaRM",2
