gap_bucket,vol_bucket,flow_bucket,volume_bucket,prev_fee_bucket,action_fee_bps,value_estimate,visit_count
1,1,3,1,4,30,0.000255,4
1,1,3,2,0,3,0.015416,29
1,1,3,2,0,6,0.009839,20
1,1,3,2,0,10,0.011168,32
1,1,3,2,0,20,0.007533,19
1,1,3,2,0,30,0.004600,25
1,1,3,2,1,3,0.009606,17
1,1,3,2,1,6,0.006084,9
1,1,3,2,1,10,0.015165,21
1,1,3,2,1,20,0.009488,25
1,1,3,2,1,30,0.003832,13
1,1,3,2,2,3,0.015301,25
1,1,3,2,2,6,0.010909,17
1,1,3,2,2,10,0.004297,5
1,1,3,2,2,20,0.003296,9
1,1,3,2,2,30,0.003248,14
1,1,3,2,3,3,0.019508,35
1,1,3,2,3,6,0.006403,14
1,1,3,2,3,10,0.007503,14
1,1,3,2,3,20,0.002976,8
1,1,3,2,3,30,0.005940,15
1,1,3,2,4,3,0.008645,16
1,1,3,2,4,6,0.004722,11
1,1,3,2,4,10,0.005802,14
1,1,3,2,4,20,0.005069,13
1,1,3,2,4,30,0.003617,19
1,2,2,0,0,3,0.000000,0
1,2,2,0,0,6,0.005933,5
1,2,2,0,0,10,0.000000,0
1,2,2,0,0,20,0.000000,0
1,2,2,0,0,30,0.000000,0
1,2,2,0,1,3,0.000000,0
1,2,2,0,1,6,0.000212,1
1,2,2,0,1,10,0.000000,0
1,2,2,0,1,20,0.000000,0
1,2,2,0,1,30,0.000607,3
1,2,2,0,2,3,0.000000,0
1,2,2,0,2,6,0.001404,1
1,2,2,0,2,10,0.000000,0
1,2,2,0,2,20,0.000000,0
1,2,2,0,2,30,0.000000,0
1,2,2,0,3,3,0.000000,0
1,2,2,0,3,6,0.000000,0
1,2,2,0,3,10,0.000435,2
1,2,2,0,3,20,-0.000000,1
1,2,2,0,3,30,0.000000,0
1,2,2,1,0,3,0.001524,1
1,2,2,1,0,6,0.002119,2
1,2,2,1,0,10,0.000000,0
1,2,2,1,0,20,0.006417,8
1,2,2,1,0,30,0.000000,0
1,2,2,1,1,3,0.009060,9
1,2,2,1,1,6,0.000312,2
1,2,2,1,1,10,0.000146,1
1,2,2,1,1,20,0.001672,1
1,2,2,1,1,30,0.002673,3
1,2,2,1,2,3,0.015923,13
1,2,2,1,2,6,0.001687,1
1,2,2,1,2,10,0.001281,3
1,2,2,1,2,20,0.000000,0
1,2,2,1,2,30,0.000000,0
1,2,2,1,3,3,0.000040,2
1,2,2,1,3,6,0.000506,2
1,2,2,1,3,10,0.002030,2
1,2,2,1,3,20,0.013367,20
1,2,2,1,3,30,0.002008,2
1,2,2,1,4,3,0.000000,0
1,2,2,1,4,6,0.000216,2
1,2,2,1,4,10,0.000000,0
1,2,2,1,4,20,0.002010,2
1,2,2,1,4,30,0.008824,10
1,2,2,2,0,3,0.011805,13
1,2,2,2,0,6,0.004590,9
1,2,2,2,0,10,0.005578,5
1,2,2,2,0,20,0.005022,6
1,2,2,2,0,30,0.030357,78
1,2,2,2,1,3,0.034756,88
1,2,2,2,1,6,0.003323,7
1,2,2,2,1,10,0.010443,11
1,2,2,2,1,20,0.006570,5
1,2,2,2,1,30,0.008067,11
1,2,2,2,2,3,0.006460,5
1,2,2,2,2,6,0.004174,6
1,2,2,2,2,10,0.001834,1
1,2,2,2,2,20,0.006960,10
1,2,2,2,2,30,0.030121,71
1,2,2,2,3,3,0.035593,122
1,2,2,2,3,6,0.005655,9
1,2,2,2,3,10,0.008128,9
1,2,2,2,3,20,0.006141,7
1,2,2,2,3,30,0.004524,8
1,2,2,2,4,3,0.005543,9
1,2,2,2,4,6,0.007630,5
1,2,2,2,4,10,0.005408,7
1,2,2,2,4,20,0.032897,98
1,2,2,2,4,30,0.009085,9
1,2,3,0,0,3,0.000000,0
1,2,3,0,0,6,0.001395,1
1,2,3,0,0,10,0.000000,0
1,2,3,0,0,20,0.000000,0
1,2,3,0,0,30,0.000000,0
1,2,3,0,1,3,0.000000,0
1,2,3,0,1,6,0.000000,0
1,2,3,0,1,10,0.000000,0
1,2,3,0,1,20,0.000000,1
1,2,3,0,1,30,0.000000,0
1,2,3,0,2,3,0.000000,0
1,2,3,0,2,6,0.000216,2
1,2,3,0,2,10,0.000000,0
1,2,3,0,2,20,-0.000000,1
1,2,3,0,2,30,0.000000,0
1,2,3,0,3,3,0.000000,0
1,2,3,0,3,6,0.002056,1
1,2,3,0,3,10,0.000000,0
1,2,3,0,3,20,0.000000,0
1,2,3,0,3,30,0.000000,0
1,2,3,0,4,3,0.000000,0
1,2,3,0,4,6,0.000216,2
1,2,3,0,4,10,0.000000,0
1,2,3,0,4,20,0.000000,0
1,2,3,0,4,30,0.000000,0
1,2,3,1,0,3,0.003823,6
1,2,3,1,0,6,0.000000,0
1,2,3,1,0,10,0.000000,0
1,2,3,1,0,20,0.000000,0
1,2,3,1,0,30,0.000000,0
1,2,3,1,1,3,0.007446,7
1,2,3,1,1,6,0.000095,1
1,2,3,1,1,10,0.001625,3
1,2,3,1,1,20,0.000000,1
1,2,3,1,1,30,0.000419,1
1,2,3,1,2,3,0.000046,1
1,2,3,1,2,6,0.008397,7
1,2,3,1,2,10,0.000218,1
1,2,3,1,2,20,0.000114,1
1,2,3,1,2,30,0.000335,1
1,2,3,1,3,3,0.000000,0
1,2,3,1,3,6,0.000000,0
1,2,3,1,3,10,0.000000,0
1,2,3,1,3,20,0.000000,0
1,2,3,1,3,30,0.000316,4
1,2,3,1,4,3,0.000000,0
1,2,3,1,4,6,0.000093,1
1,2,3,1,4,10,0.000000,0
1,2,3,1,4,20,0.000000,0
1,2,3,1,4,30,0.000000,0
1,2,3,2,0,3,0.000115,1
1,2,3,2,0,6,0.000000,0
1,2,3,2,0,10,0.000000,0
1,2,3,2,0,20,0.000000,0
1,2,3,2,0,30,0.000428,1
1,2,3,2,1,3,0.000000,0
1,2,3,2,1,6,0.000023,1
1,2,3,2,1,10,0.000000,0
1,2,3,2,1,20,0.000000,0
1,2,3,2,1,30,0.000000,0
1,2,3,2,2,3,0.000000,0
1,2,3,2,2,6,0.000000,0
1,2,3,2,2,10,0.000000,0
1,2,3,2,2,20,0.000670,1
1,2,3,2,2,30,0.000000,0
1,2,3,2,4,3,0.000000,0
1,2,3,2,4,6,0.000015,1
1,2,3,2,4,10,0.000000,0
1,2,3,2,4,20,0.000000,0
1,2,3,2,4,30,0.000000,0
2,0,0,0,1,3,0.040616,1075
2,0,0,0,1,6,0.026720,83
2,0,0,0,1,10,0.022450,100
2,0,0,0,1,20,0.022253,97
2,0,0,0,1,30,0.021227,107
2,0,0,0,3,3,0.031142,42
2,0,0,0,3,6,0.000770,3
2,0,0,0,3,10,0.000538,2
2,0,0,0,3,20,0.001230,5
2,0,0,0,3,30,0.000991,7
2,0,0,0,4,3,0.027507,49
2,0,0,0,4,6,0.005859,12
2,0,0,0,4,10,0.003132,15
2,0,0,0,4,20,0.001409,9
2,0,0,0,4,30,0.000286,8
2,0,2,0,0,3,0.040783,774
2,0,2,0,0,6,0.028417,62
2,0,2,0,0,10,0.013222,31
2,0,2,0,0,20,0.019190,44
2,0,2,0,0,30,0.016858,58
2,0,2,0,1,3,0.038272,92
2,0,2,0,1,6,0.006291,11
2,0,2,0,1,10,0.005278,14
2,0,2,0,1,20,0.004707,15
2,0,2,0,1,30,0.006731,21
2,0,2,0,2,3,0.037332,104
2,0,2,0,2,6,0.004091,16
2,0,2,0,2,10,0.004207,21
2,0,2,0,2,20,0.004043,16
2,0,2,0,2,30,0.001640,12
2,0,2,0,3,3,0.034689,77
2,0,2,0,3,6,0.004305,16
2,0,2,0,3,10,0.002798,14
2,0,2,0,3,20,0.004679,15
2,0,2,0,3,30,0.001905,10
2,0,2,0,4,3,0.025518,65
2,0,2,0,4,6,0.005877,9
2,0,2,0,4,10,0.003918,11
2,0,2,0,4,20,0.002379,12
2,0,2,0,4,30,0.003850,14
2,0,2,1,0,3,0.040856,1194
2,0,2,1,0,6,0.038687,132
2,0,2,1,0,10,0.033304,114
2,0,2,1,0,20,0.037322,106
2,0,2,1,0,30,0.036987,130
2,0,2,1,1,3,0.029034,103
2,0,2,1,1,6,0.025055,77
2,0,2,1,1,10,0.024900,77
2,0,2,1,1,20,0.040469,576
2,0,2,1,1,30,0.029560,81
2,0,2,1,2,3,0.040704,249
2,0,2,1,2,6,0.024917,77
2,0,2,1,2,10,0.017193,77
2,0,2,1,2,20,0.024371,84
2,0,2,1,2,30,0.021535,77
2,0,2,1,3,3,0.040891,385
2,0,2,1,3,6,0.029344,111
2,0,2,1,3,10,0.026910,105
2,0,2,1,3,20,0.029143,85
2,0,2,1,3,30,0.027251,101
2,0,2,1,4,3,0.040887,216
2,0,2,1,4,6,0.020541,78
2,0,2,1,4,10,0.018069,73
2,0,2,1,4,20,0.026745,95
2,0,2,1,4,30,0.026795,126
2,0,2,2,0,3,0.041049,2051
2,0,2,2,0,6,0.041203,11130
2,0,2,2,0,10,0.041004,890
2,0,2,2,0,20,0.040751,961
2,0,2,2,0,30,0.040681,940
2,0,2,2,1,3,0.041064,2718
2,0,2,2,1,6,0.041174,12423
2,0,2,2,1,10,0.040995,862
2,0,2,2,1,20,0.040737,852
2,0,2,2,1,30,0.040681,856
2,0,2,2,2,3,0.040994,1346
2,0,2,2,2,6,0.041145,2533
2,0,2,2,2,10,0.040965,342
2,0,2,2,2,20,0.040703,326
2,0,2,2,2,30,0.040621,350
2,0,2,2,3,3,0.041007,1290
2,0,2,2,3,6,0.041166,963
2,0,2,2,3,10,0.040885,264
2,0,2,2,3,20,0.040643,249
2,0,2,2,3,30,0.040595,279
2,0,2,2,4,3,0.041077,1474
2,0,2,2,4,6,0.040963,236
2,0,2,2,4,10,0.040831,258
2,0,2,2,4,20,0.040455,235
2,0,2,2,4,30,0.040506,256
2,0,3,0,0,3,0.004863,6
2,0,3,0,0,6,0.031240,122
2,0,3,0,0,10,0.000579,8
2,0,3,0,0,20,0.001086,9
2,0,3,0,0,30,0.001432,10
2,0,3,0,1,3,0.019262,19
2,0,3,0,1,6,0.000067,1
2,0,3,0,1,10,0.001455,2
2,0,3,0,1,20,0.000634,6
2,0,3,0,1,30,0.000397,5
2,0,3,0,2,3,0.008394,6
2,0,3,0,2,6,0.000065,2
2,0,3,0,2,10,0.000000,0
2,0,3,0,2,20,0.000000,0
2,0,3,0,2,30,0.000286,5
2,0,3,0,3,3,0.000000,0
2,0,3,0,3,6,0.006580,4
2,0,3,0,3,10,0.000023,1
2,0,3,0,3,20,0.000000,0
2,0,3,0,3,30,0.000000,0
2,0,3,0,4,3,0.001240,2
2,0,3,0,4,6,0.000000,0
2,0,3,0,4,10,0.000000,0
2,0,3,0,4,20,0.000135,3
2,0,3,0,4,30,0.000000,2
2,0,3,1,0,3,0.002893,3
2,0,3,1,0,6,0.032808,63
2,0,3,1,0,10,0.000866,5
2,0,3,1,0,20,0.003913,6
2,0,3,1,0,30,0.000942,4
2,0,3,1,1,3,0.000230,2
2,0,3,1,1,6,0.005117,7
2,0,3,1,1,10,0.035111,49
2,0,3,1,1,20,0.000521,3
2,0,3,1,1,30,0.000130,2
2,0,3,1,2,3,0.012357,10
2,0,3,1,2,6,0.003055,3
2,0,3,1,2,10,0.001851,1
2,0,3,1,2,20,0.000000,0
2,0,3,1,2,30,0.000301,4
2,0,3,1,3,3,0.000134,1
2,0,3,1,3,6,0.012317,12
2,0,3,1,3,10,0.000000,0
2,0,3,1,3,20,0.000298,2
2,0,3,1,3,30,0.000000,0
2,0,3,1,4,3,0.000000,0
2,0,3,1,4,6,0.005811,3
2,0,3,1,4,10,0.000000,0
2,0,3,1,4,20,0.000000,0
2,0,3,1,4,30,0.000000,0
2,0,3,2,1,3,0.000000,0
2,0,3,2,1,6,0.000763,1
2,0,3,2,1,10,0.000000,0
2,0,3,2,1,20,0.000000,0
2,0,3,2,1,30,0.000000,0
2,0,3,2,4,3,0.000000,0
2,0,3,2,4,6,0.000024,1
2,0,3,2,4,10,0.000000,0
2,0,3,2,4,20,0.000000,0
2,0,3,2,4,30,0.000284,1
2,1,0,0,3,3,0.000199,1
2,1,0,0,3,6,0.000000,0
2,1,0,0,3,10,0.000879,3
2,1,0,0,3,20,0.000000,0
2,1,0,0,3,30,0.000000,0
2,1,0,0,4,3,0.000000,0
2,1,0,0,4,6,0.000000,0
2,1,0,0,4,10,0.000000,0
2,1,0,0,4,20,-0.000000,1
2,1,0,0,4,30,-0.000000,2
2,1,2,0,0,3,0.008874,5
2,1,2,0,0,6,0.034507,50
2,1,2,0,0,10,0.002721,7
2,1,2,0,0,20,0.000073,2
2,1,2,0,0,30,0.002876,6
2,1,2,0,1,3,0.030342,33
2,1,2,0,1,6,0.003588,2
2,1,2,0,1,10,0.003403,5
2,1,2,0,1,20,0.001548,3
2,1,2,0,1,30,0.001239,6
2,1,2,0,2,3,0.008014,10
2,1,2,0,2,6,0.020780,21
2,1,2,0,2,10,0.004354,8
2,1,2,0,2,20,0.001753,7
2,1,2,0,2,30,0.002677,11
2,1,2,0,3,3,0.036142,52
2,1,2,0,3,6,0.007506,14
2,1,2,0,3,10,0.002394,3
2,1,2,0,3,20,0.003395,8
2,1,2,0,3,30,0.001455,6
2,1,2,0,4,3,0.007965,8
2,1,2,0,4,6,0.021370,26
2,1,2,0,4,10,0.002362,6
2,1,2,0,4,20,0.000942,6
2,1,2,0,4,30,0.001277,9
2,1,2,1,0,3,0.040880,2728
2,1,2,1,0,6,0.041092,2193
2,1,2,1,0,10,0.040515,1002
2,1,2,1,0,20,0.040075,1041
2,1,2,1,0,30,0.040011,1016
2,1,2,1,1,3,0.040786,1417
2,1,2,1,1,6,0.041026,2706
2,1,2,1,1,10,0.040640,1079
2,1,2,1,1,20,0.039775,1022
2,1,2,1,1,30,0.039980,1005
2,1,2,1,2,3,0.041010,3370
2,1,2,1,2,6,0.040838,1355
2,1,2,1,2,10,0.040411,1229
2,1,2,1,2,20,0.039859,1281
2,1,2,1,2,30,0.039705,1249
2,1,2,1,3,3,0.040974,2821
2,1,2,1,3,6,0.038347,1956
2,1,2,1,3,10,0.039319,1544
2,1,2,1,3,20,0.039169,1420
2,1,2,1,3,30,0.038783,1409
2,1,2,1,4,3,0.039648,2381
2,1,2,1,4,6,0.041081,1496
2,1,2,1,4,10,0.038971,1317
2,1,2,1,4,20,0.039585,1278
2,1,2,1,4,30,0.039578,1177
2,1,2,2,0,3,0.041082,37949
2,1,2,2,0,6,0.041171,371147
2,1,2,2,0,10,0.040994,30709
2,1,2,2,0,20,0.040775,28267
2,1,2,2,0,30,0.040667,28220
2,1,2,2,1,3,0.041101,82380
2,1,2,2,1,6,0.041122,539244
2,1,2,2,1,10,0.041020,41952
2,1,2,2,1,20,0.040776,39524
2,1,2,2,1,30,0.040681,39242
2,1,2,2,2,3,0.040918,36962
2,1,2,2,2,6,0.041167,183216
2,1,2,2,2,10,0.040913,21745
2,1,2,2,2,20,0.040727,19718
2,1,2,2,2,30,0.040672,19304
2,1,2,2,3,3,0.041050,36394
2,1,2,2,3,6,0.041186,113654
2,1,2,2,3,10,0.040970,17104
2,1,2,2,3,20,0.040752,14861
2,1,2,2,3,30,0.040693,14662
2,1,2,2,4,3,0.041092,25022
2,1,2,2,4,6,0.040840,49248
2,1,2,2,4,10,0.040939,11288
2,1,2,2,4,20,0.040722,9695
2,1,2,2,4,30,0.040649,9639
2,1,3,0,0,3,0.002039,1
2,1,3,0,0,6,0.024398,19
2,1,3,0,0,10,0.000143,1
2,1,3,0,0,20,0.000289,4
2,1,3,0,0,30,0.000000,1
2,1,3,0,1,3,0.000000,0
2,1,3,0,1,6,0.001923,2
2,1,3,0,1,10,0.011194,9
2,1,3,0,1,20,0.000000,0
2,1,3,0,1,30,0.000121,1
2,1,3,0,2,3,0.011454,7
2,1,3,0,2,6,0.001713,4
2,1,3,0,2,10,0.000000,0
2,1,3,0,2,20,0.000000,0
2,1,3,0,2,30,0.001295,2
2,1,3,0,3,3,0.000000,0
2,1,3,0,3,6,0.000013,1
2,1,3,0,3,10,0.004343,5
2,1,3,0,3,20,0.000089,1
2,1,3,0,3,30,0.000282,2
2,1,3,0,4,3,0.015272,17
2,1,3,0,4,6,0.000000,0
2,1,3,0,4,10,0.000000,0
2,1,3,0,4,20,0.000171,3
2,1,3,0,4,30,0.000047,1
2,1,3,1,0,3,0.006930,11
2,1,3,1,0,6,0.005563,6
2,1,3,1,0,10,0.034062,85
2,1,3,1,0,20,0.005360,14
2,1,3,1,0,30,0.001979,6
2,1,3,1,1,3,0.015182,12
2,1,3,1,1,6,0.010482,8
2,1,3,1,1,10,0.037485,122
2,1,3,1,1,20,0.003028,5
2,1,3,1,1,30,0.002216,11
2,1,3,1,2,3,0.002055,1
2,1,3,1,2,6,0.032905,39
2,1,3,1,2,10,0.004786,5
2,1,3,1,2,20,0.003786,4
2,1,3,1,2,30,0.000338,4
2,1,3,1,3,3,0.030825,47
2,1,3,1,3,6,0.006091,6
2,1,3,1,3,10,0.002877,2
2,1,3,1,3,20,0.001614,9
2,1,3,1,3,30,0.001384,5
2,1,3,1,4,3,0.004535,4
2,1,3,1,4,6,0.005942,6
2,1,3,1,4,10,0.016916,17
2,1,3,1,4,20,0.000778,3
2,1,3,1,4,30,0.000677,6
2,1,3,2,0,3,0.028555,62
2,1,3,2,0,6,0.013917,24
2,1,3,2,0,10,0.011557,28
2,1,3,2,0,20,0.009289,27
2,1,3,2,0,30,0.010107,36
2,1,3,2,1,3,0.021023,50
2,1,3,2,1,6,0.013661,24
2,1,3,2,1,10,0.004575,14
2,1,3,2,1,20,0.009813,30
2,1,3,2,1,30,0.006087,25
2,1,3,2,2,3,0.009807,15
2,1,3,2,2,6,0.013835,34
2,1,3,2,2,10,0.004724,11
2,1,3,2,2,20,0.007273,18
2,1,3,2,2,30,0.004521,18
2,1,3,2,3,3,0.024560,50
2,1,3,2,3,6,0.012291,26
2,1,3,2,3,10,0.008353,17
2,1,3,2,3,20,0.009444,28
2,1,3,2,3,30,0.007352,28
2,1,3,2,4,3,0.020344,44
2,1,3,2,4,6,0.012939,25
2,1,3,2,4,10,0.009553,19
2,1,3,2,4,20,0.009530,26
2,1,3,2,4,30,0.003264,11
2,2,2,0,0,3,0.014336,11
2,2,2,0,0,6,0.000000,0
2,2,2,0,0,10,0.000561,1
2,2,2,0,0,20,0.000263,1
2,2,2,0,0,30,0.000000,0
2,2,2,0,1,3,0.005812,3
2,2,2,0,1,6,0.000000,0
2,2,2,0,1,10,0.000000,0
2,2,2,0,1,20,0.000000,0
2,2,2,0,1,30,0.000086,1
2,2,2,0,3,3,0.000000,0
2,2,2,0,3,6,0.001066,1
2,2,2,0,3,10,0.000000,0
2,2,2,0,3,20,0.000000,0
2,2,2,0,3,30,0.000000,0
2,2,2,0,4,3,0.000000,0
2,2,2,0,4,6,0.000066,3
2,2,2,0,4,10,0.000000,0
2,2,2,0,4,20,0.000000,0
2,2,2,0,4,30,0.000000,2
2,2,2,1,0,3,0.000294,1
2,2,2,1,0,6,0.002051,1
2,2,2,1,0,10,0.000000,0
2,2,2,1,0,20,0.000367,1
2,2,2,1,0,30,0.013380,16
2,2,2,1,1,3,0.010019,15
2,2,2,1,1,6,0.001900,1
2,2,2,1,1,10,0.000561,1
2,2,2,1,1,20,0.000092,1
2,2,2,1,1,30,0.002095,3
2,2,2,1,2,3,0.000000,0
2,2,2,1,2,6,0.000422,2
2,2,2,1,2,10,0.000705,2
2,2,2,1,2,20,0.000000,0
2,2,2,1,2,30,0.013775,16
2,2,2,1,3,3,0.000000,0
2,2,2,1,3,6,0.015172,17
2,2,2,1,3,10,0.001866,3
2,2,2,1,3,20,0.000184,2
2,2,2,1,3,30,0.000060,1
2,2,2,1,4,3,0.014071,16
2,2,2,1,4,6,0.000373,1
2,2,2,1,4,10,0.001549,4
2,2,2,1,4,20,0.000000,0
2,2,2,1,4,30,0.002016,1
2,2,2,2,0,3,0.005607,6
2,2,2,2,0,6,0.003455,6
2,2,2,2,0,10,0.007681,15
2,2,2,2,0,20,0.003911,4
2,2,2,2,0,30,0.036075,100
2,2,2,2,1,3,0.012269,18
2,2,2,2,1,6,0.014820,20
2,2,2,2,1,10,0.007919,18
2,2,2,2,1,20,0.009272,8
2,2,2,2,1,30,0.036057,136
2,2,2,2,2,3,0.005978,13
2,2,2,2,2,6,0.001629,6
2,2,2,2,2,10,0.001111,5
2,2,2,2,2,20,0.034943,115
2,2,2,2,2,30,0.008904,16
2,2,2,2,3,3,0.015422,20
2,2,2,2,3,6,0.013540,14
2,2,2,2,3,10,0.011405,17
2,2,2,2,3,20,0.012929,15
2,2,2,2,3,30,0.036273,178
2,2,2,2,4,3,0.003348,7
2,2,2,2,4,6,0.007450,8
2,2,2,2,4,10,0.006244,10
2,2,2,2,4,20,0.035656,122
2,2,2,2,4,30,0.014723,18
2,2,3,0,0,3,0.000000,0
2,2,3,0,0,6,0.002044,1
2,2,3,0,0,10,0.000000,0
2,2,3,0,0,20,0.000000,0
2,2,3,0,0,30,0.000000,0
2,2,3,0,3,3,0.000000,0
2,2,3,0,3,6,0.005974,5
2,2,3,0,3,10,0.000000,0
2,2,3,0,3,20,0.000000,0
2,2,3,0,3,30,0.000000,0
2,2,3,0,4,3,0.000000,0
2,2,3,0,4,6,0.001765,1
2,2,3,0,4,10,0.000000,0
2,2,3,0,4,20,0.000000,0
2,2,3,0,4,30,0.000000,0
2,2,3,1,0,3,0.000051,1
2,2,3,1,0,6,0.000112,1
2,2,3,1,0,10,0.006304,13
2,2,3,1,0,20,0.001423,5
2,2,3,1,0,30,0.000000,0
2,2,3,1,1,3,0.000460,3
2,2,3,1,1,6,0.005129,4
2,2,3,1,1,10,0.000000,0
2,2,3,1,1,20,0.000075,1
2,2,3,1,1,30,0.000000,1
2,2,3,1,2,3,0.000303,1
2,2,3,1,2,6,0.000000,0
2,2,3,1,2,10,0.000000,0
2,2,3,1,2,20,0.001863,4
2,2,3,1,2,30,0.000000,0
2,2,3,1,3,3,0.000000,0
2,2,3,1,3,6,0.000000,0
2,2,3,1,3,10,0.004041,8
2,2,3,1,3,20,0.000000,0
2,2,3,1,3,30,0.000000,0
2,2,3,1,4,3,0.000000,0
2,2,3,1,4,6,0.004072,3
2,2,3,1,4,10,0.000000,0
2,2,3,1,4,20,0.000000,0
2,2,3,1,4,30,0.000000,0
2,2,3,2,0,3,0.000433,1
2,2,3,2,0,6,0.000000,0
2,2,3,2,0,10,0.000000,0
2,2,3,2,0,20,0.001114,1
2,2,3,2,0,30,0.000000,0
2,2,3,2,1,3,0.000000,0
2,2,3,2,1,6,0.002863,3
2,2,3,2,1,10,0.000000,0
2,2,3,2,1,20,0.000000,0
2,2,3,2,1,30,0.000000,0
2,2,3,2,2,3,0.000000,0
2,2,3,2,2,6,0.000000,0
2,2,3,2,2,10,0.000087,2
2,2,3,2,2,20,0.000000,0
2,2,3,2,2,30,0.000000,0
2,2,3,2,3,3,0.000000,0
2,2,3,2,3,6,0.002061,1
2,2,3,2,3,10,0.000000,0
2,2,3,2,3,20,0.000000,0
2,2,3,2,3,30,0.000000,0
2,2,3,2,4,3,0.000000,0
2,2,3,2,4,6,0.000000,0
2,2,3,2,4,10,0.000092,1
2,2,3,2,4,20,0.000000,0
2,2,3,2,4,30,0.000000,0
3,0,0,0,1,3,0.035720,1040
3,0,0,0,1,6,0.021879,80
3,0,0,0,1,10,0.022331,104
3,0,0,0,1,20,0.024321,95
3,0,0,0,1,30,0.011759,92
3,0,0,0,3,3,0.020073,42
3,0,0,0,3,6,0.002449,5
3,0,0,0,3,10,0.002835,8
3,0,0,0,3,20,0.002979,13
3,0,0,0,3,30,0.000121,3
3,0,0,0,4,3,0.002069,12
3,0,0,0,4,6,0.002046,9
3,0,0,0,4,10,0.002219,15
3,0,0,0,4,20,0.024764,64
3,0,0,0,4,30,0.001551,10
3,0,2,0,0,3,0.027653,59
3,0,2,0,0,6,0.037719,963
3,0,2,0,0,10,0.022946,56
3,0,2,0,0,20,0.024236,64
3,0,2,0,0,30,0.017076,60
3,0,2,0,1,3,0.037336,110
3,0,2,0,1,6,0.012073,20
3,0,2,0,1,10,0.001260,16
3,0,2,0,1,20,0.006875,21
3,0,2,0,1,30,0.005126,24
3,0,2,0,2,3,0.030838,94
3,0,2,0,2,6,0.003118,13
3,0,2,0,2,10,0.007236,15
3,0,2,0,2,20,0.004352,19
3,0,2,0,2,30,0.003142,11
3,0,2,0,3,3,0.034810,108
3,0,2,0,3,6,0.004951,17
3,0,2,0,3,10,0.003495,12
3,0,2,0,3,20,0.003089,17
3,0,2,0,3,30,0.006586,22
3,0,2,0,4,3,0.025369,105
3,0,2,0,4,6,0.002529,9
3,0,2,0,4,10,0.004501,15
3,0,2,0,4,20,0.005166,18
3,0,2,0,4,30,0.002535,12
3,0,2,1,0,3,0.039684,1242
3,0,2,1,0,6,0.040780,455
3,0,2,1,0,10,0.035336,138
3,0,2,1,0,20,0.039327,148
3,0,2,1,0,30,0.038614,167
3,0,2,1,1,3,0.034957,85
3,0,2,1,1,6,0.033985,79
3,0,2,1,1,10,0.033583,99
3,0,2,1,1,20,0.034649,92
3,0,2,1,1,30,0.040202,607
3,0,2,1,2,3,0.030222,85
3,0,2,1,2,6,0.023040,71
3,0,2,1,2,10,0.024772,79
3,0,2,1,2,20,0.039932,238
3,0,2,1,2,30,0.030843,78
3,0,2,1,3,3,0.034791,128
3,0,2,1,3,6,0.029593,104
3,0,2,1,3,10,0.025590,103
3,0,2,1,3,20,0.030118,109
3,0,2,1,3,30,0.040063,521
3,0,2,1,4,3,0.040517,503
3,0,2,1,4,6,0.028402,127
3,0,2,1,4,10,0.026677,100
3,0,2,1,4,20,0.033751,132
3,0,2,1,4,30,0.031606,97
3,0,2,2,0,3,0.040826,1220
3,0,2,2,0,6,0.041022,12981
3,0,2,2,0,10,0.040907,3200
3,0,2,2,0,20,0.040828,1175
3,0,2,2,0,30,0.040527,1324
3,0,2,2,1,3,0.040787,977
3,0,2,2,1,6,0.041016,10129
3,0,2,2,1,10,0.040892,5804
3,0,2,2,1,20,0.040834,956
3,0,2,2,1,30,0.040542,1270
3,0,2,2,2,3,0.040793,297
3,0,2,2,2,6,0.040870,812
3,0,2,2,2,10,0.040964,2207
3,0,2,2,2,20,0.040761,1137
3,0,2,2,2,30,0.040518,349
3,0,2,2,3,3,0.040841,350
3,0,2,2,3,6,0.041058,1901
3,0,2,2,3,10,0.040878,511
3,0,2,2,3,20,0.040709,380
3,0,2,2,3,30,0.040514,874
3,0,2,2,4,3,0.040756,314
3,0,2,2,4,6,0.040956,1990
3,0,2,2,4,10,0.040852,327
3,0,2,2,4,20,0.040809,369
3,0,2,2,4,30,0.040493,573
3,0,3,0,0,3,0.005415,8
3,0,3,0,0,6,0.032166,150
3,0,3,0,0,10,0.001848,11
3,0,3,0,0,20,0.004288,14
3,0,3,0,0,30,0.001896,11
3,0,3,0,1,3,0.022024,24
3,0,3,0,1,6,0.000136,2
3,0,3,0,1,10,0.003696,3
3,0,3,0,1,20,0.001166,6
3,0,3,0,1,30,0.000220,1
3,0,3,0,2,3,0.001349,2
3,0,3,0,2,6,0.000000,0
3,0,3,0,2,10,0.005201,12
3,0,3,0,2,20,0.000000,0
3,0,3,0,2,30,-0.000000,1
3,0,3,0,3,3,0.005313,5
3,0,3,0,3,6,0.000000,0
3,0,3,0,3,10,0.000008,1
3,0,3,0,3,20,0.000012,1
3,0,3,0,3,30,0.000000,1
3,0,3,0,4,3,0.000000,0
3,0,3,0,4,6,0.000318,3
3,0,3,0,4,10,0.006183,6
3,0,3,0,4,20,0.001665,1
3,0,3,0,4,30,0.000062,1
3,0,3,1,0,3,0.005314,10
3,0,3,1,0,6,0.000440,2
3,0,3,1,0,10,0.028085,71
