gap_bucket,vol_bucket,flow_bucket,volume_bucket,prev_fee_bucket,action_fee_bps,value_estimate,visit_count
0,0,3,0,0,30,0.000080,9
0,0,3,0,1,3,0.000312,1
0,0,3,0,1,6,0.022486,20
0,0,3,0,1,10,0.000000,0
0,0,3,0,1,20,0.000000,0
0,0,3,0,1,30,0.000000,0
0,0,3,0,2,3,0.002375,3
0,0,3,0,2,6,0.000114,1
0,0,3,0,2,10,0.000228,3
0,0,3,0,2,20,0.000000,0
0,0,3,0,2,30,0.000000,1
0,0,3,0,3,3,0.000000,0
0,0,3,0,3,6,0.000000,0
0,0,3,0,3,10,0.000000,0
0,0,3,0,3,20,0.000000,1
0,0,3,0,3,30,0.000022,1
0,0,3,0,4,3,0.000122,1
0,0,3,0,4,6,0.000293,2
0,0,3,0,4,10,0.000000,0
0,0,3,0,4,20,0.000000,0
0,0,3,0,4,30,0.000000,0
0,0,3,1,0,3,0.000806,2
0,0,3,1,0,6,0.000000,0
0,0,3,1,0,10,0.025971,32
0,0,3,1,0,20,0.001111,3
0,0,3,1,0,30,0.000203,2
0,0,3,1,1,3,0.001587,1
0,0,3,1,1,6,0.033298,36
0,0,3,1,1,10,0.005519,4
0,0,3,1,1,20,0.000061,2
0,0,3,1,1,30,-0.000000,2
0,0,3,1,2,3,0.000000,0
0,0,3,1,2,6,0.005679,4
0,0,3,1,2,10,0.000000,0
0,0,3,1,2,20,0.000063,3
0,0,3,1,2,30,0.000000,0
0,0,3,1,3,3,0.000000,0
0,0,3,1,3,6,0.006130,4
0,0,3,1,3,10,0.000000,0
0,0,3,1,3,20,0.000061,1
0,0,3,1,3,30,0.000000,0
0,0,3,1,4,3,0.000000,0
0,0,3,1,4,6,0.000152,1
0,0,3,1,4,10,0.000000,0
0,0,3,1,4,20,-0.000000,1
0,0,3,1,4,30,0.000000,0
0,0,3,2,1,3,0.000000,0
0,0,3,2,1,6,0.000000,0
0,0,3,2,1,10,0.000000,0
0,0,3,2,1,20,0.000000,0
0,0,3,2,1,30,0.000000,1
0,0,3,2,2,3,0.000000,0
0,0,3,2,2,6,0.000000,0
0,0,3,2,2,10,0.000000,0
0,0,3,2,2,20,0.000000,0
0,0,3,2,2,30,0.000238,1
0,1,0,0,2,3,0.000000,0
0,1,0,0,2,6,0.000174,1
0,1,0,0,2,10,0.000000,0
0,1,0,0,2,20,0.000000,0
0,1,0,0,2,30,0.000000,0
0,1,0,0,3,3,0.000000,0
0,1,0,0,3,6,0.000000,0
0,1,0,0,3,10,0.000000,0
0,1,0,0,3,20,0.000000,2
0,1,0,0,3,30,0.000000,0
0,1,2,0,0,3,0.021892,18
