scenario,policy,seed,delta_hedged_pnl,delta_fee_revenue,delta_lvr,delta_volume,delta_normal_hedged_pnl,delta_toxic_hedged_pnl
campbell_rl_normal,fixed_6bps,5131,-0.0141,-0.0161,-0.0020,181.7678,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5132,-0.0194,-0.0177,0.0017,190.8555,-0.0194,0.0000
campbell_rl_normal,fixed_6bps,5133,-0.0136,-0.0140,-0.0004,183.3451,-0.0136,0.0000
campbell_rl_normal,fixed_6bps,5134,-0.0095,-0.0120,-0.0025,179.7204,-0.0095,0.0000
campbell_rl_normal,fixed_6bps,5135,-0.0158,-0.0150,0.0007,187.7584,-0.0158,0.0000
campbell_rl_normal,fixed_6bps,5136,-0.0129,-0.0146,-0.0017,184.6456,-0.0129,0.0000
campbell_rl_normal,fixed_6bps,5137,-0.0161,-0.0119,0.0042,185.4151,-0.0161,0.0000
campbell_rl_normal,fixed_6bps,5138,-0.0155,-0.0155,0.0001,186.9454,-0.0155,0.0000
campbell_rl_normal,fixed_6bps,5139,-0.0107,-0.0144,-0.0037,178.8786,-0.0107,0.0000
campbell_rl_normal,fixed_6bps,5140,-0.0094,-0.0136,-0.0042,178.8795,-0.0094,0.0000
campbell_rl_normal,fixed_6bps,5141,-0.0137,-0.0130,0.0007,184.0743,-0.0137,0.0000
campbell_rl_normal,fixed_6bps,5142,-0.0161,-0.0130,0.0031,190.3346,-0.0161,0.0000
campbell_rl_normal,fixed_6bps,5143,-0.0128,-0.0111,0.0017,186.2147,-0.0128,0.0000
campbell_rl_normal,fixed_6bps,5144,-0.0166,-0.0179,-0.0013,186.1121,-0.0166,0.0000
campbell_rl_normal,fixed_6bps,5145,-0.0152,-0.0147,0.0004,185.3320,-0.0152,0.0000
campbell_rl_normal,fixed_6bps,5146,-0.0139,-0.0147,-0.0008,182.0960,-0.0139,0.0000
campbell_rl_normal,fixed_6bps,5147,-0.0124,-0.0122,0.0002,183.3117,-0.0124,0.0000
campbell_rl_normal,fixed_6bps,5148,-0.0157,-0.0161,-0.0005,183.6340,-0.0157,0.0000
campbell_rl_normal,fixed_6bps,5149,-0.0137,-0.0188,-0.0050,182.6427,-0.0137,0.0000
campbell_rl_normal,fixed_6bps,5150,-0.0161,-0.0161,-0.0000,190.1255,-0.0161,0.0000
campbell_rl_normal,fixed_6bps,5151,-0.0124,-0.0158,-0.0034,177.3797,-0.0124,0.0000
campbell_rl_normal,fixed_6bps,5152,-0.0126,-0.0133,-0.0008,182.1651,-0.0126,0.0000
campbell_rl_normal,fixed_6bps,5153,-0.0208,-0.0188,0.0020,188.1409,-0.0208,0.0000
campbell_rl_normal,fixed_6bps,5154,-0.0157,-0.0169,-0.0011,184.9266,-0.0157,0.0000
campbell_rl_normal,fixed_6bps,5155,-0.0112,-0.0121,-0.0008,179.3122,-0.0112,0.0000
campbell_rl_normal,fixed_6bps,5156,-0.0113,-0.0117,-0.0004,181.9925,-0.0113,0.0000
campbell_rl_normal,fixed_6bps,5157,-0.0141,-0.0126,0.0015,183.7935,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5158,-0.0167,-0.0151,0.0016,188.4899,-0.0167,0.0000
campbell_rl_normal,fixed_6bps,5159,-0.0129,-0.0155,-0.0027,179.8068,-0.0129,0.0000
campbell_rl_normal,fixed_6bps,5160,-0.0141,-0.0138,0.0002,183.5969,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5161,-0.0089,-0.0135,-0.0047,177.4820,-0.0089,0.0000
campbell_rl_normal,fixed_6bps,5162,-0.0175,-0.0157,0.0017,184.3273,-0.0175,0.0000
campbell_rl_normal,fixed_6bps,5163,-0.0192,-0.0157,0.0034,192.1027,-0.0192,0.0000
campbell_rl_normal,fixed_6bps,5164,-0.0168,-0.0170,-0.0002,187.8779,-0.0168,0.0000
campbell_rl_normal,fixed_6bps,5165,-0.0135,-0.0123,0.0013,184.4112,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5166,-0.0153,-0.0161,-0.0008,187.1658,-0.0153,0.0000
campbell_rl_normal,fixed_6bps,5167,-0.0125,-0.0134,-0.0009,180.9733,-0.0125,0.0000
campbell_rl_normal,fixed_6bps,5168,-0.0127,-0.0143,-0.0016,180.9744,-0.0127,0.0000
campbell_rl_normal,fixed_6bps,5169,-0.0138,-0.0134,0.0005,180.7606,-0.0138,0.0000
campbell_rl_normal,fixed_6bps,5170,-0.0201,-0.0165,0.0037,188.0874,-0.0201,0.0000
campbell_rl_normal,fixed_6bps,5171,-0.0141,-0.0147,-0.0007,185.3640,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5172,-0.0166,-0.0187,-0.0021,182.4501,-0.0166,0.0000
campbell_rl_normal,fixed_6bps,5173,-0.0174,-0.0167,0.0006,183.8114,-0.0174,0.0000
campbell_rl_normal,fixed_6bps,5174,-0.0141,-0.0162,-0.0021,185.5257,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5175,-0.0139,-0.0155,-0.0017,184.0794,-0.0139,0.0000
campbell_rl_normal,fixed_6bps,5176,-0.0177,-0.0182,-0.0005,189.3507,-0.0177,0.0000
campbell_rl_normal,fixed_6bps,5177,-0.0136,-0.0130,0.0006,181.1350,-0.0136,0.0000
campbell_rl_normal,fixed_6bps,5178,-0.0138,-0.0135,0.0003,183.9951,-0.0138,0.0000
campbell_rl_normal,fixed_6bps,5179,-0.0164,-0.0155,0.0009,186.0414,-0.0164,0.0000
campbell_rl_normal,fixed_6bps,5180,-0.0157,-0.0148,0.0009,185.6990,-0.0157,0.0000
campbell_rl_normal,fixed_6bps,5181,-0.0184,-0.0163,0.0021,192.1518,-0.0184,0.0000
campbell_rl_normal,fixed_6bps,5182,-0.0116,-0.0147,-0.0031,181.2804,-0.0116,0.0000
campbell_rl_normal,fixed_6bps,5183,-0.0139,-0.0137,0.0002,179.8029,-0.0139,0.0000
campbell_rl_normal,fixed_6bps,5184,-0.0133,-0.0156,-0.0023,184.3537,-0.0133,0.0000
campbell_rl_normal,fixed_6bps,5185,-0.0147,-0.0161,-0.0014,183.8565,-0.0147,0.0000
campbell_rl_normal,fixed_6bps,5186,-0.0150,-0.0126,0.0025,183.4993,-0.0150,0.0000
campbell_rl_normal,fixed_6bps,5187,-0.0116,-0.0148,-0.0032,180.6293,-0.0116,0.0000
campbell_rl_normal,fixed_6bps,5188,-0.0116,-0.0113,0.0003,184.4700,-0.0116,0.0000
campbell_rl_normal,fixed_6bps,5189,-0.0207,-0.0191,0.0015,190.9060,-0.0207,0.0000
campbell_rl_normal,fixed_6bps,5190,-0.0133,-0.0154,-0.0021,178.6533,-0.0133,0.0000
campbell_rl_normal,fixed_6bps,5191,-0.0150,-0.0168,-0.0018,182.6741,-0.0150,0.0000
campbell_rl_normal,fixed_6bps,5192,-0.0153,-0.0140,0.0013,184.9644,-0.0153,0.0000
campbell_rl_normal,fixed_6bps,5193,-0.0144,-0.0161,-0.0017,183.5511,-0.0144,0.0000
campbell_rl_normal,fixed_6bps,5194,-0.0109,-0.0119,-0.0010,183.6734,-0.0109,0.0000
campbell_rl_normal,fixed_6bps,5195,-0.0115,-0.0104,0.0011,183.5558,-0.0115,0.0000
campbell_rl_normal,fixed_6bps,5196,-0.0119,-0.0135,-0.0016,178.6816,-0.0119,0.0000
campbell_rl_normal,fixed_6bps,5197,-0.0136,-0.0147,-0.0011,182.8561,-0.0136,0.0000
campbell_rl_normal,fixed_6bps,5198,-0.0182,-0.0154,0.0028,186.1775,-0.0182,0.0000
campbell_rl_normal,fixed_6bps,5199,-0.0128,-0.0143,-0.0015,181.7198,-0.0128,0.0000
campbell_rl_normal,fixed_6bps,5200,-0.0133,-0.0150,-0.0017,178.7285,-0.0133,0.0000
campbell_rl_normal,fixed_6bps,5201,-0.0145,-0.0117,0.0028,179.2483,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5202,-0.0161,-0.0163,-0.0002,185.5729,-0.0161,0.0000
campbell_rl_normal,fixed_6bps,5203,-0.0146,-0.0149,-0.0003,182.6958,-0.0146,0.0000
campbell_rl_normal,fixed_6bps,5204,-0.0155,-0.0129,0.0027,185.1523,-0.0155,0.0000
campbell_rl_normal,fixed_6bps,5205,-0.0128,-0.0146,-0.0018,183.2023,-0.0128,0.0000
campbell_rl_normal,fixed_6bps,5206,-0.0154,-0.0131,0.0023,187.0723,-0.0154,0.0000
campbell_rl_normal,fixed_6bps,5207,-0.0138,-0.0148,-0.0010,181.6734,-0.0138,0.0000
campbell_rl_normal,fixed_6bps,5208,-0.0132,-0.0150,-0.0018,179.2714,-0.0132,0.0000
campbell_rl_normal,fixed_6bps,5209,-0.0135,-0.0133,0.0002,182.6989,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5210,-0.0126,-0.0135,-0.0009,185.1493,-0.0126,0.0000
campbell_rl_normal,fixed_6bps,5211,-0.0179,-0.0174,0.0005,188.4779,-0.0179,0.0000
campbell_rl_normal,fixed_6bps,5212,-0.0124,-0.0139,-0.0015,182.6660,-0.0124,0.0000
campbell_rl_normal,fixed_6bps,5213,-0.0150,-0.0146,0.0004,181.1923,-0.0150,0.0000
campbell_rl_normal,fixed_6bps,5214,-0.0179,-0.0160,0.0019,184.9162,-0.0179,0.0000
campbell_rl_normal,fixed_6bps,5215,-0.0160,-0.0133,0.0027,189.1702,-0.0160,0.0000
campbell_rl_normal,fixed_6bps,5216,-0.0146,-0.0155,-0.0009,182.0474,-0.0146,0.0000
campbell_rl_normal,fixed_6bps,5217,-0.0205,-0.0199,0.0006,187.6600,-0.0205,0.0000
campbell_rl_normal,fixed_6bps,5218,-0.0162,-0.0154,0.0009,186.0408,-0.0162,0.0000
campbell_rl_normal,fixed_6bps,5219,-0.0136,-0.0128,0.0008,186.8049,-0.0136,0.0000
campbell_rl_normal,fixed_6bps,5220,-0.0228,-0.0201,0.0027,192.7528,-0.0228,0.0000
campbell_rl_normal,fixed_6bps,5221,-0.0194,-0.0169,0.0025,186.4082,-0.0194,0.0000
campbell_rl_normal,fixed_6bps,5222,-0.0145,-0.0155,-0.0010,182.9412,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5223,-0.0153,-0.0165,-0.0013,187.3035,-0.0153,0.0000
campbell_rl_normal,fixed_6bps,5224,-0.0196,-0.0145,0.0051,189.3524,-0.0196,0.0000
campbell_rl_normal,fixed_6bps,5225,-0.0167,-0.0170,-0.0003,182.9079,-0.0167,0.0000
campbell_rl_normal,fixed_6bps,5226,-0.0145,-0.0178,-0.0034,181.8954,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5227,-0.0169,-0.0164,0.0005,182.1463,-0.0169,0.0000
campbell_rl_normal,fixed_6bps,5228,-0.0190,-0.0147,0.0044,189.6629,-0.0190,0.0000
campbell_rl_normal,fixed_6bps,5229,-0.0170,-0.0153,0.0017,189.4956,-0.0170,0.0000
campbell_rl_normal,fixed_6bps,5230,-0.0119,-0.0145,-0.0026,181.9843,-0.0119,0.0000
campbell_rl_normal,fixed_6bps,5231,-0.0161,-0.0149,0.0012,186.1473,-0.0161,0.0000
campbell_rl_normal,fixed_6bps,5232,-0.0166,-0.0162,0.0005,186.4428,-0.0166,0.0000
campbell_rl_normal,fixed_6bps,5233,-0.0176,-0.0171,0.0005,189.4027,-0.0176,0.0000
campbell_rl_normal,fixed_6bps,5234,-0.0162,-0.0184,-0.0021,184.9674,-0.0162,0.0000
campbell_rl_normal,fixed_6bps,5235,-0.0194,-0.0177,0.0016,188.8088,-0.0194,0.0000
campbell_rl_normal,fixed_6bps,5236,-0.0161,-0.0167,-0.0005,183.3383,-0.0161,0.0000
campbell_rl_normal,fixed_6bps,5237,-0.0096,-0.0123,-0.0028,178.9320,-0.0096,0.0000
campbell_rl_normal,fixed_6bps,5238,-0.0123,-0.0140,-0.0017,181.4868,-0.0123,0.0000
campbell_rl_normal,fixed_6bps,5239,-0.0108,-0.0148,-0.0040,178.7864,-0.0108,0.0000
campbell_rl_normal,fixed_6bps,5240,-0.0145,-0.0163,-0.0018,181.5550,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5241,-0.0179,-0.0157,0.0022,182.3244,-0.0179,0.0000
campbell_rl_normal,fixed_6bps,5242,-0.0158,-0.0133,0.0024,186.7056,-0.0158,0.0000
campbell_rl_normal,fixed_6bps,5243,-0.0145,-0.0147,-0.0002,184.5882,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5244,-0.0156,-0.0167,-0.0010,185.1603,-0.0156,0.0000
campbell_rl_normal,fixed_6bps,5245,-0.0178,-0.0169,0.0009,186.8839,-0.0178,0.0000
campbell_rl_normal,fixed_6bps,5246,-0.0135,-0.0188,-0.0053,186.5035,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5247,-0.0147,-0.0135,0.0012,185.5184,-0.0147,0.0000
campbell_rl_normal,fixed_6bps,5248,-0.0132,-0.0155,-0.0023,180.4914,-0.0132,0.0000
campbell_rl_normal,fixed_6bps,5249,-0.0170,-0.0191,-0.0020,185.0230,-0.0170,0.0000
campbell_rl_normal,fixed_6bps,5250,-0.0141,-0.0118,0.0023,186.6846,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5251,-0.0166,-0.0128,0.0038,187.9436,-0.0166,0.0000
campbell_rl_normal,fixed_6bps,5252,-0.0130,-0.0116,0.0014,184.7439,-0.0130,0.0000
campbell_rl_normal,fixed_6bps,5253,-0.0124,-0.0146,-0.0023,184.0178,-0.0124,0.0000
campbell_rl_normal,fixed_6bps,5254,-0.0183,-0.0175,0.0009,187.0857,-0.0183,0.0000
campbell_rl_normal,fixed_6bps,5255,-0.0115,-0.0113,0.0002,178.9142,-0.0115,0.0000
campbell_rl_normal,fixed_6bps,5256,-0.0178,-0.0132,0.0046,188.0288,-0.0178,0.0000
campbell_rl_normal,fixed_6bps,5257,-0.0170,-0.0163,0.0007,187.6121,-0.0170,0.0000
campbell_rl_normal,fixed_6bps,5258,-0.0146,-0.0153,-0.0007,182.1394,-0.0146,0.0000
campbell_rl_normal,fixed_6bps,5259,-0.0159,-0.0127,0.0032,186.4243,-0.0159,0.0000
campbell_rl_normal,fixed_6bps,5260,-0.0177,-0.0180,-0.0004,184.8815,-0.0177,0.0000
campbell_rl_normal,fixed_6bps,5261,-0.0158,-0.0136,0.0022,182.4620,-0.0158,0.0000
campbell_rl_normal,fixed_6bps,5262,-0.0148,-0.0146,0.0002,186.2275,-0.0148,0.0000
campbell_rl_normal,fixed_6bps,5263,-0.0142,-0.0128,0.0014,183.4842,-0.0142,0.0000
campbell_rl_normal,fixed_6bps,5264,-0.0131,-0.0136,-0.0005,183.6902,-0.0131,0.0000
campbell_rl_normal,fixed_6bps,5265,-0.0135,-0.0158,-0.0023,176.8916,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5266,-0.0154,-0.0164,-0.0010,189.2111,-0.0154,0.0000
campbell_rl_normal,fixed_6bps,5267,-0.0160,-0.0179,-0.0020,181.9381,-0.0160,0.0000
campbell_rl_normal,fixed_6bps,5268,-0.0174,-0.0175,-0.0001,186.4598,-0.0174,0.0000
campbell_rl_normal,fixed_6bps,5269,-0.0222,-0.0203,0.0018,191.4038,-0.0222,0.0000
campbell_rl_normal,fixed_6bps,5270,-0.0202,-0.0150,0.0052,189.9950,-0.0202,0.0000
campbell_rl_normal,fixed_6bps,5271,-0.0169,-0.0150,0.0018,186.3419,-0.0169,0.0000
campbell_rl_normal,fixed_6bps,5272,-0.0169,-0.0159,0.0010,184.6263,-0.0169,0.0000
campbell_rl_normal,fixed_6bps,5273,-0.0130,-0.0104,0.0026,185.7375,-0.0130,0.0000
campbell_rl_normal,fixed_6bps,5274,-0.0189,-0.0166,0.0023,191.8834,-0.0189,0.0000
campbell_rl_normal,fixed_6bps,5275,-0.0088,-0.0101,-0.0014,177.2841,-0.0088,0.0000
campbell_rl_normal,fixed_6bps,5276,-0.0135,-0.0138,-0.0003,179.4514,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5277,-0.0147,-0.0154,-0.0006,183.0718,-0.0147,0.0000
campbell_rl_normal,fixed_6bps,5278,-0.0191,-0.0154,0.0037,185.8590,-0.0191,0.0000
campbell_rl_normal,fixed_6bps,5279,-0.0114,-0.0116,-0.0002,183.1797,-0.0114,0.0000
campbell_rl_normal,fixed_6bps,5280,-0.0150,-0.0145,0.0005,182.6820,-0.0150,0.0000
campbell_rl_normal,fixed_6bps,5281,-0.0137,-0.0139,-0.0003,183.8311,-0.0137,0.0000
campbell_rl_normal,fixed_6bps,5282,-0.0150,-0.0143,0.0007,179.1024,-0.0150,0.0000
campbell_rl_normal,fixed_6bps,5283,-0.0130,-0.0140,-0.0010,181.3396,-0.0130,0.0000
campbell_rl_normal,fixed_6bps,5284,-0.0151,-0.0173,-0.0021,180.1855,-0.0151,0.0000
campbell_rl_normal,fixed_6bps,5285,-0.0170,-0.0148,0.0022,187.6574,-0.0170,0.0000
campbell_rl_normal,fixed_6bps,5286,-0.0140,-0.0122,0.0018,186.3267,-0.0140,0.0000
campbell_rl_normal,fixed_6bps,5287,-0.0141,-0.0134,0.0008,189.4674,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5288,-0.0147,-0.0139,0.0008,183.5614,-0.0147,0.0000
campbell_rl_normal,fixed_6bps,5289,-0.0163,-0.0148,0.0015,185.9116,-0.0163,0.0000
campbell_rl_normal,fixed_6bps,5290,-0.0163,-0.0171,-0.0008,183.6243,-0.0163,0.0000
campbell_rl_normal,fixed_6bps,5291,-0.0158,-0.0179,-0.0020,181.5925,-0.0158,0.0000
campbell_rl_normal,fixed_6bps,5292,-0.0105,-0.0130,-0.0026,179.9045,-0.0105,0.0000
campbell_rl_normal,fixed_6bps,5293,-0.0149,-0.0170,-0.0021,185.0582,-0.0149,0.0000
campbell_rl_normal,fixed_6bps,5294,-0.0135,-0.0124,0.0011,182.6068,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5295,-0.0126,-0.0145,-0.0019,181.6288,-0.0126,0.0000
campbell_rl_normal,fixed_6bps,5296,-0.0151,-0.0159,-0.0008,183.8628,-0.0151,0.0000
campbell_rl_normal,fixed_6bps,5297,-0.0097,-0.0129,-0.0032,176.1639,-0.0097,0.0000
campbell_rl_normal,fixed_6bps,5298,-0.0118,-0.0169,-0.0051,178.4237,-0.0118,0.0000
campbell_rl_normal,fixed_6bps,5299,-0.0181,-0.0203,-0.0022,186.3945,-0.0181,0.0000
campbell_rl_normal,fixed_6bps,5300,-0.0139,-0.0123,0.0016,183.6112,-0.0139,0.0000
campbell_rl_normal,fixed_6bps,5301,-0.0153,-0.0129,0.0024,185.0568,-0.0153,0.0000
campbell_rl_normal,fixed_6bps,5302,-0.0141,-0.0134,0.0006,184.6996,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5303,-0.0157,-0.0139,0.0018,186.9982,-0.0157,0.0000
campbell_rl_normal,fixed_6bps,5304,-0.0145,-0.0186,-0.0041,186.3368,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5305,-0.0117,-0.0141,-0.0024,181.8729,-0.0117,0.0000
campbell_rl_normal,fixed_6bps,5306,-0.0211,-0.0175,0.0036,190.0622,-0.0211,0.0000
campbell_rl_normal,fixed_6bps,5307,-0.0146,-0.0164,-0.0018,185.2886,-0.0146,0.0000
campbell_rl_normal,fixed_6bps,5308,-0.0143,-0.0154,-0.0010,177.8307,-0.0143,0.0000
campbell_rl_normal,fixed_6bps,5309,-0.0188,-0.0147,0.0041,188.9241,-0.0188,0.0000
campbell_rl_normal,fixed_6bps,5310,-0.0120,-0.0139,-0.0019,184.3541,-0.0120,0.0000
campbell_rl_normal,fixed_6bps,5311,-0.0122,-0.0127,-0.0005,186.0638,-0.0122,0.0000
campbell_rl_normal,fixed_6bps,5312,-0.0188,-0.0170,0.0018,186.2941,-0.0188,0.0000
campbell_rl_normal,fixed_6bps,5313,-0.0140,-0.0149,-0.0009,183.4147,-0.0140,0.0000
campbell_rl_normal,fixed_6bps,5314,-0.0159,-0.0155,0.0004,186.7196,-0.0159,0.0000
campbell_rl_normal,fixed_6bps,5315,-0.0163,-0.0166,-0.0003,183.9510,-0.0163,0.0000
campbell_rl_normal,fixed_6bps,5316,-0.0100,-0.0108,-0.0009,181.9369,-0.0100,0.0000
campbell_rl_normal,fixed_6bps,5317,-0.0135,-0.0142,-0.0006,183.9427,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5318,-0.0163,-0.0148,0.0015,185.9028,-0.0163,0.0000
campbell_rl_normal,fixed_6bps,5319,-0.0145,-0.0159,-0.0014,185.2470,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5320,-0.0167,-0.0195,-0.0029,182.9784,-0.0167,0.0000
campbell_rl_normal,fixed_6bps,5321,-0.0138,-0.0139,-0.0001,185.0663,-0.0138,0.0000
campbell_rl_normal,fixed_6bps,5322,-0.0168,-0.0143,0.0025,187.9505,-0.0168,0.0000
campbell_rl_normal,fixed_6bps,5323,-0.0194,-0.0170,0.0024,189.6884,-0.0194,0.0000
campbell_rl_normal,fixed_6bps,5324,-0.0184,-0.0158,0.0026,193.6776,-0.0184,0.0000
campbell_rl_normal,fixed_6bps,5325,-0.0166,-0.0171,-0.0004,189.9491,-0.0166,0.0000
campbell_rl_normal,fixed_6bps,5326,-0.0141,-0.0169,-0.0028,180.0635,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5327,-0.0162,-0.0145,0.0017,185.9437,-0.0162,0.0000
campbell_rl_normal,fixed_6bps,5328,-0.0182,-0.0156,0.0026,186.8092,-0.0182,0.0000
campbell_rl_normal,fixed_6bps,5329,-0.0204,-0.0192,0.0012,192.7173,-0.0204,0.0000
campbell_rl_normal,fixed_6bps,5330,-0.0169,-0.0150,0.0019,184.0479,-0.0169,0.0000
campbell_rl_normal,fixed_6bps,5331,-0.0175,-0.0126,0.0049,191.2212,-0.0175,0.0000
campbell_rl_normal,fixed_6bps,5332,-0.0145,-0.0175,-0.0030,182.4764,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5333,-0.0152,-0.0138,0.0014,188.1411,-0.0152,0.0000
campbell_rl_normal,fixed_6bps,5334,-0.0162,-0.0155,0.0007,183.0962,-0.0162,0.0000
campbell_rl_normal,fixed_6bps,5335,-0.0133,-0.0115,0.0018,184.3911,-0.0133,0.0000
campbell_rl_normal,fixed_6bps,5336,-0.0103,-0.0126,-0.0022,182.4168,-0.0103,0.0000
campbell_rl_normal,fixed_6bps,5337,-0.0191,-0.0191,-0.0001,189.0507,-0.0191,0.0000
campbell_rl_normal,fixed_6bps,5338,-0.0167,-0.0141,0.0026,187.1878,-0.0167,0.0000
campbell_rl_normal,fixed_6bps,5339,-0.0161,-0.0148,0.0013,188.4595,-0.0161,0.0000
campbell_rl_normal,fixed_6bps,5340,-0.0151,-0.0137,0.0014,185.9878,-0.0151,0.0000
campbell_rl_normal,fixed_6bps,5341,-0.0172,-0.0184,-0.0013,189.5013,-0.0172,0.0000
campbell_rl_normal,fixed_6bps,5342,-0.0167,-0.0132,0.0035,184.1289,-0.0167,0.0000
campbell_rl_normal,fixed_6bps,5343,-0.0149,-0.0102,0.0047,188.9077,-0.0149,0.0000
campbell_rl_normal,fixed_6bps,5344,-0.0149,-0.0157,-0.0008,186.1266,-0.0149,0.0000
campbell_rl_normal,fixed_6bps,5345,-0.0141,-0.0130,0.0011,183.2991,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5346,-0.0185,-0.0169,0.0016,185.6149,-0.0185,0.0000
campbell_rl_normal,fixed_6bps,5347,-0.0124,-0.0172,-0.0048,177.6951,-0.0124,0.0000
campbell_rl_normal,fixed_6bps,5348,-0.0140,-0.0152,-0.0012,183.6034,-0.0140,0.0000
campbell_rl_normal,fixed_6bps,5349,-0.0141,-0.0144,-0.0002,182.5452,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5350,-0.0126,-0.0150,-0.0023,182.4700,-0.0126,0.0000
campbell_rl_normal,fixed_6bps,5351,-0.0107,-0.0145,-0.0037,176.0298,-0.0107,0.0000
campbell_rl_normal,fixed_6bps,5352,-0.0122,-0.0117,0.0006,180.0176,-0.0122,0.0000
campbell_rl_normal,fixed_6bps,5353,-0.0119,-0.0119,0.0001,180.8952,-0.0119,0.0000
campbell_rl_normal,fixed_6bps,5354,-0.0147,-0.0151,-0.0004,185.8039,-0.0147,0.0000
campbell_rl_normal,fixed_6bps,5355,-0.0143,-0.0144,-0.0001,182.5026,-0.0143,0.0000
campbell_rl_normal,fixed_6bps,5356,-0.0124,-0.0120,0.0004,181.7914,-0.0124,0.0000
campbell_rl_normal,fixed_6bps,5357,-0.0145,-0.0162,-0.0018,184.8277,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5358,-0.0128,-0.0154,-0.0027,183.5485,-0.0128,0.0000
campbell_rl_normal,fixed_6bps,5359,-0.0137,-0.0159,-0.0022,184.0251,-0.0137,0.0000
campbell_rl_normal,fixed_6bps,5360,-0.0167,-0.0150,0.0018,186.4714,-0.0167,0.0000
campbell_rl_normal,fixed_6bps,5361,-0.0146,-0.0113,0.0033,187.0133,-0.0146,0.0000
campbell_rl_normal,fixed_6bps,5362,-0.0149,-0.0164,-0.0014,185.9954,-0.0149,0.0000
campbell_rl_normal,fixed_6bps,5363,-0.0155,-0.0144,0.0011,184.3557,-0.0155,0.0000
campbell_rl_normal,fixed_6bps,5364,-0.0136,-0.0148,-0.0012,179.2260,-0.0136,0.0000
campbell_rl_normal,fixed_6bps,5365,-0.0110,-0.0114,-0.0004,178.5953,-0.0110,0.0000
campbell_rl_normal,fixed_6bps,5366,-0.0142,-0.0121,0.0021,181.8373,-0.0142,0.0000
campbell_rl_normal,fixed_6bps,5367,-0.0175,-0.0140,0.0035,188.4679,-0.0175,0.0000
campbell_rl_normal,fixed_6bps,5368,-0.0178,-0.0153,0.0025,189.4543,-0.0178,0.0000
campbell_rl_normal,fixed_6bps,5369,-0.0152,-0.0144,0.0009,186.3951,-0.0152,0.0000
campbell_rl_normal,fixed_6bps,5370,-0.0182,-0.0184,-0.0002,187.5956,-0.0182,0.0000
campbell_rl_normal,fixed_6bps,5371,-0.0141,-0.0140,0.0002,180.2190,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5372,-0.0122,-0.0151,-0.0029,182.9492,-0.0122,0.0000
campbell_rl_normal,fixed_6bps,5373,-0.0131,-0.0161,-0.0030,183.0414,-0.0131,0.0000
campbell_rl_normal,fixed_6bps,5374,-0.0167,-0.0160,0.0008,185.7065,-0.0167,0.0000
campbell_rl_normal,fixed_6bps,5375,-0.0136,-0.0131,0.0006,182.9572,-0.0136,0.0000
campbell_rl_normal,fixed_6bps,5376,-0.0129,-0.0146,-0.0016,178.8001,-0.0129,0.0000
campbell_rl_normal,fixed_6bps,5377,-0.0100,-0.0113,-0.0013,178.9791,-0.0100,0.0000
campbell_rl_normal,fixed_6bps,5378,-0.0166,-0.0168,-0.0002,188.8514,-0.0166,0.0000
campbell_rl_normal,fixed_6bps,5379,-0.0142,-0.0145,-0.0003,185.3013,-0.0142,0.0000
campbell_rl_normal,fixed_6bps,5380,-0.0174,-0.0182,-0.0008,185.5643,-0.0174,0.0000
campbell_rl_normal,fixed_6bps,5381,-0.0153,-0.0140,0.0014,186.6085,-0.0153,0.0000
campbell_rl_normal,fixed_6bps,5382,-0.0141,-0.0155,-0.0014,184.4213,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5383,-0.0148,-0.0172,-0.0024,178.0583,-0.0148,0.0000
campbell_rl_normal,fixed_6bps,5384,-0.0168,-0.0178,-0.0010,182.8042,-0.0168,0.0000
campbell_rl_normal,fixed_6bps,5385,-0.0159,-0.0151,0.0008,186.4777,-0.0159,0.0000
