scenario,policy,seed,delta_hedged_pnl,delta_fee_revenue,delta_lvr,delta_volume,delta_normal_hedged_pnl,delta_toxic_hedged_pnl
campbell_rl_normal,fixed_6bps,5386,-0.0141,-0.0126,0.0015,184.6014,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5387,-0.0165,-0.0163,0.0002,187.0309,-0.0165,0.0000
campbell_rl_normal,fixed_6bps,5388,-0.0159,-0.0163,-0.0003,183.4813,-0.0159,0.0000
campbell_rl_normal,fixed_6bps,5389,-0.0204,-0.0181,0.0023,188.7753,-0.0204,0.0000
campbell_rl_normal,fixed_6bps,5390,-0.0113,-0.0131,-0.0018,182.8489,-0.0113,0.0000
campbell_rl_normal,fixed_6bps,5391,-0.0177,-0.0154,0.0023,187.6749,-0.0177,0.0000
campbell_rl_normal,fixed_6bps,5392,-0.0166,-0.0151,0.0015,184.8755,-0.0166,0.0000
campbell_rl_normal,fixed_6bps,5393,-0.0161,-0.0178,-0.0018,184.6386,-0.0161,0.0000
campbell_rl_normal,fixed_6bps,5394,-0.0168,-0.0152,0.0016,187.0891,-0.0168,0.0000
campbell_rl_normal,fixed_6bps,5395,-0.0147,-0.0171,-0.0024,180.8026,-0.0147,0.0000
campbell_rl_normal,fixed_6bps,5396,-0.0142,-0.0120,0.0022,185.1395,-0.0142,0.0000
campbell_rl_normal,fixed_6bps,5397,-0.0210,-0.0186,0.0025,187.3411,-0.0210,0.0000
campbell_rl_normal,fixed_6bps,5398,-0.0144,-0.0153,-0.0009,184.5276,-0.0144,0.0000
campbell_rl_normal,fixed_6bps,5399,-0.0135,-0.0162,-0.0027,183.2541,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5400,-0.0146,-0.0125,0.0021,184.8448,-0.0146,0.0000
campbell_rl_normal,fixed_6bps,5401,-0.0183,-0.0179,0.0004,186.6435,-0.0183,0.0000
campbell_rl_normal,fixed_6bps,5402,-0.0176,-0.0167,0.0009,188.1587,-0.0176,0.0000
campbell_rl_normal,fixed_6bps,5403,-0.0132,-0.0174,-0.0042,182.0902,-0.0132,0.0000
campbell_rl_normal,fixed_6bps,5404,-0.0160,-0.0150,0.0010,186.2954,-0.0160,0.0000
campbell_rl_normal,fixed_6bps,5405,-0.0174,-0.0171,0.0003,187.0562,-0.0174,0.0000
campbell_rl_normal,fixed_6bps,5406,-0.0135,-0.0137,-0.0002,185.2307,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5407,-0.0127,-0.0146,-0.0019,180.1456,-0.0127,0.0000
campbell_rl_normal,fixed_6bps,5408,-0.0156,-0.0146,0.0011,184.9423,-0.0156,0.0000
campbell_rl_normal,fixed_6bps,5409,-0.0137,-0.0145,-0.0008,184.6213,-0.0137,0.0000
campbell_rl_normal,fixed_6bps,5410,-0.0137,-0.0173,-0.0036,177.3366,-0.0137,0.0000
campbell_rl_normal,fixed_6bps,5411,-0.0145,-0.0186,-0.0041,181.3419,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5412,-0.0140,-0.0133,0.0007,181.5419,-0.0140,0.0000
campbell_rl_normal,fixed_6bps,5413,-0.0110,-0.0123,-0.0012,178.0853,-0.0110,0.0000
campbell_rl_normal,fixed_6bps,5414,-0.0140,-0.0146,-0.0006,183.8218,-0.0140,0.0000
campbell_rl_normal,fixed_6bps,5415,-0.0171,-0.0162,0.0008,191.2572,-0.0171,0.0000
campbell_rl_normal,fixed_6bps,5416,-0.0165,-0.0191,-0.0026,183.0900,-0.0165,0.0000
campbell_rl_normal,fixed_6bps,5417,-0.0138,-0.0154,-0.0016,179.8039,-0.0138,0.0000
campbell_rl_normal,fixed_6bps,5418,-0.0169,-0.0145,0.0024,189.2893,-0.0169,0.0000
campbell_rl_normal,fixed_6bps,5419,-0.0168,-0.0137,0.0030,192.3904,-0.0168,0.0000
campbell_rl_normal,fixed_6bps,5420,-0.0173,-0.0147,0.0027,188.1719,-0.0173,0.0000
campbell_rl_normal,fixed_6bps,5421,-0.0183,-0.0126,0.0057,188.8930,-0.0183,0.0000
campbell_rl_normal,fixed_6bps,5422,-0.0213,-0.0205,0.0008,187.6169,-0.0213,0.0000
campbell_rl_normal,fixed_6bps,5423,-0.0169,-0.0168,0.0000,185.2450,-0.0169,0.0000
campbell_rl_normal,fixed_6bps,5424,-0.0174,-0.0168,0.0006,187.4951,-0.0174,0.0000
campbell_rl_normal,fixed_6bps,5425,-0.0125,-0.0129,-0.0004,180.2322,-0.0125,0.0000
campbell_rl_normal,fixed_6bps,5426,-0.0128,-0.0120,0.0008,181.9327,-0.0128,0.0000
campbell_rl_normal,fixed_6bps,5427,-0.0124,-0.0146,-0.0023,182.8960,-0.0124,0.0000
campbell_rl_normal,fixed_6bps,5428,-0.0155,-0.0149,0.0006,187.1577,-0.0155,0.0000
campbell_rl_normal,fixed_6bps,5429,-0.0130,-0.0132,-0.0003,179.7442,-0.0130,0.0000
campbell_rl_normal,fixed_6bps,5430,-0.0169,-0.0161,0.0009,184.9871,-0.0169,0.0000
campbell_rl_normal,fixed_6bps,5431,-0.0157,-0.0138,0.0019,180.6006,-0.0157,0.0000
campbell_rl_normal,fixed_6bps,5432,-0.0194,-0.0186,0.0008,191.1685,-0.0194,0.0000
campbell_rl_normal,fixed_6bps,5433,-0.0181,-0.0166,0.0015,187.3422,-0.0181,0.0000
campbell_rl_normal,fixed_6bps,5434,-0.0150,-0.0167,-0.0017,185.6931,-0.0150,0.0000
campbell_rl_normal,fixed_6bps,5435,-0.0158,-0.0146,0.0012,187.4646,-0.0158,0.0000
campbell_rl_normal,fixed_6bps,5436,-0.0143,-0.0171,-0.0028,183.1000,-0.0143,0.0000
campbell_rl_normal,fixed_6bps,5437,-0.0144,-0.0138,0.0006,183.7122,-0.0144,0.0000
campbell_rl_normal,fixed_6bps,5438,-0.0163,-0.0151,0.0012,188.2147,-0.0163,0.0000
campbell_rl_normal,fixed_6bps,5439,-0.0134,-0.0127,0.0006,185.7408,-0.0134,0.0000
campbell_rl_normal,fixed_6bps,5440,-0.0160,-0.0143,0.0017,184.6901,-0.0160,0.0000
campbell_rl_normal,fixed_6bps,5441,-0.0110,-0.0140,-0.0030,179.4629,-0.0110,0.0000
campbell_rl_normal,fixed_6bps,5442,-0.0144,-0.0128,0.0016,189.5962,-0.0144,0.0000
campbell_rl_normal,fixed_6bps,5443,-0.0144,-0.0160,-0.0016,185.2449,-0.0144,0.0000
campbell_rl_normal,fixed_6bps,5444,-0.0129,-0.0134,-0.0005,182.9122,-0.0129,0.0000
campbell_rl_normal,fixed_6bps,5445,-0.0144,-0.0146,-0.0002,183.1185,-0.0144,0.0000
campbell_rl_normal,fixed_6bps,5446,-0.0173,-0.0196,-0.0023,185.3784,-0.0173,0.0000
campbell_rl_normal,fixed_6bps,5447,-0.0178,-0.0177,0.0001,188.2372,-0.0178,0.0000
campbell_rl_normal,fixed_6bps,5448,-0.0166,-0.0182,-0.0016,186.0431,-0.0166,0.0000
campbell_rl_normal,fixed_6bps,5449,-0.0199,-0.0159,0.0040,187.9278,-0.0199,0.0000
campbell_rl_normal,fixed_6bps,5450,-0.0152,-0.0146,0.0006,186.2606,-0.0152,0.0000
campbell_rl_normal,fixed_6bps,5451,-0.0124,-0.0126,-0.0002,179.5415,-0.0124,0.0000
campbell_rl_normal,fixed_6bps,5452,-0.0135,-0.0164,-0.0029,179.9322,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5453,-0.0138,-0.0131,0.0007,178.9987,-0.0138,0.0000
campbell_rl_normal,fixed_6bps,5454,-0.0170,-0.0180,-0.0010,187.8520,-0.0170,0.0000
campbell_rl_normal,fixed_6bps,5455,-0.0174,-0.0159,0.0014,185.8587,-0.0174,0.0000
campbell_rl_normal,fixed_6bps,5456,-0.0140,-0.0179,-0.0038,182.5131,-0.0140,0.0000
campbell_rl_normal,fixed_6bps,5457,-0.0136,-0.0126,0.0010,186.9144,-0.0136,0.0000
campbell_rl_normal,fixed_6bps,5458,-0.0159,-0.0168,-0.0009,183.3692,-0.0159,0.0000
campbell_rl_normal,fixed_6bps,5459,-0.0144,-0.0122,0.0022,187.3220,-0.0144,0.0000
campbell_rl_normal,fixed_6bps,5460,-0.0163,-0.0146,0.0017,183.0521,-0.0163,0.0000
campbell_rl_normal,fixed_6bps,5461,-0.0222,-0.0193,0.0030,191.8952,-0.0222,0.0000
campbell_rl_normal,fixed_6bps,5462,-0.0161,-0.0178,-0.0017,182.9455,-0.0161,0.0000
campbell_rl_normal,fixed_6bps,5463,-0.0184,-0.0146,0.0039,191.7248,-0.0184,0.0000
campbell_rl_normal,fixed_6bps,5464,-0.0145,-0.0164,-0.0019,183.0867,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5465,-0.0147,-0.0126,0.0021,183.5888,-0.0147,0.0000
campbell_rl_normal,fixed_6bps,5466,-0.0158,-0.0160,-0.0002,183.3509,-0.0158,0.0000
campbell_rl_normal,fixed_6bps,5467,-0.0200,-0.0186,0.0015,187.7011,-0.0200,0.0000
campbell_rl_normal,fixed_6bps,5468,-0.0122,-0.0169,-0.0046,182.7496,-0.0122,0.0000
campbell_rl_normal,fixed_6bps,5469,-0.0135,-0.0139,-0.0005,183.4708,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5470,-0.0118,-0.0115,0.0003,184.8533,-0.0118,0.0000
campbell_rl_normal,fixed_6bps,5471,-0.0194,-0.0151,0.0043,191.9580,-0.0194,0.0000
campbell_rl_normal,fixed_6bps,5472,-0.0177,-0.0192,-0.0015,186.9268,-0.0177,0.0000
campbell_rl_normal,fixed_6bps,5473,-0.0138,-0.0126,0.0012,181.9892,-0.0138,0.0000
campbell_rl_normal,fixed_6bps,5474,-0.0158,-0.0176,-0.0018,186.7688,-0.0158,0.0000
campbell_rl_normal,fixed_6bps,5475,-0.0211,-0.0193,0.0018,187.4926,-0.0211,0.0000
campbell_rl_normal,fixed_6bps,5476,-0.0155,-0.0139,0.0016,186.1238,-0.0155,0.0000
campbell_rl_normal,fixed_6bps,5477,-0.0135,-0.0166,-0.0032,178.0805,-0.0135,0.0000
campbell_rl_normal,fixed_6bps,5478,-0.0140,-0.0136,0.0005,183.2663,-0.0140,0.0000
campbell_rl_normal,fixed_6bps,5479,-0.0176,-0.0166,0.0009,186.4082,-0.0176,0.0000
campbell_rl_normal,fixed_6bps,5480,-0.0124,-0.0145,-0.0021,178.0724,-0.0124,0.0000
campbell_rl_normal,fixed_6bps,5481,-0.0172,-0.0154,0.0017,186.2833,-0.0172,0.0000
campbell_rl_normal,fixed_6bps,5482,-0.0079,-0.0116,-0.0036,173.8389,-0.0079,0.0000
campbell_rl_normal,fixed_6bps,5483,-0.0169,-0.0165,0.0004,186.1625,-0.0169,0.0000
campbell_rl_normal,fixed_6bps,5484,-0.0123,-0.0142,-0.0019,179.1746,-0.0123,0.0000
campbell_rl_normal,fixed_6bps,5485,-0.0152,-0.0161,-0.0009,188.2965,-0.0152,0.0000
campbell_rl_normal,fixed_6bps,5486,-0.0183,-0.0158,0.0025,187.9261,-0.0183,0.0000
campbell_rl_normal,fixed_6bps,5487,-0.0169,-0.0157,0.0012,187.8471,-0.0169,0.0000
campbell_rl_normal,fixed_6bps,5488,-0.0166,-0.0194,-0.0028,187.8117,-0.0166,0.0000
campbell_rl_normal,fixed_6bps,5489,-0.0102,-0.0134,-0.0031,179.1023,-0.0102,0.0000
campbell_rl_normal,fixed_6bps,5490,-0.0141,-0.0125,0.0015,181.8210,-0.0141,0.0000
campbell_rl_normal,fixed_6bps,5491,-0.0152,-0.0131,0.0021,187.2764,-0.0152,0.0000
campbell_rl_normal,fixed_6bps,5492,-0.0185,-0.0165,0.0020,189.7733,-0.0185,0.0000
campbell_rl_normal,fixed_6bps,5493,-0.0164,-0.0161,0.0004,185.5122,-0.0164,0.0000
campbell_rl_normal,fixed_6bps,5494,-0.0145,-0.0158,-0.0014,185.5740,-0.0145,0.0000
campbell_rl_normal,fixed_6bps,5495,-0.0130,-0.0149,-0.0019,183.7885,-0.0130,0.0000
campbell_rl_normal,fixed_6bps,5496,-0.0203,-0.0163,0.0040,183.4477,-0.0203,0.0000
campbell_rl_normal,fixed_6bps,5497,-0.0185,-0.0193,-0.0007,187.0660,-0.0185,0.0000
campbell_rl_normal,fixed_6bps,5498,-0.0143,-0.0140,0.0003,186.0587,-0.0143,0.0000
campbell_rl_normal,fixed_6bps,5499,-0.0127,-0.0163,-0.0037,182.0415,-0.0127,0.0000
campbell_rl_normal,fixed_10bps,5000,-0.2066,-0.2053,0.0013,-536.7805,-0.2066,0.0000
campbell_rl_normal,fixed_10bps,5001,-0.2210,-0.2293,-0.0084,-555.9917,-0.2210,0.0000
campbell_rl_normal,fixed_10bps,5002,-0.2070,-0.2014,0.0056,-548.1537,-0.2070,0.0000
campbell_rl_normal,fixed_10bps,5003,-0.2104,-0.2064,0.0039,-548.7009,-0.2104,0.0000
campbell_rl_normal,fixed_10bps,5004,-0.2114,-0.2134,-0.0020,-557.6294,-0.2114,0.0000
campbell_rl_normal,fixed_10bps,5005,-0.2196,-0.2139,0.0057,-559.2119,-0.2196,0.0000
campbell_rl_normal,fixed_10bps,5006,-0.2269,-0.2315,-0.0046,-572.0876,-0.2269,0.0000
campbell_rl_normal,fixed_10bps,5007,-0.2199,-0.2094,0.0105,-553.4487,-0.2199,0.0000
campbell_rl_normal,fixed_10bps,5008,-0.2292,-0.2301,-0.0009,-569.4224,-0.2292,0.0000
campbell_rl_normal,fixed_10bps,5009,-0.2228,-0.2208,0.0020,-553.8534,-0.2228,0.0000
campbell_rl_normal,fixed_10bps,5010,-0.2198,-0.2191,0.0007,-564.7332,-0.2198,0.0000
campbell_rl_normal,fixed_10bps,5011,-0.2175,-0.2185,-0.0011,-553.5399,-0.2175,0.0000
campbell_rl_normal,fixed_10bps,5012,-0.2144,-0.2142,0.0002,-551.7504,-0.2144,0.0000
campbell_rl_normal,fixed_10bps,5013,-0.2352,-0.2358,-0.0006,-576.9392,-0.2352,0.0000
campbell_rl_normal,fixed_10bps,5014,-0.2196,-0.2170,0.0026,-563.2693,-0.2196,0.0000
campbell_rl_normal,fixed_10bps,5015,-0.2296,-0.2231,0.0065,-576.2170,-0.2296,0.0000
campbell_rl_normal,fixed_10bps,5016,-0.2180,-0.2146,0.0033,-556.3372,-0.2180,0.0000
campbell_rl_normal,fixed_10bps,5017,-0.2118,-0.2142,-0.0024,-553.0354,-0.2118,0.0000
campbell_rl_normal,fixed_10bps,5018,-0.2196,-0.2174,0.0022,-552.0491,-0.2196,0.0000
campbell_rl_normal,fixed_10bps,5019,-0.2180,-0.2048,0.0133,-563.7708,-0.2180,0.0000
campbell_rl_normal,fixed_10bps,5020,-0.2099,-0.2115,-0.0017,-546.3638,-0.2099,0.0000
campbell_rl_normal,fixed_10bps,5021,-0.2131,-0.2157,-0.0026,-540.3091,-0.2131,0.0000
campbell_rl_normal,fixed_10bps,5022,-0.2220,-0.2225,-0.0006,-563.8351,-0.2220,0.0000
campbell_rl_normal,fixed_10bps,5023,-0.2117,-0.2084,0.0033,-552.9524,-0.2117,0.0000
campbell_rl_normal,fixed_10bps,5024,-0.2032,-0.2033,-0.0001,-538.2876,-0.2032,0.0000
campbell_rl_normal,fixed_10bps,5025,-0.2140,-0.2204,-0.0064,-562.0960,-0.2140,0.0000
campbell_rl_normal,fixed_10bps,5026,-0.2181,-0.2279,-0.0097,-561.6430,-0.2181,0.0000
campbell_rl_normal,fixed_10bps,5027,-0.2079,-0.2064,0.0015,-542.3897,-0.2079,0.0000
campbell_rl_normal,fixed_10bps,5028,-0.2215,-0.2227,-0.0012,-552.7304,-0.2215,0.0000
campbell_rl_normal,fixed_10bps,5029,-0.2209,-0.2231,-0.0022,-560.4682,-0.2209,0.0000
campbell_rl_normal,fixed_10bps,5030,-0.2143,-0.2146,-0.0003,-553.9277,-0.2143,0.0000
campbell_rl_normal,fixed_10bps,5031,-0.2286,-0.2239,0.0047,-575.6151,-0.2286,0.0000
campbell_rl_normal,fixed_10bps,5032,-0.2276,-0.2287,-0.0011,-560.1422,-0.2276,0.0000
campbell_rl_normal,fixed_10bps,5033,-0.2156,-0.2231,-0.0075,-554.7879,-0.2156,0.0000
campbell_rl_normal,fixed_10bps,5034,-0.2198,-0.2155,0.0043,-553.8110,-0.2198,0.0000
campbell_rl_normal,fixed_10bps,5035,-0.2101,-0.2040,0.0062,-548.5072,-0.2101,0.0000
campbell_rl_normal,fixed_10bps,5036,-0.2201,-0.2149,0.0052,-558.1622,-0.2201,0.0000
campbell_rl_normal,fixed_10bps,5037,-0.2303,-0.2402,-0.0099,-569.6773,-0.2303,0.0000
campbell_rl_normal,fixed_10bps,5038,-0.2161,-0.2078,0.0083,-555.9768,-0.2161,0.0000
campbell_rl_normal,fixed_10bps,5039,-0.2153,-0.2059,0.0094,-541.7196,-0.2153,0.0000
campbell_rl_normal,fixed_10bps,5040,-0.2182,-0.2128,0.0054,-559.6404,-0.2182,0.0000
campbell_rl_normal,fixed_10bps,5041,-0.2280,-0.2338,-0.0059,-568.5456,-0.2280,0.0000
campbell_rl_normal,fixed_10bps,5042,-0.2216,-0.2209,0.0007,-559.4074,-0.2216,0.0000
campbell_rl_normal,fixed_10bps,5043,-0.2062,-0.2059,0.0003,-543.7517,-0.2062,0.0000
campbell_rl_normal,fixed_10bps,5044,-0.2063,-0.2009,0.0054,-543.4482,-0.2063,0.0000
campbell_rl_normal,fixed_10bps,5045,-0.2254,-0.2433,-0.0179,-556.6419,-0.2254,0.0000
campbell_rl_normal,fixed_10bps,5046,-0.2166,-0.2149,0.0017,-556.0195,-0.2166,0.0000
campbell_rl_normal,fixed_10bps,5047,-0.2166,-0.2177,-0.0011,-555.5306,-0.2166,0.0000
campbell_rl_normal,fixed_10bps,5048,-0.2100,-0.2027,0.0073,-545.2429,-0.2100,0.0000
campbell_rl_normal,fixed_10bps,5049,-0.2131,-0.2134,-0.0002,-552.4907,-0.2131,0.0000
campbell_rl_normal,fixed_10bps,5050,-0.2188,-0.2112,0.0077,-550.2921,-0.2188,0.0000
campbell_rl_normal,fixed_10bps,5051,-0.2267,-0.2192,0.0075,-567.1260,-0.2267,0.0000
campbell_rl_normal,fixed_10bps,5052,-0.2068,-0.2035,0.0033,-546.7139,-0.2068,0.0000
campbell_rl_normal,fixed_10bps,5053,-0.2142,-0.2182,-0.0040,-556.0126,-0.2142,0.0000
campbell_rl_normal,fixed_10bps,5054,-0.2022,-0.1908,0.0114,-533.9195,-0.2022,0.0000
campbell_rl_normal,fixed_10bps,5055,-0.2120,-0.2017,0.0103,-548.8205,-0.2120,0.0000
campbell_rl_normal,fixed_10bps,5056,-0.2275,-0.2240,0.0034,-571.3537,-0.2275,0.0000
campbell_rl_normal,fixed_10bps,5057,-0.2030,-0.1939,0.0091,-543.6045,-0.2030,0.0000
campbell_rl_normal,fixed_10bps,5058,-0.2154,-0.2056,0.0098,-562.9495,-0.2154,0.0000
campbell_rl_normal,fixed_10bps,5059,-0.2122,-0.2155,-0.0033,-553.5465,-0.2122,0.0000
campbell_rl_normal,fixed_10bps,5060,-0.2125,-0.2030,0.0094,-558.5530,-0.2125,0.0000
campbell_rl_normal,fixed_10bps,5061,-0.2177,-0.2082,0.0095,-558.5804,-0.2177,0.0000
campbell_rl_normal,fixed_10bps,5062,-0.2206,-0.2252,-0.0046,-558.7862,-0.2206,0.0000
campbell_rl_normal,fixed_10bps,5063,-0.2177,-0.2173,0.0004,-556.1544,-0.2177,0.0000
campbell_rl_normal,fixed_10bps,5064,-0.2179,-0.2186,-0.0008,-559.2237,-0.2179,0.0000
campbell_rl_normal,fixed_10bps,5065,-0.2170,-0.2193,-0.0023,-557.1652,-0.2170,0.0000
campbell_rl_normal,fixed_10bps,5066,-0.2163,-0.2246,-0.0083,-558.2686,-0.2163,0.0000
campbell_rl_normal,fixed_10bps,5067,-0.2209,-0.2282,-0.0074,-557.6303,-0.2209,0.0000
campbell_rl_normal,fixed_10bps,5068,-0.2302,-0.2273,0.0030,-573.8467,-0.2302,0.0000
campbell_rl_normal,fixed_10bps,5069,-0.2269,-0.2222,0.0046,-559.3009,-0.2269,0.0000
campbell_rl_normal,fixed_10bps,5070,-0.2322,-0.2344,-0.0022,-577.0753,-0.2322,0.0000
campbell_rl_normal,fixed_10bps,5071,-0.2095,-0.2277,-0.0183,-542.7361,-0.2095,0.0000
campbell_rl_normal,fixed_10bps,5072,-0.2103,-0.2108,-0.0004,-542.6253,-0.2103,0.0000
campbell_rl_normal,fixed_10bps,5073,-0.2156,-0.2182,-0.0025,-552.8831,-0.2156,0.0000
campbell_rl_normal,fixed_10bps,5074,-0.2052,-0.1990,0.0061,-538.1536,-0.2052,0.0000
campbell_rl_normal,fixed_10bps,5075,-0.2321,-0.2437,-0.0116,-566.0941,-0.2321,0.0000
campbell_rl_normal,fixed_10bps,5076,-0.2030,-0.2035,-0.0005,-542.8908,-0.2030,0.0000
campbell_rl_normal,fixed_10bps,5077,-0.2190,-0.2165,0.0024,-564.7749,-0.2190,0.0000
campbell_rl_normal,fixed_10bps,5078,-0.2151,-0.2249,-0.0097,-563.8555,-0.2151,0.0000
campbell_rl_normal,fixed_10bps,5079,-0.2133,-0.2140,-0.0007,-552.9953,-0.2133,0.0000
campbell_rl_normal,fixed_10bps,5080,-0.2272,-0.2241,0.0031,-566.6056,-0.2272,0.0000
campbell_rl_normal,fixed_10bps,5081,-0.2076,-0.2037,0.0038,-549.5698,-0.2076,0.0000
campbell_rl_normal,fixed_10bps,5082,-0.2068,-0.2007,0.0061,-546.1004,-0.2068,0.0000
campbell_rl_normal,fixed_10bps,5083,-0.2124,-0.2125,-0.0001,-547.0089,-0.2124,0.0000
campbell_rl_normal,fixed_10bps,5084,-0.2195,-0.2138,0.0057,-551.8830,-0.2195,0.0000
campbell_rl_normal,fixed_10bps,5085,-0.2195,-0.2198,-0.0003,-561.8370,-0.2195,0.0000
campbell_rl_normal,fixed_10bps,5086,-0.2300,-0.2296,0.0004,-584.0191,-0.2300,0.0000
campbell_rl_normal,fixed_10bps,5087,-0.2201,-0.2132,0.0068,-565.0609,-0.2201,0.0000
campbell_rl_normal,fixed_10bps,5088,-0.2277,-0.2420,-0.0143,-561.2276,-0.2277,0.0000
campbell_rl_normal,fixed_10bps,5089,-0.2165,-0.2155,0.0010,-559.3723,-0.2165,0.0000
campbell_rl_normal,fixed_10bps,5090,-0.2269,-0.2401,-0.0133,-568.0943,-0.2269,0.0000
campbell_rl_normal,fixed_10bps,5091,-0.2149,-0.2179,-0.0029,-553.6156,-0.2149,0.0000
campbell_rl_normal,fixed_10bps,5092,-0.2205,-0.2194,0.0011,-556.8354,-0.2205,0.0000
campbell_rl_normal,fixed_10bps,5093,-0.2132,-0.2118,0.0014,-546.5888,-0.2132,0.0000
campbell_rl_normal,fixed_10bps,5094,-0.2104,-0.2157,-0.0053,-552.7987,-0.2104,0.0000
campbell_rl_normal,fixed_10bps,5095,-0.2241,-0.2331,-0.0090,-557.8687,-0.2241,0.0000
campbell_rl_normal,fixed_10bps,5096,-0.2225,-0.2192,0.0033,-559.6531,-0.2225,0.0000
campbell_rl_normal,fixed_10bps,5097,-0.2138,-0.2170,-0.0031,-553.7620,-0.2138,0.0000
campbell_rl_normal,fixed_10bps,5098,-0.2197,-0.2204,-0.0008,-552.8354,-0.2197,0.0000
campbell_rl_normal,fixed_10bps,5099,-0.2036,-0.1962,0.0073,-542.7725,-0.2036,0.0000
campbell_rl_normal,fixed_10bps,5100,-0.2207,-0.2200,0.0007,-552.9467,-0.2207,0.0000
campbell_rl_normal,fixed_10bps,5101,-0.2019,-0.2010,0.0009,-536.2174,-0.2019,0.0000
campbell_rl_normal,fixed_10bps,5102,-0.2102,-0.2189,-0.0087,-551.9381,-0.2102,0.0000
campbell_rl_normal,fixed_10bps,5103,-0.2185,-0.2139,0.0046,-559.8426,-0.2185,0.0000
campbell_rl_normal,fixed_10bps,5104,-0.2202,-0.2281,-0.0079,-551.0771,-0.2202,0.0000
campbell_rl_normal,fixed_10bps,5105,-0.2253,-0.2310,-0.0057,-570.6025,-0.2253,0.0000
campbell_rl_normal,fixed_10bps,5106,-0.2318,-0.2338,-0.0021,-571.5413,-0.2318,0.0000
campbell_rl_normal,fixed_10bps,5107,-0.2112,-0.2044,0.0068,-556.1675,-0.2112,0.0000
campbell_rl_normal,fixed_10bps,5108,-0.2099,-0.2125,-0.0027,-551.7186,-0.2099,0.0000
campbell_rl_normal,fixed_10bps,5109,-0.2169,-0.2267,-0.0098,-552.4135,-0.2169,0.0000
campbell_rl_normal,fixed_10bps,5110,-0.2175,-0.2202,-0.0027,-563.1054,-0.2175,0.0000
campbell_rl_normal,fixed_10bps,5111,-0.2163,-0.2257,-0.0095,-552.5963,-0.2163,0.0000
campbell_rl_normal,fixed_10bps,5112,-0.2254,-0.2315,-0.0061,-572.7478,-0.2254,0.0000
campbell_rl_normal,fixed_10bps,5113,-0.2325,-0.2338,-0.0012,-571.3051,-0.2325,0.0000
campbell_rl_normal,fixed_10bps,5114,-0.2207,-0.2186,0.0021,-554.9498,-0.2207,0.0000
campbell_rl_normal,fixed_10bps,5115,-0.2204,-0.2302,-0.0098,-559.7142,-0.2204,0.0000
campbell_rl_normal,fixed_10bps,5116,-0.2161,-0.2112,0.0049,-558.2373,-0.2161,0.0000
campbell_rl_normal,fixed_10bps,5117,-0.2151,-0.2179,-0.0028,-554.1645,-0.2151,0.0000
campbell_rl_normal,fixed_10bps,5118,-0.2154,-0.2095,0.0059,-552.8666,-0.2154,0.0000
campbell_rl_normal,fixed_10bps,5119,-0.2241,-0.2287,-0.0046,-563.5301,-0.2241,0.0000
campbell_rl_normal,fixed_10bps,5120,-0.2205,-0.2257,-0.0053,-563.3095,-0.2205,0.0000
campbell_rl_normal,fixed_10bps,5121,-0.2106,-0.2072,0.0034,-544.0437,-0.2106,0.0000
campbell_rl_normal,fixed_10bps,5122,-0.2243,-0.2264,-0.0021,-574.7116,-0.2243,0.0000
campbell_rl_normal,fixed_10bps,5123,-0.2258,-0.2348,-0.0090,-563.4019,-0.2258,0.0000
campbell_rl_normal,fixed_10bps,5124,-0.2348,-0.2375,-0.0027,-576.8024,-0.2348,0.0000
campbell_rl_normal,fixed_10bps,5125,-0.2190,-0.2374,-0.0184,-559.7914,-0.2190,0.0000
campbell_rl_normal,fixed_10bps,5126,-0.2173,-0.2121,0.0052,-554.0437,-0.2173,0.0000
campbell_rl_normal,fixed_10bps,5127,-0.2336,-0.2342,-0.0006,-567.3342,-0.2336,0.0000
campbell_rl_normal,fixed_10bps,5128,-0.2199,-0.2176,0.0023,-562.5977,-0.2199,0.0000
campbell_rl_normal,fixed_10bps,5129,-0.2207,-0.2093,0.0114,-561.0458,-0.2207,0.0000
campbell_rl_normal,fixed_10bps,5130,-0.2163,-0.2127,0.0036,-552.9324,-0.2163,0.0000
campbell_rl_normal,fixed_10bps,5131,-0.2172,-0.2058,0.0115,-554.3541,-0.2172,0.0000
campbell_rl_normal,fixed_10bps,5132,-0.2089,-0.2132,-0.0043,-553.1289,-0.2089,0.0000
campbell_rl_normal,fixed_10bps,5133,-0.2202,-0.2166,0.0036,-553.8373,-0.2202,0.0000
campbell_rl_normal,fixed_10bps,5134,-0.2340,-0.2205,0.0135,-581.1274,-0.2340,0.0000
campbell_rl_normal,fixed_10bps,5135,-0.2091,-0.2107,-0.0016,-551.1902,-0.2091,0.0000
campbell_rl_normal,fixed_10bps,5136,-0.2251,-0.2281,-0.0030,-568.7070,-0.2251,0.0000
campbell_rl_normal,fixed_10bps,5137,-0.2299,-0.2254,0.0045,-562.7800,-0.2299,0.0000
campbell_rl_normal,fixed_10bps,5138,-0.2244,-0.2251,-0.0007,-568.4984,-0.2244,0.0000
