policy,seed,avg_fee_bps,hedged_pnl,lp_vs_hold,lp_vs_hold_pct,fee_revenues,lvr,volume,arb_count,fundamental_count,final_external_price,final_pool_price
oracle_gap,5351,6.8523,0.4282,-0.7533,-0.0377,0.7971,0.3689,1147.8150,142,1440,0.945861,0.945602
oracle_gap,5352,6.8389,0.4333,-0.0359,-0.0018,0.8079,0.3746,1143.5402,142,1440,1.012013,1.011835
oracle_gap,5353,6.8551,0.4386,-0.1201,-0.0060,0.8193,0.3806,1141.3557,148,1440,1.022040,1.021675
oracle_gap,5354,6.8900,0.4240,-0.0003,-0.0000,0.8249,0.4009,1162.1102,151,1440,0.998929,0.998613
oracle_gap,5355,6.8600,0.4279,-0.1157,-0.0058,0.8258,0.3979,1151.9667,154,1440,1.021630,1.021397
oracle_gap,5356,6.8499,0.4388,-0.1507,-0.0075,0.8154,0.3766,1157.3087,146,1440,1.024701,1.024430
oracle_gap,5357,6.8865,0.4195,-0.2421,-0.0121,0.8197,0.4002,1170.9998,154,1440,0.969121,0.968803
oracle_gap,5358,6.8765,0.4237,-0.0849,-0.0042,0.8212,0.3975,1165.4459,158,1440,0.981652,0.981280
oracle_gap,5359,6.8731,0.4129,-1.1286,-0.0564,0.7986,0.3857,1180.3549,159,1440,0.933937,0.933626
oracle_gap,5360,6.8833,0.4255,-0.0145,-0.0007,0.8347,0.4091,1161.8364,149,1440,0.992397,0.992001
oracle_gap,5361,6.8741,0.4428,-0.6393,-0.0320,0.8356,0.3928,1155.1689,144,1440,1.051211,1.050828
oracle_gap,5362,6.8933,0.4236,-0.0452,-0.0023,0.8355,0.4120,1164.7549,145,1440,1.013498,1.013170
oracle_gap,5363,6.8828,0.4299,-0.0250,-0.0013,0.8230,0.3930,1161.8655,151,1440,1.010033,1.009878
oracle_gap,5364,6.8482,0.4177,-0.8323,-0.0416,0.7934,0.3757,1163.2227,146,1440,0.943132,0.942864
oracle_gap,5365,6.8396,0.4372,-0.4506,-0.0225,0.7928,0.3557,1156.9126,125,1440,0.957995,0.957623
oracle_gap,5366,6.8602,0.4413,-0.4886,-0.0244,0.8323,0.3910,1137.2818,144,1440,1.044697,1.044326
oracle_gap,5367,6.8822,0.4260,-0.9279,-0.0464,0.8411,0.4151,1155.5437,169,1440,1.061852,1.061546
oracle_gap,5368,6.8972,0.4238,-0.5668,-0.0283,0.8418,0.4179,1166.2467,163,1440,1.048184,1.047849
oracle_gap,5369,6.8808,0.4301,-0.1944,-0.0097,0.8353,0.4051,1162.8550,158,1440,1.028079,1.027714
oracle_gap,5370,6.9031,0.4104,-0.3851,-0.0193,0.8335,0.4231,1177.0763,165,1440,0.961136,0.960809
oracle_gap,5371,6.8558,0.4255,-0.0031,-0.0002,0.8105,0.3850,1145.8705,141,1440,1.003544,1.003156
oracle_gap,5372,6.8698,0.4220,-0.0631,-0.0032,0.8159,0.3939,1159.8608,149,1440,0.984178,0.983873
oracle_gap,5373,6.8748,0.4180,-0.1165,-0.0058,0.8159,0.3979,1162.7948,152,1440,0.978529,0.978225
oracle_gap,5374,6.8855,0.4165,-0.0254,-0.0013,0.8088,0.3924,1178.9850,132,1440,0.989932,0.989547
oracle_gap,5375,6.8662,0.4313,-0.0122,-0.0006,0.8099,0.3787,1160.6536,143,1440,0.993032,0.992689
oracle_gap,5376,6.8652,0.4357,-0.0675,-0.0034,0.8220,0.3864,1145.7827,150,1440,0.983636,0.983365
oracle_gap,5377,6.8460,0.4404,-0.0979,-0.0049,0.8003,0.3598,1150.9052,133,1440,0.980308,0.980085
oracle_gap,5378,6.8993,0.4149,-0.0322,-0.0016,0.8323,0.4174,1171.8182,160,1440,1.011380,1.011037
oracle_gap,5379,6.8750,0.4229,-0.2332,-0.0117,0.8192,0.3964,1166.3289,153,1440,0.969692,0.969344
oracle_gap,5380,6.9026,0.4191,-0.0499,-0.0025,0.8384,0.4194,1170.9471,162,1440,0.985922,0.985608
oracle_gap,5381,6.8766,0.4275,-0.4424,-0.0221,0.8348,0.4074,1154.1722,158,1440,1.042512,1.042106
oracle_gap,5382,6.8851,0.4244,-0.0089,-0.0004,0.8222,0.3978,1163.3774,151,1440,1.005976,1.005586
oracle_gap,5383,6.8678,0.4152,-0.9669,-0.0483,0.8031,0.3879,1158.3508,148,1440,0.938776,0.938490
oracle_gap,5384,6.8892,0.4267,-0.0395,-0.0020,0.8389,0.4123,1164.8790,163,1440,1.012620,1.012330
oracle_gap,5385,6.8846,0.4180,-0.0446,-0.0022,0.8118,0.3938,1171.7756,160,1440,0.986679,0.986390
oracle_gap,5386,6.8673,0.4344,-0.0655,-0.0033,0.8296,0.3951,1148.9431,155,1440,1.016255,1.015893
oracle_gap,5387,6.8876,0.4158,-0.3954,-0.0198,0.8339,0.4181,1158.7045,168,1440,1.040168,1.039753
oracle_gap,5388,6.8777,0.4214,-0.0103,-0.0005,0.8274,0.4059,1160.7025,170,1440,0.993589,0.993346
oracle_gap,5389,6.9107,0.4188,-0.6578,-0.0329,0.8539,0.4351,1166.2508,168,1440,1.051954,1.051585
oracle_gap,5390,6.8589,0.4224,-0.4350,-0.0217,0.7988,0.3765,1161.9509,134,1440,0.958722,0.958362
oracle_gap,5391,6.8919,0.4212,-0.0071,-0.0004,0.8390,0.4178,1159.2758,160,1440,1.005337,1.004944
oracle_gap,5392,6.8873,0.4273,-0.4078,-0.0204,0.8370,0.4097,1147.8002,162,1440,1.040799,1.040435
oracle_gap,5393,6.8898,0.4169,-0.0087,-0.0004,0.8287,0.4119,1169.8912,160,1440,1.005906,1.005612
oracle_gap,5394,6.8865,0.4203,-0.0293,-0.0015,0.8253,0.4049,1166.0976,158,1440,1.010848,1.010628
oracle_gap,5395,6.8763,0.4169,-0.4460,-0.0223,0.8104,0.3935,1164.3952,156,1440,0.958206,0.957877
oracle_gap,5396,6.8576,0.4208,-0.1944,-0.0097,0.7971,0.3763,1161.9806,142,1440,0.972310,0.972020
oracle_gap,5397,6.9126,0.4207,-0.1694,-0.0085,0.8579,0.4372,1160.7963,179,1440,1.026205,1.025913
oracle_gap,5398,6.8791,0.4167,-0.0184,-0.0009,0.8224,0.4058,1151.9292,177,1440,0.991429,0.991114
oracle_gap,5399,6.8691,0.4091,-0.7837,-0.0392,0.8017,0.3927,1168.5645,150,1440,0.944793,0.944487
oracle_gap,5400,6.8655,0.4344,-0.3484,-0.0174,0.8280,0.3936,1151.4093,144,1440,1.037683,1.037332
oracle_gap,5401,6.8977,0.4146,-0.0004,-0.0000,0.8317,0.4171,1173.1570,173,1440,0.998705,0.998306
oracle_gap,5402,6.9052,0.4234,-1.0253,-0.0513,0.8444,0.4210,1163.6671,155,1440,1.065066,1.064753
oracle_gap,5403,6.8764,0.4046,-1.8310,-0.0915,0.7898,0.3852,1175.8142,153,1440,0.916251,0.916020
oracle_gap,5404,6.8928,0.4352,-0.4527,-0.0226,0.8438,0.4086,1161.5066,143,1440,1.043006,1.042636
oracle_gap,5405,6.9027,0.4206,-0.1599,-0.0080,0.8467,0.4262,1158.6079,166,1440,1.025447,1.025258
oracle_gap,5406,6.8804,0.4287,-0.0874,-0.0044,0.8211,0.3924,1162.2595,144,1440,0.981388,0.981162
oracle_gap,5407,6.8624,0.4258,-0.5881,-0.0294,0.8098,0.3840,1157.1842,147,1440,0.952085,0.951773
oracle_gap,5408,6.8820,0.4294,-0.2062,-0.0103,0.8346,0.4052,1152.0059,147,1440,1.028929,1.028648
oracle_gap,5409,6.8732,0.4240,-0.0294,-0.0015,0.8139,0.3900,1166.7817,141,1440,0.989181,0.988841
oracle_gap,5410,6.8623,0.4158,-2.0939,-0.1047,0.7964,0.3806,1168.9508,161,1440,0.910576,0.910302
oracle_gap,5411,6.8739,0.4106,-0.4391,-0.0220,0.8123,0.4017,1173.1305,149,1440,0.958531,0.958318
oracle_gap,5412,6.8661,0.4347,-0.0250,-0.0013,0.8193,0.3846,1149.1987,146,1440,1.010040,1.009687
oracle_gap,5413,6.8479,0.4345,-0.1975,-0.0099,0.8004,0.3660,1144.2207,136,1440,0.972090,0.971854
oracle_gap,5414,6.8704,0.4302,-0.2114,-0.0106,0.8310,0.4008,1155.7196,159,1440,1.029293,1.028915
oracle_gap,5415,6.9030,0.4139,-0.2373,-0.0119,0.8395,0.4256,1170.6027,173,1440,1.031048,1.030690
oracle_gap,5416,6.8926,0.4100,-0.7702,-0.0385,0.8165,0.4064,1178.6273,156,1440,0.945264,0.945088
oracle_gap,5417,6.8746,0.4290,-0.9334,-0.0467,0.8128,0.3838,1161.2831,150,1440,0.939828,0.939464
oracle_gap,5418,6.8937,0.4304,-0.0022,-0.0001,0.8380,0.4076,1176.5128,157,1440,1.002994,1.002748
oracle_gap,5419,6.8957,0.4289,-1.7354,-0.0868,0.8492,0.4203,1169.7960,158,1440,1.085052,1.084754
oracle_gap,5420,6.8863,0.4228,-0.2633,-0.0132,0.8380,0.4151,1158.9858,159,1440,1.032717,1.032364
oracle_gap,5421,6.8865,0.4421,-3.0167,-0.1508,0.8579,0.4157,1150.2476,159,1440,1.112866,1.112488
oracle_gap,5422,6.9219,0.4126,-0.0319,-0.0016,0.8458,0.4332,1178.3429,169,1440,1.011338,1.010970
oracle_gap,5423,6.8872,0.4212,-0.0036,-0.0002,0.8370,0.4158,1162.1554,159,1440,0.996169,0.995778
oracle_gap,5424,6.8922,0.4152,-0.0894,-0.0045,0.8316,0.4164,1169.7630,159,1440,1.018998,1.018759
oracle_gap,5425,6.8569,0.4291,-0.7116,-0.0356,0.8008,0.3717,1153.7395,143,1440,0.947361,0.947023
oracle_gap,5426,6.8571,0.4369,-0.0036,-0.0002,0.8252,0.3883,1139.4918,142,1440,1.003818,1.003421
oracle_gap,5427,6.8766,0.4297,-0.5291,-0.0265,0.8144,0.3847,1170.0881,141,1440,0.954522,0.954180
oracle_gap,5428,6.8833,0.4284,-0.3633,-0.0182,0.8324,0.4040,1168.4226,160,1440,1.038487,1.038122
oracle_gap,5429,6.8571,0.4356,-0.0006,-0.0000,0.8172,0.3817,1143.9443,142,1440,0.998370,0.998082
oracle_gap,5430,6.8873,0.4205,-0.4841,-0.0242,0.8336,0.4131,1150.1563,177,1440,1.044491,1.044092
oracle_gap,5431,6.8636,0.4354,-0.0071,-0.0004,0.8234,0.3879,1150.1110,130,1440,0.994660,0.994318
oracle_gap,5432,6.9143,0.4129,-0.0460,-0.0023,0.8426,0.4297,1188.3310,185,1440,1.013609,1.013235
oracle_gap,5433,6.8899,0.4176,-0.0068,-0.0003,0.8347,0.4171,1168.9643,163,1440,1.005230,1.004875
oracle_gap,5434,6.8936,0.4181,-0.1692,-0.0085,0.8189,0.4008,1176.4429,166,1440,0.974150,0.973860
oracle_gap,5435,6.8859,0.4173,-0.0020,-0.0001,0.8229,0.4057,1159.3900,153,1440,1.002851,1.002593
oracle_gap,5436,6.8911,0.4232,-0.0424,-0.0021,0.8254,0.4022,1166.0665,144,1440,0.987016,0.986705
oracle_gap,5437,6.8672,0.4265,-0.0377,-0.0019,0.8153,0.3888,1160.1584,135,1440,1.012323,1.011960
oracle_gap,5438,6.8858,0.4239,-1.0847,-0.0542,0.8364,0.4125,1164.4002,167,1440,1.066954,1.066577
oracle_gap,5439,6.8756,0.4353,-0.0581,-0.0029,0.8286,0.3932,1158.2927,146,1440,1.015310,1.014912
oracle_gap,5440,6.8813,0.4333,-0.0705,-0.0035,0.8295,0.3962,1163.7385,144,1440,0.983272,0.982975
oracle_gap,5441,6.8598,0.4272,-0.6236,-0.0312,0.7978,0.3706,1161.5627,144,1440,0.950677,0.950398
oracle_gap,5442,6.8769,0.4285,-0.0678,-0.0034,0.8258,0.3972,1173.0959,147,1440,1.016541,1.016185
oracle_gap,5443,6.8686,0.4060,-0.1680,-0.0084,0.8008,0.3949,1174.2996,160,1440,0.974244,0.973891
oracle_gap,5444,6.8599,0.4268,-0.0118,-0.0006,0.8122,0.3854,1156.6548,150,1440,0.993138,0.993018
oracle_gap,5445,6.8697,0.4247,-0.0037,-0.0002,0.8162,0.3915,1159.6250,143,1440,0.996133,0.995814
oracle_gap,5446,6.9012,0.4084,-0.0726,-0.0036,0.8269,0.4185,1176.6301,165,1440,0.983033,0.982718
oracle_gap,5447,6.8983,0.4112,-0.0016,-0.0001,0.8269,0.4158,1180.0123,156,1440,0.997473,0.997190
oracle_gap,5448,6.8931,0.4192,-0.0450,-0.0022,0.8425,0.4232,1172.6573,166,1440,1.013467,1.013063
oracle_gap,5449,6.8992,0.4340,-2.5018,-0.1251,0.8692,0.4353,1147.5942,166,1440,1.102539,1.102148
oracle_gap,5450,6.8759,0.4249,-0.2905,-0.0145,0.8221,0.3972,1171.0608,146,1440,1.034382,1.034050
oracle_gap,5451,6.8540,0.4365,-0.0141,-0.0007,0.8088,0.3723,1149.1036,132,1440,0.992499,0.992346
oracle_gap,5452,6.8626,0.4182,-0.6251,-0.0313,0.8111,0.3929,1160.3475,163,1440,0.950620,0.950362
oracle_gap,5453,6.8468,0.4336,-0.0211,-0.0011,0.8045,0.3709,1154.9998,138,1440,0.990818,0.990498
oracle_gap,5454,6.8989,0.4112,-0.0099,-0.0005,0.8333,0.4221,1171.9277,174,1440,1.006324,1.006008
oracle_gap,5455,6.8884,0.4204,-0.0633,-0.0032,0.8277,0.4073,1161.8190,147,1440,1.015983,1.015598
oracle_gap,5456,6.8861,0.4098,-1.7734,-0.0887,0.7972,0.3874,1184.1499,148,1440,0.917549,0.917389
oracle_gap,5457,6.8656,0.4197,-0.2467,-0.0123,0.7983,0.3787,1175.1661,137,1440,0.968834,0.968495
oracle_gap,5458,6.8842,0.4197,-0.1581,-0.0079,0.8181,0.3984,1170.4391,159,1440,0.975006,0.974619
oracle_gap,5459,6.8767,0.4402,-0.1634,-0.0082,0.8299,0.3897,1171.5806,140,1440,1.025732,1.025350
oracle_gap,5460,6.8690,0.4299,-0.0342,-0.0017,0.8248,0.3949,1163.0634,145,1440,0.988338,0.987950
oracle_gap,5461,6.9159,0.4120,-0.2845,-0.0142,0.8510,0.4390,1188.0609,172,1440,1.034022,1.033770
oracle_gap,5462,6.8919,0.4211,-0.1444,-0.0072,0.8285,0.4074,1168.3672,161,1440,0.976111,0.975786
oracle_gap,5463,6.9071,0.4237,-0.9235,-0.0462,0.8503,0.4266,1156.6707,158,1440,1.061703,1.061294
oracle_gap,5464,6.8892,0.4285,-0.0410,-0.0020,0.8349,0.4064,1159.8478,158,1440,0.987235,0.986843
oracle_gap,5465,6.8704,0.4413,-0.1098,-0.0055,0.8308,0.3894,1155.1290,142,1440,1.021074,1.020705
oracle_gap,5466,6.8757,0.4175,-0.0744,-0.0037,0.8227,0.4052,1155.4336,150,1440,0.982819,0.982454
oracle_gap,5467,6.9128,0.4193,-0.3213,-0.0161,0.8576,0.4383,1160.9840,162,1440,1.036174,1.035889
oracle_gap,5468,6.8764,0.4145,-0.7681,-0.0384,0.8102,0.3957,1171.2538,160,1440,0.945339,0.944983
oracle_gap,5469,6.8701,0.4313,-0.1492,-0.0075,0.8309,0.3996,1147.7950,153,1440,1.024582,1.024212
oracle_gap,5470,6.8558,0.4320,-0.0950,-0.0047,0.8171,0.3852,1151.4858,155,1440,1.019590,1.019216
oracle_gap,5471,6.9084,0.4278,-2.6252,-0.1313,0.8686,0.4408,1151.8843,173,1440,1.105100,1.104708
oracle_gap,5472,6.9077,0.4095,-0.0423,-0.0021,0.8399,0.4304,1169.8911,176,1440,0.987033,0.986724
oracle_gap,5473,6.8619,0.4322,-0.0916,-0.0046,0.8207,0.3885,1139.3738,146,1440,1.019234,1.018867
oracle_gap,5474,6.8886,0.4123,-0.0502,-0.0025,0.8273,0.4150,1173.6161,155,1440,1.014226,1.013856
oracle_gap,5475,6.9125,0.4106,-0.0432,-0.0022,0.8462,0.4356,1163.8285,175,1440,1.013194,1.012911
oracle_gap,5476,6.8693,0.4195,-0.1980,-0.0099,0.8070,0.3875,1173.7889,142,1440,0.972054,0.971993
oracle_gap,5477,6.8686,0.4213,-1.2039,-0.0602,0.8041,0.3828,1165.3942,147,1440,0.931807,0.931466
oracle_gap,5478,6.8765,0.4337,-0.0415,-0.0021,0.8264,0.3927,1150.3465,154,1440,1.012927,1.012557
oracle_gap,5479,6.8962,0.4228,-0.0963,-0.0048,0.8433,0.4204,1160.8013,153,1440,1.019727,1.019370
oracle_gap,5480,6.8582,0.4270,-0.7875,-0.0394,0.8033,0.3763,1152.0370,137,1440,0.944663,0.944332
oracle_gap,5481,6.8898,0.4274,-0.5859,-0.0293,0.8326,0.4053,1166.8441,149,1440,1.049000,1.048707
oracle_gap,5482,6.8256,0.4348,-0.8855,-0.0443,0.7819,0.3472,1140.2750,129,1440,0.941370,0.941061
oracle_gap,5483,6.8865,0.4086,-0.2144,-0.0107,0.8114,0.4028,1170.9883,144,1440,0.970930,0.970568
oracle_gap,5484,6.8661,0.4373,-0.3721,-0.0186,0.8138,0.3764,1160.2917,145,1440,0.961791,0.961495
oracle_gap,5485,6.8988,0.4289,-0.3329,-0.0166,0.8396,0.4107,1179.6282,162,1440,1.036829,1.036455
oracle_gap,5486,6.8995,0.4283,-0.3158,-0.0158,0.8491,0.4208,1162.4151,171,1440,1.035857,1.035658
oracle_gap,5487,6.8814,0.4152,-0.0008,-0.0000,0.8261,0.4110,1170.9050,164,1440,0.998221,0.997874
oracle_gap,5488,6.9123,0.4144,-0.0011,-0.0001,0.8410,0.4266,1182.1941,170,1440,0.997909,0.997548
oracle_gap,5489,6.8486,0.4298,-0.4845,-0.0242,0.7979,0.3681,1158.4806,133,1440,0.956460,0.956114
oracle_gap,5490,6.8564,0.4366,-0.2057,-0.0103,0.8216,0.3850,1149.8541,157,1440,1.028890,1.028583
oracle_gap,5491,6.8860,0.4455,-2.8931,-0.1447,0.8615,0.4161,1148.1854,141,1440,1.110469,1.110155
oracle_gap,5492,6.9063,0.4246,-0.2515,-0.0126,0.8494,0.4248,1173.6854,163,1440,1.031974,1.031599
oracle_gap,5493,6.8824,0.4144,-0.0776,-0.0039,0.8151,0.4007,1171.2814,148,1440,0.982454,0.982136
oracle_gap,5494,6.8844,0.4264,-0.0117,-0.0006,0.8266,0.4002,1174.5081,162,1440,1.006858,1.006611
oracle_gap,5495,6.8758,0.4301,-0.0330,-0.0016,0.8255,0.3954,1167.7967,157,1440,0.988545,0.988333
oracle_gap,5496,6.8870,0.4240,-0.2351,-0.0118,0.8507,0.4267,1133.9435,164,1440,1.030905,1.030636
oracle_gap,5497,6.9048,0.4057,-0.4975,-0.0249,0.8286,0.4229,1177.9866,166,1440,0.955885,0.955554
oracle_gap,5498,6.8693,0.4244,-0.1982,-0.0099,0.8285,0.4041,1156.9853,167,1440,1.028356,1.028075
oracle_gap,5499,6.8799,0.4261,-0.0905,-0.0045,0.8206,0.3945,1166.0674,151,1440,0.981058,0.980839
inventory_gap,5000,6.0451,0.3971,-0.0659,-0.0033,0.8107,0.4137,1325.4604,232,1440,0.983827,0.983436
inventory_gap,5001,6.0439,0.4304,-0.6403,-0.0320,0.8174,0.3870,1306.7996,199,1440,1.051250,1.050832
inventory_gap,5002,6.0442,0.3952,-0.3686,-0.0184,0.7881,0.3928,1342.0581,225,1440,0.961971,0.961588
inventory_gap,5003,6.0455,0.3909,-0.0431,-0.0022,0.8058,0.4149,1350.2585,228,1440,0.986914,0.986521
inventory_gap,5004,6.0452,0.4059,-0.0012,-0.0001,0.8068,0.4009,1349.1996,228,1440,0.997765,0.997370
inventory_gap,5005,6.0451,0.4003,-0.3187,-0.0159,0.8054,0.4050,1351.2732,225,1440,0.964613,0.964231
inventory_gap,5006,6.0435,0.4182,-0.0755,-0.0038,0.8003,0.3821,1327.5016,210,1440,1.017455,1.017050
inventory_gap,5007,6.0450,0.4051,-0.8147,-0.0407,0.8023,0.3972,1341.9206,206,1440,0.943726,0.943349
inventory_gap,5008,6.0449,0.4237,-0.0707,-0.0035,0.8156,0.3919,1337.5781,217,1440,1.016892,1.016491
inventory_gap,5009,6.0437,0.4225,-0.0182,-0.0009,0.8056,0.3831,1311.8274,201,1440,0.991477,0.991082
inventory_gap,5010,6.0446,0.4170,-0.0124,-0.0006,0.8006,0.3836,1342.5325,205,1440,0.992961,0.992573
inventory_gap,5011,6.0447,0.4099,-0.0916,-0.0046,0.8118,0.4019,1329.4784,208,1440,1.019242,1.018836
inventory_gap,5012,6.0461,0.4071,0.0000,0.0000,0.8190,0.4119,1343.7804,221,1440,1.000221,0.999829
inventory_gap,5013,6.0433,0.4301,-0.0275,-0.0014,0.7993,0.3692,1320.6846,207,1440,0.989538,0.989146
inventory_gap,5014,6.0442,0.4179,-0.0353,-0.0018,0.7957,0.3777,1338.6309,199,1440,0.988141,0.987750
inventory_gap,5015,6.0436,0.4341,-0.4005,-0.0200,0.7885,0.3544,1338.8427,186,1440,0.960374,0.959993
inventory_gap,5016,6.0452,0.3997,-0.1156,-0.0058,0.8055,0.4058,1341.4757,225,1440,0.978609,0.978220
inventory_gap,5017,6.0458,0.4073,-0.0061,-0.0003,0.8166,0.4093,1344.1955,226,1440,1.004941,1.004550
inventory_gap,5018,6.0457,0.4143,-0.0685,-0.0034,0.8191,0.4048,1333.6710,221,1440,0.983510,0.983117
inventory_gap,5019,6.0441,0.4031,-1.9903,-0.0995,0.7762,0.3731,1353.2823,212,1440,0.912764,0.912408
inventory_gap,5020,6.0451,0.4012,-0.0078,-0.0004,0.8126,0.4114,1333.1052,247,1440,1.005615,1.005222
inventory_gap,5021,6.0453,0.4157,-0.1225,-0.0061,0.8270,0.4113,1315.9247,218,1440,1.022265,1.021863
inventory_gap,5022,6.0444,0.4180,-0.0001,-0.0000,0.8066,0.3887,1336.7782,217,1440,1.000798,1.000399
inventory_gap,5023,6.0459,0.3881,-0.2911,-0.0146,0.8090,0.4209,1359.0912,232,1440,0.966167,0.965786
inventory_gap,5024,6.0451,0.4057,-0.0711,-0.0036,0.8057,0.4000,1325.1851,231,1440,0.983201,0.982816
inventory_gap,5025,6.0461,0.4079,-0.3559,-0.0178,0.8203,0.4123,1357.2944,225,1440,1.038090,1.037680
inventory_gap,5026,6.0454,0.4149,-0.6610,-0.0330,0.8222,0.4073,1335.6606,216,1440,1.052082,1.051666
inventory_gap,5027,6.0440,0.4089,-0.0459,-0.0023,0.7990,0.3901,1320.4704,218,1440,0.986495,0.986105
inventory_gap,5028,6.0448,0.4134,-0.0293,-0.0015,0.8190,0.4056,1321.1957,219,1440,1.010863,1.010465
inventory_gap,5029,6.0447,0.4137,-0.0063,-0.0003,0.8129,0.3992,1333.3453,216,1440,1.005035,1.004634
inventory_gap,5030,6.0440,0.4225,-0.0507,-0.0025,0.7996,0.3771,1323.9434,201,1440,1.014298,1.013893
inventory_gap,5031,6.0431,0.4237,-0.3775,-0.0189,0.7847,0.3610,1333.7308,196,1440,0.961516,0.961133
inventory_gap,5032,6.0432,0.4304,-0.0186,-0.0009,0.8055,0.3751,1304.9137,213,1440,1.008663,1.008260
inventory_gap,5033,6.0455,0.4009,-0.4529,-0.0226,0.8268,0.4259,1339.6651,230,1440,1.043020,1.042603
inventory_gap,5034,6.0436,0.4200,-0.3622,-0.0181,0.7954,0.3754,1316.5544,207,1440,0.962295,0.961912
inventory_gap,5035,6.0437,0.4092,-0.2940,-0.0147,0.7858,0.3766,1328.0957,211,1440,0.965997,0.965622
inventory_gap,5036,6.0439,0.4254,-0.0710,-0.0036,0.7948,0.3694,1326.0081,208,1440,0.983210,0.982822
inventory_gap,5037,6.0464,0.4185,-1.2277,-0.0614,0.8443,0.4258,1345.9503,235,1440,1.071306,1.070889
inventory_gap,5038,6.0447,0.4122,-1.0621,-0.0531,0.7933,0.3811,1341.4713,203,1440,0.935881,0.935509
inventory_gap,5039,6.0449,0.4070,-0.6165,-0.0308,0.8047,0.3978,1324.7374,213,1440,0.950956,0.950575
inventory_gap,5040,6.0446,0.4113,-0.1752,-0.0088,0.7981,0.3868,1343.3464,216,1440,0.973697,0.973318
inventory_gap,5041,6.0449,0.4091,-0.2420,-0.0121,0.8222,0.4131,1338.3508,221,1440,1.031357,1.030955
inventory_gap,5042,6.0452,0.4111,-0.0024,-0.0001,0.8134,0.4023,1337.2706,218,1440,0.996894,0.996501
inventory_gap,5043,6.0460,0.3860,-0.0010,-0.0001,0.8134,0.4273,1349.2033,239,1440,0.997925,0.997530
inventory_gap,5044,6.0465,0.3908,-0.3928,-0.0196,0.8124,0.4216,1358.2258,244,1440,0.960752,0.960376
inventory_gap,5045,6.0457,0.4185,-3.5106,-0.1755,0.8527,0.4342,1316.9114,235,1440,1.122012,1.121575
inventory_gap,5046,6.0459,0.3973,-0.0069,-0.0003,0.8153,0.4180,1353.7979,245,1440,0.994728,0.994332
inventory_gap,5047,6.0445,0.4149,-0.0108,-0.0005,0.8072,0.3923,1330.3085,231,1440,0.993413,0.993019
inventory_gap,5048,6.0443,0.4135,-0.8036,-0.0402,0.7902,0.3767,1325.4028,214,1440,0.944106,0.943739
inventory_gap,5049,6.0450,0.3964,-0.0345,-0.0017,0.8082,0.4118,1341.7616,235,1440,0.988278,0.987887
inventory_gap,5050,6.0440,0.4102,-0.3421,-0.0171,0.7970,0.3868,1323.1760,204,1440,0.963346,0.962962
inventory_gap,5051,6.0425,0.4234,-0.6895,-0.0345,0.7786,0.3552,1317.9029,186,1440,0.948170,0.947793
inventory_gap,5052,6.0452,0.3973,-0.1671,-0.0084,0.8003,0.4030,1344.3158,225,1440,0.974313,0.973926
inventory_gap,5053,6.0455,0.4143,-0.0162,-0.0008,0.8138,0.3995,1336.5651,215,1440,1.008077,1.007677
inventory_gap,5054,6.0459,0.3899,-0.9710,-0.0485,0.7996,0.4098,1348.5778,223,1440,0.938648,0.938273
inventory_gap,5055,6.0436,0.4139,-1.1914,-0.0596,0.7808,0.3669,1325.7869,193,1440,0.932158,0.931790
inventory_gap,5056,6.0448,0.4248,-0.0498,-0.0025,0.8054,0.3807,1344.3175,210,1440,0.985930,0.985540
inventory_gap,5057,6.0455,0.3901,-1.2129,-0.0606,0.7907,0.4005,1355.4123,230,1440,0.931559,0.931193
inventory_gap,5058,6.0432,0.4092,-1.6123,-0.0806,0.7690,0.3598,1341.0252,197,1440,0.921305,0.920939
inventory_gap,5059,6.0459,0.3944,-0.1230,-0.0062,0.8187,0.4243,1352.2685,250,1440,1.022308,1.021899
inventory_gap,5060,6.0436,0.4053,-0.8587,-0.0429,0.7753,0.3699,1345.6728,200,1440,0.942252,0.941882
inventory_gap,5061,6.0434,0.4180,-0.8916,-0.0446,0.7824,0.3643,1331.4062,196,1440,0.941172,0.940797
inventory_gap,5062,6.0453,0.4074,-0.1173,-0.0059,0.8222,0.4148,1335.4316,242,1440,1.021784,1.021380
inventory_gap,5063,6.0445,0.4158,-0.0019,-0.0001,0.8075,0.3917,1332.2167,219,1440,1.002799,1.002401
inventory_gap,5064,6.0461,0.4062,-0.0036,-0.0002,0.8204,0.4142,1353.5750,225,1440,1.003824,1.003426
inventory_gap,5065,6.0448,0.4135,0.0000,0.0000,0.8105,0.3970,1334.5305,218,1440,1.000316,0.999920
inventory_gap,5066,6.0456,0.4120,-0.4756,-0.0238,0.8269,0.4149,1340.6691,238,1440,1.044096,1.043680
inventory_gap,5067,6.0457,0.4137,-0.4993,-0.0250,0.8302,0.4165,1333.1542,230,1440,1.045191,1.044779
inventory_gap,5068,6.0431,0.4257,-0.1721,-0.0086,0.7889,0.3632,1325.1466,200,1440,0.973935,0.973548
inventory_gap,5069,6.0445,0.3890,-0.1347,-0.0067,0.8082,0.4192,1337.1553,209,1440,0.976918,0.976535
inventory_gap,5070,6.0451,0.4141,-0.0669,-0.0033,0.8154,0.4013,1347.5131,209,1440,1.016435,1.016030
