policy,seed,avg_fee_bps,hedged_pnl,lp_vs_hold,lp_vs_hold_pct,fee_revenues,lvr,volume,arb_count,fundamental_count,final_external_price,final_pool_price
fixed_10bps,5152,10.0000,0.2045,-0.0018,-0.0001,0.5861,0.3817,587.6298,78,1440,1.002689,1.002689
fixed_10bps,5153,10.0000,0.1997,-0.6125,-0.0306,0.6357,0.4360,610.6510,98,1440,1.050109,1.050109
fixed_10bps,5154,10.0000,0.2065,-0.0366,-0.0018,0.6157,0.4092,614.6106,81,1440,0.987941,0.987941
fixed_10bps,5155,10.0000,0.2180,-0.0108,-0.0005,0.5908,0.3728,582.0774,65,1440,1.006596,1.006596
fixed_10bps,5156,10.0000,0.2085,-0.0202,-0.0010,0.5819,0.3734,586.5443,72,1440,0.991039,0.991039
fixed_10bps,5157,10.0000,0.2157,-0.4720,-0.0236,0.6038,0.3880,580.3639,75,1440,1.043921,1.043921
fixed_10bps,5158,10.0000,0.2043,-0.6865,-0.0343,0.6164,0.4122,600.1033,83,1440,1.053090,1.053090
fixed_10bps,5159,10.0000,0.1949,-0.9645,-0.0482,0.5875,0.3926,601.9071,81,1440,0.938851,0.938851
fixed_10bps,5160,10.0000,0.2051,-0.2225,-0.0111,0.6010,0.3959,582.8177,85,1440,1.030056,1.030056
fixed_10bps,5161,10.0000,0.2135,-0.9010,-0.0451,0.5815,0.3679,599.8448,65,1440,0.940866,0.940866
fixed_10bps,5162,10.0000,0.1986,-0.0231,-0.0012,0.6070,0.4084,599.9562,81,1440,1.009637,1.009637
fixed_10bps,5163,10.0000,0.2009,-0.4062,-0.0203,0.6226,0.4217,610.9504,90,1440,1.040713,1.040713
fixed_10bps,5164,10.0000,0.2014,-0.1036,-0.0052,0.6146,0.4131,612.5993,89,1440,1.020462,1.020462
fixed_10bps,5165,10.0000,0.2163,-0.0880,-0.0044,0.5995,0.3832,603.7369,71,1440,0.981323,0.981323
fixed_10bps,5166,10.0000,0.1996,-0.1841,-0.0092,0.6140,0.4144,600.1231,90,1440,1.027320,1.027320
fixed_10bps,5167,10.0000,0.2161,-0.0234,-0.0012,0.5980,0.3820,586.8806,65,1440,1.009700,1.009700
fixed_10bps,5168,10.0000,0.2104,-1.0071,-0.0504,0.5992,0.3888,611.6916,82,1440,0.937538,0.937538
fixed_10bps,5169,10.0000,0.2052,-0.1328,-0.0066,0.5899,0.3847,593.1017,83,1440,0.977085,0.977085
fixed_10bps,5170,10.0000,0.2097,-0.9617,-0.0481,0.6251,0.4154,607.7068,83,1440,1.062983,1.062983
fixed_10bps,5171,10.0000,0.2047,-0.2781,-0.0139,0.6006,0.3960,617.7774,86,1440,0.966924,0.966924
fixed_10bps,5172,10.0000,0.1926,-0.0857,-0.0043,0.6054,0.4127,609.8158,89,1440,0.981571,0.981571
fixed_10bps,5173,10.0000,0.2031,-0.0003,-0.0000,0.6144,0.4113,609.1260,90,1440,0.998905,0.998905
fixed_10bps,5174,10.0000,0.2053,-0.0116,-0.0006,0.6056,0.4003,610.6020,83,1440,1.006837,1.006837
fixed_10bps,5175,10.0000,0.2027,-0.3959,-0.0198,0.5977,0.3950,618.1910,83,1440,0.960601,0.960601
fixed_10bps,5176,10.0000,0.2005,-0.0029,-0.0001,0.6195,0.4190,630.8526,90,1440,0.996595,0.996595
fixed_10bps,5177,10.0000,0.1971,-0.1185,-0.0059,0.5859,0.3888,584.3498,85,1440,0.978346,0.978346
fixed_10bps,5178,10.0000,0.2125,-0.0250,-0.0013,0.5964,0.3839,601.4272,75,1440,1.010033,1.010033
fixed_10bps,5179,10.0000,0.2040,-0.0316,-0.0016,0.6094,0.4054,604.3491,93,1440,1.011272,1.011272
fixed_10bps,5180,10.0000,0.2018,-0.0627,-0.0031,0.6043,0.4025,599.2643,92,1440,1.015900,1.015900
fixed_10bps,5181,10.0000,0.2018,-0.7615,-0.0381,0.6180,0.4161,616.8632,96,1440,1.055952,1.055952
fixed_10bps,5182,10.0000,0.2023,-0.1276,-0.0064,0.5797,0.3774,598.7844,74,1440,0.977531,0.977531
fixed_10bps,5183,10.0000,0.2078,-0.1968,-0.0098,0.5960,0.3882,594.1208,77,1440,0.972137,0.972137
fixed_10bps,5184,10.0000,0.2051,-1.4963,-0.0748,0.5964,0.3914,633.1119,87,1440,0.924133,0.924133
fixed_10bps,5185,10.0000,0.1954,-0.0082,-0.0004,0.5941,0.3987,598.1963,79,1440,0.994276,0.994276
fixed_10bps,5186,10.0000,0.2100,-0.3061,-0.0153,0.5988,0.3889,583.8017,74,1440,1.035300,1.035300
fixed_10bps,5187,10.0000,0.2092,-0.6546,-0.0327,0.5925,0.3834,613.2959,73,1440,0.949486,0.949486
fixed_10bps,5188,10.0000,0.1991,-0.1119,-0.0056,0.5768,0.3777,592.0296,78,1440,0.978954,0.978954
fixed_10bps,5189,10.0000,0.1998,-0.2141,-0.0107,0.6400,0.4402,628.8017,103,1440,1.029476,1.029476
fixed_10bps,5190,10.0000,0.2070,-0.2423,-0.0121,0.5941,0.3872,597.8072,74,1440,0.969109,0.969109
fixed_10bps,5191,10.0000,0.2062,-0.0046,-0.0002,0.6104,0.4041,605.9716,80,1440,0.995720,0.995720
fixed_10bps,5192,10.0000,0.2087,-0.2196,-0.0110,0.6049,0.3961,592.0913,90,1440,1.029858,1.029858
fixed_10bps,5193,10.0000,0.2006,-0.9918,-0.0496,0.6050,0.4044,623.9968,85,1440,0.938006,0.938006
fixed_10bps,5194,10.0000,0.2029,-0.1945,-0.0097,0.5746,0.3717,593.8833,77,1440,0.972305,0.972305
fixed_10bps,5195,10.0000,0.2075,-0.0050,-0.0003,0.5866,0.3791,579.6488,80,1440,1.004491,1.004491
fixed_10bps,5196,10.0000,0.2041,-1.3579,-0.0679,0.5826,0.3785,604.5331,74,1440,0.927659,0.927659
fixed_10bps,5197,10.0000,0.1967,-0.0581,-0.0029,0.5886,0.3919,594.5648,81,1440,0.984810,0.984810
fixed_10bps,5198,10.0000,0.2117,-0.5176,-0.0259,0.6185,0.4068,604.4337,88,1440,1.046018,1.046018
fixed_10bps,5199,10.0000,0.2099,-0.0000,-0.0000,0.5889,0.3790,596.9939,74,1440,0.999840,0.999840
fixed_10bps,5200,10.0000,0.2084,-0.8264,-0.0413,0.6006,0.3922,603.7018,82,1440,0.943333,0.943333
fixed_10bps,5201,10.0000,0.2058,-0.0076,-0.0004,0.5849,0.3791,579.2080,72,1440,0.994501,0.994501
fixed_10bps,5202,10.0000,0.2139,-0.0024,-0.0001,0.6202,0.4062,620.2161,73,1440,1.003129,1.003129
fixed_10bps,5203,10.0000,0.2024,-0.1586,-0.0079,0.5971,0.3947,607.2361,89,1440,0.974974,0.974974
fixed_10bps,5204,10.0000,0.2132,-0.0089,-0.0004,0.6073,0.3942,607.8833,71,1440,0.994026,0.994026
fixed_10bps,5205,10.0000,0.2116,-0.0010,-0.0001,0.6070,0.3955,597.6927,80,1440,1.002030,1.002030
fixed_10bps,5206,10.0000,0.2116,-0.3252,-0.0163,0.6113,0.3997,596.7260,70,1440,1.036392,1.036392
fixed_10bps,5207,10.0000,0.2044,-0.0123,-0.0006,0.5949,0.3905,591.3178,81,1440,1.007039,1.007039
fixed_10bps,5208,10.0000,0.2107,-0.3175,-0.0159,0.5955,0.3848,603.4541,78,1440,0.964679,0.964679
fixed_10bps,5209,10.0000,0.2085,-0.0668,-0.0033,0.5954,0.3869,588.9572,79,1440,1.016414,1.016414
fixed_10bps,5210,10.0000,0.2021,-0.0348,-0.0017,0.5899,0.3878,596.5193,89,1440,1.011841,1.011841
fixed_10bps,5211,10.0000,0.2079,-0.0641,-0.0032,0.6255,0.4176,622.9525,85,1440,1.016072,1.016072
fixed_10bps,5212,10.0000,0.2065,-0.1432,-0.0072,0.5919,0.3854,601.1333,83,1440,0.976210,0.976210
fixed_10bps,5213,10.0000,0.2026,-0.0041,-0.0002,0.5957,0.3931,594.2420,77,1440,0.995940,0.995940
fixed_10bps,5214,10.0000,0.2103,-0.1947,-0.0097,0.6212,0.4109,605.8713,87,1440,1.028102,1.028102
fixed_10bps,5215,10.0000,0.2052,-0.4680,-0.0234,0.6081,0.4030,598.9545,85,1440,1.043734,1.043734
fixed_10bps,5216,10.0000,0.1962,-0.3916,-0.0196,0.5927,0.3966,604.4307,80,1440,0.960811,0.960811
fixed_10bps,5217,10.0000,0.1994,-0.2663,-0.0133,0.6365,0.4372,617.8526,109,1440,1.032905,1.032905
fixed_10bps,5218,10.0000,0.2073,-0.2099,-0.0105,0.6123,0.4050,603.6974,81,1440,1.029186,1.029186
fixed_10bps,5219,10.0000,0.2100,-0.0491,-0.0025,0.6064,0.3964,595.5958,75,1440,1.014061,1.014061
fixed_10bps,5220,10.0000,0.1953,-0.5608,-0.0280,0.6433,0.4480,630.0107,111,1440,1.047923,1.047923
fixed_10bps,5221,10.0000,0.2086,-0.7964,-0.0398,0.6364,0.4278,598.3623,91,1440,1.057239,1.057239
fixed_10bps,5222,10.0000,0.2094,-0.1060,-0.0053,0.6036,0.3942,612.0787,76,1440,0.979510,0.979510
fixed_10bps,5223,10.0000,0.2049,-0.0812,-0.0041,0.6108,0.4059,612.4266,83,1440,1.018100,1.018100
fixed_10bps,5224,10.0000,0.1983,-1.2701,-0.0635,0.6187,0.4204,591.1380,85,1440,1.072548,1.072548
fixed_10bps,5225,10.0000,0.2071,-0.2771,-0.0139,0.6128,0.4057,599.6892,83,1440,1.033572,1.033572
fixed_10bps,5226,10.0000,0.2008,-0.9323,-0.0466,0.6059,0.4050,621.8837,89,1440,0.939865,0.939865
fixed_10bps,5227,10.0000,0.1967,-0.0589,-0.0029,0.6020,0.4053,592.1365,94,1440,1.015405,1.015405
fixed_10bps,5228,10.0000,0.2097,-1.1388,-0.0569,0.6279,0.4182,603.3217,81,1440,1.068630,1.068630
fixed_10bps,5229,10.0000,0.2046,-0.0172,-0.0009,0.6200,0.4154,619.6359,87,1440,1.008324,1.008324
fixed_10bps,5230,10.0000,0.2047,-0.0794,-0.0040,0.5935,0.3888,599.3675,76,1440,0.982263,0.982263
fixed_10bps,5231,10.0000,0.2064,-0.0032,-0.0002,0.6092,0.4028,609.5115,82,1440,1.003586,1.003586
fixed_10bps,5232,10.0000,0.2073,-0.0001,-0.0000,0.6128,0.4055,614.6489,87,1440,1.000498,1.000498
fixed_10bps,5233,10.0000,0.1978,-0.0007,-0.0000,0.6185,0.4206,624.1306,90,1440,1.001643,1.001643
fixed_10bps,5234,10.0000,0.1957,-0.0623,-0.0031,0.6080,0.4123,621.1314,87,1440,0.984271,0.984271
fixed_10bps,5235,10.0000,0.1988,-0.1648,-0.0082,0.6271,0.4283,617.5082,104,1440,1.025840,1.025840
fixed_10bps,5236,10.0000,0.1993,-0.3084,-0.0154,0.6036,0.4043,616.2310,79,1440,0.965184,0.965184
fixed_10bps,5237,10.0000,0.2024,-1.0829,-0.0541,0.5746,0.3722,590.9056,78,1440,0.935267,0.935267
fixed_10bps,5238,10.0000,0.1944,-0.6122,-0.0306,0.5827,0.3883,596.2021,85,1440,0.951126,0.951126
fixed_10bps,5239,10.0000,0.2066,-1.6764,-0.0838,0.5846,0.3780,611.1716,73,1440,0.919789,0.919789
fixed_10bps,5240,10.0000,0.2028,-0.4772,-0.0239,0.5984,0.3956,614.7361,87,1440,0.956788,0.956788
fixed_10bps,5241,10.0000,0.2080,-0.0783,-0.0039,0.6133,0.4053,599.4366,94,1440,1.017776,1.017776
fixed_10bps,5242,10.0000,0.2184,-0.6505,-0.0325,0.6113,0.3929,598.8460,73,1440,1.051661,1.051661
fixed_10bps,5243,10.0000,0.2032,-0.2763,-0.0138,0.5976,0.3944,613.0306,70,1440,0.967030,0.967030
fixed_10bps,5244,10.0000,0.2003,-0.1262,-0.0063,0.6069,0.4067,617.1778,87,1440,0.977655,0.977655
fixed_10bps,5245,10.0000,0.2005,-0.3580,-0.0179,0.6197,0.4193,601.9169,101,1440,1.038202,1.038202
fixed_10bps,5246,10.0000,0.2008,-1.1646,-0.0582,0.6030,0.4022,647.2531,82,1440,0.932911,0.932911
fixed_10bps,5247,10.0000,0.2094,-0.0181,-0.0009,0.6001,0.3908,602.8915,79,1440,1.008527,1.008527
fixed_10bps,5248,10.0000,0.1955,-1.2725,-0.0636,0.5888,0.3934,609.9169,90,1440,0.929928,0.929928
fixed_10bps,5249,10.0000,0.2059,-0.0499,-0.0025,0.6248,0.4189,618.3803,92,1440,1.014172,1.014172
fixed_10bps,5250,10.0000,0.2148,-0.5654,-0.0283,0.6038,0.3889,589.9893,73,1440,1.048120,1.048120
fixed_10bps,5251,10.0000,0.2044,-1.0787,-0.0539,0.5996,0.3952,589.0348,84,1440,1.066765,1.066765
fixed_10bps,5252,10.0000,0.2142,-0.4193,-0.0210,0.6058,0.3916,584.9740,71,1440,1.041374,1.041374
fixed_10bps,5253,10.0000,0.2098,-0.4676,-0.0234,0.5980,0.3881,620.6811,71,1440,0.957220,0.957220
fixed_10bps,5254,10.0000,0.2027,-0.0452,-0.0023,0.6192,0.4165,613.5048,83,1440,1.013496,1.013496
fixed_10bps,5255,10.0000,0.2050,-0.0527,-0.0026,0.5765,0.3715,577.2215,77,1440,0.985540,0.985540
fixed_10bps,5256,10.0000,0.2107,-1.1846,-0.0592,0.6163,0.4056,591.0774,81,1440,1.070021,1.070021
fixed_10bps,5257,10.0000,0.2058,-0.3458,-0.0173,0.6062,0.4004,611.2314,77,1440,1.037535,1.037535
fixed_10bps,5258,10.0000,0.1977,-0.1455,-0.0073,0.5995,0.4018,597.9614,94,1440,0.976017,0.976017
fixed_10bps,5259,10.0000,0.2101,-0.0405,-0.0020,0.6058,0.3957,599.6459,85,1440,1.012765,1.012765
fixed_10bps,5260,10.0000,0.2011,-0.2973,-0.0149,0.6195,0.4184,603.7762,96,1440,1.034781,1.034781
fixed_10bps,5261,10.0000,0.2037,-0.1102,-0.0055,0.5967,0.3930,587.3606,82,1440,1.021110,1.021110
fixed_10bps,5262,10.0000,0.2062,-0.0141,-0.0007,0.6018,0.3955,611.2849,80,1440,0.992507,0.992507
fixed_10bps,5263,10.0000,0.2081,-0.0008,-0.0000,0.5953,0.3872,595.3193,69,1440,0.998212,0.998212
fixed_10bps,5264,10.0000,0.2086,-0.0773,-0.0039,0.5893,0.3807,605.6053,73,1440,0.982489,0.982489
fixed_10bps,5265,10.0000,0.2134,-1.0994,-0.0550,0.5936,0.3801,613.7682,67,1440,0.934786,0.934786
fixed_10bps,5266,10.0000,0.1971,-0.1613,-0.0081,0.6106,0.4135,609.2228,96,1440,1.025566,1.025566
fixed_10bps,5267,10.0000,0.2031,-0.4763,-0.0238,0.6153,0.4122,620.7909,91,1440,0.956827,0.956827
fixed_10bps,5268,10.0000,0.2021,-0.1690,-0.0084,0.6227,0.4206,607.3545,99,1440,1.026168,1.026168
fixed_10bps,5269,10.0000,0.1873,-0.1301,-0.0065,0.6324,0.4451,626.0060,103,1440,1.022945,1.022945
fixed_10bps,5270,10.0000,0.2085,-0.9924,-0.0496,0.6271,0.4186,604.2215,80,1440,1.063996,1.063996
fixed_10bps,5271,10.0000,0.2041,-0.0094,-0.0005,0.6072,0.4031,610.7815,93,1440,1.006147,1.006147
fixed_10bps,5272,10.0000,0.2109,-0.0018,-0.0001,0.6138,0.4028,613.1103,83,1440,1.002686,1.002686
fixed_10bps,5273,10.0000,0.2169,-0.5132,-0.0257,0.5926,0.3757,582.9306,72,1440,1.045823,1.045823
fixed_10bps,5274,10.0000,0.2107,-1.4551,-0.0728,0.6363,0.4256,612.5049,86,1440,1.077748,1.077748
fixed_10bps,5275,10.0000,0.2133,-0.1223,-0.0061,0.5642,0.3509,579.3605,63,1440,0.978004,0.978004
fixed_10bps,5276,10.0000,0.2102,-0.0015,-0.0001,0.5942,0.3840,589.0873,79,1440,0.997523,0.997523
fixed_10bps,5277,10.0000,0.2012,-0.9405,-0.0470,0.5886,0.3874,625.9889,75,1440,0.939605,0.939605
fixed_10bps,5278,10.0000,0.2012,-0.1167,-0.0058,0.6084,0.4072,607.3604,87,1440,1.021725,1.021725
fixed_10bps,5279,10.0000,0.2110,-0.1232,-0.0062,0.5871,0.3761,596.7051,70,1440,0.977925,0.977925
fixed_10bps,5280,10.0000,0.2090,-0.2923,-0.0146,0.6077,0.3988,587.6211,82,1440,1.034486,1.034486
fixed_10bps,5281,10.0000,0.2049,-0.1262,-0.0063,0.5942,0.3894,603.0141,84,1440,0.977654,0.977654
fixed_10bps,5282,10.0000,0.2056,-0.3065,-0.0153,0.5987,0.3931,596.0411,80,1440,0.965293,0.965293
fixed_10bps,5283,10.0000,0.2059,-0.3042,-0.0152,0.5922,0.3863,602.8853,75,1440,0.965419,0.965419
fixed_10bps,5284,10.0000,0.2079,-0.0001,-0.0000,0.6070,0.3992,603.6416,75,1440,0.999438,0.999438
fixed_10bps,5285,10.0000,0.2095,-0.7434,-0.0372,0.6160,0.4064,598.1622,88,1440,1.055276,1.055276
fixed_10bps,5286,10.0000,0.2091,-1.1473,-0.0574,0.6040,0.3950,579.2136,86,1440,1.068891,1.068891
fixed_10bps,5287,10.0000,0.2122,-0.5124,-0.0256,0.6057,0.3936,604.5358,86,1440,1.045784,1.045784
fixed_10bps,5288,10.0000,0.2019,-0.2600,-0.0130,0.5988,0.3970,602.9006,87,1440,0.968011,0.968011
fixed_10bps,5289,10.0000,0.2049,-0.1421,-0.0071,0.6084,0.4035,603.4915,86,1440,1.023979,1.023979
fixed_10bps,5290,10.0000,0.2082,-0.0689,-0.0034,0.6239,0.4157,615.7318,86,1440,0.983465,0.983465
fixed_10bps,5291,10.0000,0.1998,-0.1781,-0.0089,0.6029,0.4030,611.7936,90,1440,0.973490,0.973490
fixed_10bps,5292,10.0000,0.2030,-0.2168,-0.0108,0.5808,0.3779,588.1718,84,1440,0.970767,0.970767
fixed_10bps,5293,10.0000,0.1939,-0.1201,-0.0060,0.6012,0.4073,598.4418,91,1440,1.022039,1.022039
fixed_10bps,5294,10.0000,0.2079,-0.3676,-0.0184,0.5889,0.3810,577.7018,80,1440,1.038713,1.038713
fixed_10bps,5295,10.0000,0.2030,-0.5022,-0.0251,0.5885,0.3856,602.5603,78,1440,0.955684,0.955684
fixed_10bps,5296,10.0000,0.2080,-0.1685,-0.0084,0.6065,0.3986,603.0185,80,1440,1.026128,1.026128
fixed_10bps,5297,10.0000,0.2089,-0.5259,-0.0263,0.5736,0.3647,586.6132,72,1440,0.954662,0.954662
fixed_10bps,5298,10.0000,0.2011,-1.9207,-0.0960,0.5845,0.3834,620.6798,78,1440,0.914268,0.914268
fixed_10bps,5299,10.0000,0.1971,-0.3607,-0.0180,0.6248,0.4278,637.7811,89,1440,0.962376,0.962376
fixed_10bps,5300,10.0000,0.2163,-0.0026,-0.0001,0.6012,0.3849,597.9200,66,1440,0.996756,0.996756
fixed_10bps,5301,10.0000,0.2148,-1.6099,-0.0805,0.6095,0.3947,576.9510,84,1440,1.081858,1.081858
fixed_10bps,5302,10.0000,0.2060,-0.5002,-0.0250,0.5996,0.3936,587.1179,74,1440,1.045231,1.045231
fixed_10bps,5303,10.0000,0.2092,-0.5856,-0.0293,0.6048,0.3956,595.3626,79,1440,1.048986,1.048986
fixed_10bps,5304,10.0000,0.2054,-0.0860,-0.0043,0.6171,0.4117,629.5084,83,1440,0.981540,0.981540
fixed_10bps,5305,10.0000,0.2047,-0.4471,-0.0224,0.5845,0.3798,604.9824,87,1440,0.958160,0.958160
fixed_10bps,5306,10.0000,0.1991,-0.4471,-0.0224,0.6325,0.4334,615.0485,89,1440,1.042734,1.042734
fixed_10bps,5307,10.0000,0.2091,-0.0885,-0.0044,0.6143,0.4052,606.5232,88,1440,1.018900,1.018900
fixed_10bps,5308,10.0000,0.2083,-0.3225,-0.0161,0.5987,0.3904,601.5766,88,1440,0.964408,0.964408
fixed_10bps,5309,10.0000,0.2097,-0.6222,-0.0311,0.6260,0.4163,603.0738,88,1440,1.050510,1.050510
fixed_10bps,5310,10.0000,0.1981,-0.3701,-0.0185,0.5828,0.3846,606.6649,88,1440,0.961896,0.961896
fixed_10bps,5311,10.0000,0.2056,-0.0060,-0.0003,0.5954,0.3899,599.3204,82,1440,1.004925,1.004925
fixed_10bps,5312,10.0000,0.2051,-0.2472,-0.0124,0.6223,0.4172,610.4699,87,1440,1.031695,1.031695
fixed_10bps,5313,10.0000,0.2002,-0.2840,-0.0142,0.5900,0.3898,607.0816,83,1440,0.966579,0.966579
fixed_10bps,5314,10.0000,0.2031,-0.0144,-0.0007,0.6140,0.4109,613.7648,94,1440,0.992433,0.992433
fixed_10bps,5315,10.0000,0.1973,-0.2462,-0.0123,0.6072,0.4098,614.8287,89,1440,0.968862,0.968862
fixed_10bps,5316,10.0000,0.2141,-0.1082,-0.0054,0.5847,0.3706,591.5871,65,1440,0.979307,0.979307
fixed_10bps,5317,10.0000,0.2129,-0.0560,-0.0028,0.6051,0.3921,599.6376,77,1440,1.015026,1.015026
fixed_10bps,5318,10.0000,0.2064,-0.0209,-0.0010,0.6077,0.4014,606.6928,94,1440,1.009171,1.009171
fixed_10bps,5319,10.0000,0.2037,-0.0665,-0.0033,0.6029,0.3991,613.9355,86,1440,0.983753,0.983753
fixed_10bps,5320,10.0000,0.1901,-0.2629,-0.0131,0.6127,0.4226,615.4180,88,1440,0.967832,0.967832
fixed_10bps,5321,10.0000,0.2069,-0.1701,-0.0085,0.6005,0.3936,611.4972,86,1440,0.974087,0.974087
fixed_10bps,5322,10.0000,0.1940,-0.4865,-0.0243,0.5973,0.4032,593.7448,84,1440,1.044599,1.044599
fixed_10bps,5323,10.0000,0.2110,-0.3074,-0.0154,0.6340,0.4230,622.5820,84,1440,1.035372,1.035372
fixed_10bps,5324,10.0000,0.2049,-1.5889,-0.0794,0.6289,0.4240,613.1273,88,1440,1.081312,1.081312
fixed_10bps,5325,10.0000,0.1955,-0.0130,-0.0006,0.6115,0.4160,619.8936,101,1440,1.007213,1.007213
fixed_10bps,5326,10.0000,0.1922,-1.3245,-0.0662,0.5883,0.3961,614.7083,79,1440,0.928538,0.928538
fixed_10bps,5327,10.0000,0.2090,-0.7742,-0.0387,0.6092,0.4002,595.9207,78,1440,1.056424,1.056424
fixed_10bps,5328,10.0000,0.2100,-1.0485,-0.0524,0.6259,0.4159,597.8385,85,1440,1.065808,1.065808
fixed_10bps,5329,10.0000,0.2033,-0.9387,-0.0469,0.6344,0.4312,631.1297,98,1440,1.062216,1.062216
fixed_10bps,5330,10.0000,0.2156,-0.8337,-0.0417,0.6253,0.4097,588.3116,83,1440,1.058583,1.058583
fixed_10bps,5331,10.0000,0.2122,-2.3948,-0.1197,0.6219,0.4096,590.7354,83,1440,1.100269,1.100269
fixed_10bps,5332,10.0000,0.1965,-1.4085,-0.0704,0.6002,0.4037,627.5286,95,1440,0.926350,0.926350
fixed_10bps,5333,10.0000,0.2054,-0.1051,-0.0053,0.6020,0.3966,606.2893,77,1440,1.020605,1.020605
fixed_10bps,5334,10.0000,0.2065,-0.0025,-0.0001,0.6005,0.3940,606.8634,80,1440,0.996835,0.996835
fixed_10bps,5335,10.0000,0.2134,-0.0987,-0.0049,0.5947,0.3814,589.5578,71,1440,1.019970,1.019970
fixed_10bps,5336,10.0000,0.2063,-0.0137,-0.0007,0.5785,0.3722,591.2287,84,1440,0.992612,0.992612
fixed_10bps,5337,10.0000,0.1969,-0.0736,-0.0037,0.6281,0.4312,625.4627,86,1440,1.017228,1.017228
fixed_10bps,5338,10.0000,0.2168,-0.3743,-0.0187,0.6184,0.4017,605.1232,71,1440,1.039068,1.039068
fixed_10bps,5339,10.0000,0.2027,-0.0177,-0.0009,0.6082,0.4055,619.2169,93,1440,0.991610,0.991610
fixed_10bps,5340,10.0000,0.2045,-0.0031,-0.0002,0.5975,0.3931,606.7068,82,1440,0.996492,0.996492
fixed_10bps,5341,10.0000,0.1985,-0.0849,-0.0042,0.6153,0.4168,634.4011,96,1440,0.981659,0.981659
fixed_10bps,5342,10.0000,0.2033,-0.0174,-0.0009,0.5953,0.3921,596.6959,83,1440,1.008360,1.008360
fixed_10bps,5343,10.0000,0.2129,-1.4275,-0.0714,0.6064,0.3934,580.1486,82,1440,1.076991,1.076991
fixed_10bps,5344,10.0000,0.2035,-0.2603,-0.0130,0.6118,0.4083,621.0542,86,1440,0.967990,0.967990
fixed_10bps,5345,10.0000,0.2109,-0.2312,-0.0116,0.5986,0.3877,607.5069,78,1440,0.969820,0.969820
fixed_10bps,5346,10.0000,0.2028,-0.4233,-0.0212,0.6251,0.4223,597.9616,90,1440,1.041572,1.041572
fixed_10bps,5347,10.0000,0.1977,-4.2222,-0.2111,0.5890,0.3913,634.3447,85,1440,0.874266,0.874266
fixed_10bps,5348,10.0000,0.2042,-0.0852,-0.0043,0.6022,0.3980,608.5970,86,1440,0.981629,0.981629
fixed_10bps,5349,10.0000,0.2103,-0.2072,-0.0104,0.5946,0.3843,589.2894,81,1440,1.028995,1.028995
fixed_10bps,5350,10.0000,0.1985,-0.3973,-0.0199,0.5868,0.3882,602.5826,81,1440,0.960534,0.960534
fixed_10bps,5351,10.0000,0.2159,-0.7533,-0.0377,0.5920,0.3761,600.9402,70,1440,0.945861,0.945861
fixed_10bps,5352,10.0000,0.2068,-0.0359,-0.0018,0.5798,0.3730,578.1986,82,1440,1.012013,1.012013
fixed_10bps,5353,10.0000,0.2144,-0.1201,-0.0060,0.5908,0.3764,580.5213,65,1440,1.022040,1.022040
fixed_10bps,5354,10.0000,0.2173,-0.0003,-0.0000,0.6179,0.4005,617.0126,67,1440,0.998929,0.998929
fixed_10bps,5355,10.0000,0.2001,-0.1157,-0.0058,0.5936,0.3934,585.6512,89,1440,1.021630,1.021630
fixed_10bps,5356,10.0000,0.2048,-0.1507,-0.0075,0.5772,0.3723,577.2889,78,1440,1.024701,1.024701
fixed_10bps,5357,10.0000,0.2020,-0.2421,-0.0121,0.6068,0.4048,614.5340,90,1440,0.969121,0.969121
fixed_10bps,5358,10.0000,0.2069,-0.0849,-0.0042,0.6056,0.3987,608.3949,78,1440,0.981652,0.981652
fixed_10bps,5359,10.0000,0.1974,-1.1287,-0.0564,0.5942,0.3968,621.2433,87,1440,0.933937,0.933937
fixed_10bps,5360,10.0000,0.1985,-0.0145,-0.0007,0.6110,0.4125,603.0451,92,1440,0.992397,0.992397
fixed_10bps,5361,10.0000,0.2150,-0.6394,-0.0320,0.6012,0.3861,587.3283,71,1440,1.051211,1.051211
fixed_10bps,5362,10.0000,0.2093,-0.0452,-0.0023,0.6169,0.4076,610.3402,87,1440,1.013498,1.013498
fixed_10bps,5363,10.0000,0.2146,-0.0250,-0.0013,0.6069,0.3923,606.3971,70,1440,1.010033,1.010033
fixed_10bps,5364,10.0000,0.1975,-0.8323,-0.0416,0.5837,0.3863,603.7720,87,1440,0.943132,0.943132
fixed_10bps,5365,10.0000,0.2086,-0.4506,-0.0225,0.5723,0.3637,586.6925,67,1440,0.957995,0.957995
fixed_10bps,5366,10.0000,0.2142,-0.4886,-0.0244,0.5986,0.3844,577.5454,80,1440,1.044697,1.044697
fixed_10bps,5367,10.0000,0.2027,-0.9279,-0.0464,0.6091,0.4064,594.0828,91,1440,1.061852,1.061852
fixed_10bps,5368,10.0000,0.2102,-0.5668,-0.0283,0.6212,0.4110,611.5021,85,1440,1.048184,1.048184
fixed_10bps,5369,10.0000,0.2059,-0.1944,-0.0097,0.6062,0.4003,597.7565,84,1440,1.028079,1.028079
fixed_10bps,5370,10.0000,0.1938,-0.3851,-0.0193,0.6248,0.4310,627.5897,109,1440,0.961136,0.961136
fixed_10bps,5371,10.0000,0.2078,-0.0031,-0.0002,0.5922,0.3844,591.5744,72,1440,1.003544,1.003544
