latency,arb_prob,policy,seed,avg_fee_bps,fee_std_bps,fee_max_bps,hedged_pnl,fee_revenue,fee_revenue_arb,fee_revenue_fund,lvr,fundamental_volume,arb_volume,volume,fundamental_count,arb_count,arb_opportunities,mean_abs_gap_bps,final_external_price
E5_low,0.5,inventory_gap,5089,6.0449,0.0331,6.1798,0.4165,0.8063,0.0146,0.7917,0.3899,1319.5252,24.1448,1343.6700,1440,98,732,8.9736,0.998549
E5_low,0.5,inventory_gap,5090,6.0459,0.0340,6.1964,0.4207,0.8418,0.0176,0.8242,0.4211,1311.3506,27.7327,1339.0833,1440,107,709,9.1679,1.094230
E5_low,0.5,inventory_gap,5091,6.0455,0.0334,6.2038,0.4139,0.8178,0.0154,0.8025,0.4040,1311.9135,24.9386,1336.8521,1440,109,705,9.0937,1.010097
E5_low,0.5,inventory_gap,5092,6.0446,0.0344,6.2088,0.4061,0.8063,0.0176,0.7887,0.4002,1302.4264,28.8128,1331.2392,1440,117,716,8.9099,0.974891
E5_low,0.5,inventory_gap,5093,6.0455,0.0344,6.1931,0.4009,0.8146,0.0143,0.8003,0.4136,1311.6033,23.1516,1334.7550,1440,102,738,9.1006,0.994710
E5_low,0.5,inventory_gap,5094,6.0458,0.0335,6.2029,0.4105,0.8195,0.0174,0.8022,0.4090,1315.7795,28.1609,1343.9405,1440,114,718,9.1577,1.036146
E5_low,0.5,inventory_gap,5095,6.0447,0.0343,6.1948,0.4200,0.8281,0.0171,0.8110,0.4081,1288.9591,26.8197,1315.7789,1440,99,745,8.9347,1.064929
E5_low,0.5,inventory_gap,5096,6.0441,0.0334,6.1766,0.4175,0.8010,0.0174,0.7837,0.3836,1298.7568,28.4078,1327.1646,1440,118,746,8.8105,0.968893
E5_low,0.5,inventory_gap,5097,6.0452,0.0335,6.2035,0.4126,0.8125,0.0173,0.7952,0.3999,1306.2784,28.1007,1334.3791,1440,95,709,9.0265,1.012744
E5_low,0.5,inventory_gap,5098,6.0450,0.0347,6.2093,0.4069,0.8183,0.0195,0.7987,0.4113,1298.2097,31.2923,1329.5020,1440,117,760,8.9925,1.014440
E5_low,0.5,inventory_gap,5099,6.0464,0.0346,6.1859,0.3831,0.8045,0.0171,0.7874,0.4215,1333.5964,28.7753,1362.3718,1440,116,735,9.2853,0.956223
E5_low,0.5,inventory_gap,5100,6.0444,0.0330,6.1659,0.4263,0.8141,0.0149,0.7991,0.3878,1294.9732,23.9885,1318.9617,1440,108,729,8.8791,0.984744
E5_low,0.5,inventory_gap,5101,6.0464,0.0343,6.1957,0.3917,0.8158,0.0172,0.7986,0.4242,1313.9494,28.0931,1342.0425,1440,116,724,9.2856,0.987833
E5_low,0.5,inventory_gap,5102,6.0468,0.0351,6.1917,0.3936,0.8342,0.0225,0.8117,0.4406,1317.6458,36.1546,1353.8003,1440,128,727,9.3566,1.049120
E5_low,0.5,inventory_gap,5103,6.0452,0.0335,6.1844,0.4085,0.8039,0.0166,0.7873,0.3954,1322.5795,27.6727,1350.2522,1440,111,715,9.0276,0.986958
E5_low,0.5,inventory_gap,5104,6.0461,0.0347,6.1708,0.4084,0.8401,0.0186,0.8215,0.4317,1299.0929,29.2236,1328.3165,1440,120,718,9.2101,1.042206
E5_low,0.5,inventory_gap,5105,6.0452,0.0343,6.2126,0.4098,0.8184,0.0183,0.8001,0.4086,1316.5034,29.7616,1346.2650,1440,108,722,9.0422,1.032965
E5_low,0.5,inventory_gap,5106,6.0442,0.0330,6.1805,0.4290,0.8127,0.0119,0.8008,0.3838,1309.1006,19.1276,1328.2282,1440,95,712,8.8307,1.000608
E5_low,0.5,inventory_gap,5107,6.0448,0.0330,6.1836,0.4069,0.7899,0.0154,0.7745,0.3830,1324.7372,26.0830,1350.8201,1440,113,707,8.9577,0.946020
E5_low,0.5,inventory_gap,5108,6.0462,0.0346,6.2151,0.3942,0.8167,0.0199,0.7968,0.4225,1320.9609,32.6997,1353.6605,1440,126,706,9.2288,1.016659
E5_low,0.5,inventory_gap,5109,6.0459,0.0349,6.2105,0.4068,0.8370,0.0223,0.8148,0.4302,1298.3641,35.1653,1333.5295,1440,130,696,9.1799,1.072528
E5_low,0.5,inventory_gap,5110,6.0459,0.0343,6.1840,0.4024,0.8167,0.0162,0.8004,0.4143,1330.2052,26.7474,1356.9526,1440,113,689,9.1720,1.017848
E5_low,0.5,inventory_gap,5111,6.0456,0.0342,6.1894,0.4137,0.8316,0.0185,0.8131,0.4180,1299.8015,29.4582,1329.2597,1440,119,713,9.1177,1.060751
E5_low,0.5,inventory_gap,5112,6.0437,0.0330,6.1712,0.4299,0.8049,0.0158,0.7891,0.3750,1303.2731,25.7591,1329.0321,1440,108,743,8.7270,1.039222
E5_low,0.5,inventory_gap,5113,6.0450,0.0328,6.1907,0.4288,0.8224,0.0157,0.8067,0.3936,1311.1528,25.2489,1336.4017,1440,105,702,8.9937,1.009970
E5_low,0.5,inventory_gap,5114,6.0445,0.0332,6.1979,0.4201,0.8081,0.0174,0.7907,0.3880,1296.7670,28.1411,1324.9081,1440,114,743,8.8880,0.984953
E5_low,0.5,inventory_gap,5115,6.0451,0.0346,6.1887,0.4128,0.8282,0.0198,0.8084,0.4153,1300.6717,31.3999,1332.0716,1440,122,703,9.0215,1.074685
E5_low,0.5,inventory_gap,5116,6.0450,0.0329,6.2145,0.4119,0.7989,0.0145,0.7844,0.3870,1320.2606,24.1707,1344.4313,1440,100,711,8.9871,0.964035
E5_low,0.5,inventory_gap,5117,6.0469,0.0350,6.2005,0.3921,0.8314,0.0203,0.8111,0.4393,1325.1847,32.8219,1358.0066,1440,127,689,9.3747,1.003943
E5_low,0.5,inventory_gap,5118,6.0447,0.0333,6.2194,0.4134,0.8018,0.0158,0.7860,0.3885,1310.8476,26.0415,1336.8891,1440,113,702,8.9288,0.974926
E5_low,0.5,inventory_gap,5119,6.0452,0.0339,6.2236,0.4163,0.8234,0.0179,0.8055,0.4071,1309.8697,28.8514,1338.7211,1440,120,700,9.0373,1.045628
E5_low,0.5,inventory_gap,5120,6.0450,0.0342,6.1752,0.4124,0.8180,0.0147,0.8034,0.4057,1317.1935,23.8413,1341.0349,1440,97,732,8.9999,1.026422
E5_low,0.5,inventory_gap,5121,6.0450,0.0346,6.2047,0.4012,0.8094,0.0183,0.7911,0.4082,1306.3210,29.9815,1336.3025,1440,113,722,9.0033,0.985251
E5_low,0.5,inventory_gap,5122,6.0444,0.0330,6.1673,0.4226,0.8040,0.0152,0.7888,0.3814,1323.2533,25.1506,1348.4039,1440,109,707,8.8732,1.014980
E5_low,0.5,inventory_gap,5123,6.0454,0.0336,6.2011,0.4241,0.8344,0.0168,0.8175,0.4103,1304.8353,26.5936,1331.4289,1440,105,715,9.0842,1.065837
E5_low,0.5,inventory_gap,5124,6.0444,0.0339,6.1939,0.4214,0.8148,0.0148,0.8000,0.3934,1311.4857,23.9614,1335.4471,1440,103,690,8.8671,1.024755
E5_low,0.5,inventory_gap,5125,6.0455,0.0347,6.1909,0.4146,0.8394,0.0199,0.8195,0.4249,1294.8002,31.0521,1325.8523,1440,111,715,9.0979,1.105745
E5_low,0.5,inventory_gap,5126,6.0445,0.0351,6.2194,0.3959,0.8000,0.0149,0.7851,0.4041,1316.4299,24.7445,1341.1744,1440,106,709,8.9041,0.960821
E5_low,0.5,inventory_gap,5127,6.0437,0.0332,6.1759,0.4321,0.8128,0.0152,0.7975,0.3807,1291.1460,24.3917,1315.5378,1440,97,727,8.7354,0.998050
E5_low,0.5,inventory_gap,5128,6.0428,0.0333,6.1841,0.4200,0.7831,0.0140,0.7692,0.3632,1296.2352,23.3197,1319.5548,1440,89,683,8.5538,0.974808
E5_low,0.5,inventory_gap,5129,6.0436,0.0344,6.1851,0.4024,0.7820,0.0171,0.7649,0.3796,1312.3285,29.1262,1341.4548,1440,108,732,8.7117,0.936980
E5_low,0.5,inventory_gap,5130,6.0448,0.0339,6.1950,0.4069,0.8044,0.0160,0.7884,0.3975,1308.7376,26.2236,1334.9612,1440,119,721,8.9548,0.982667
E5_low,0.5,inventory_gap,5131,6.0448,0.0331,6.2034,0.4088,0.7948,0.0159,0.7789,0.3860,1317.8931,26.6726,1344.5656,1440,119,698,8.9642,0.934450
E5_low,0.5,inventory_gap,5132,6.0467,0.0344,6.1741,0.3962,0.8245,0.0175,0.8070,0.4283,1332.5657,28.7199,1361.2857,1440,116,723,9.3425,1.030052
E5_low,0.5,inventory_gap,5133,6.0450,0.0329,6.2058,0.4214,0.8132,0.0157,0.7975,0.3919,1305.6944,25.4282,1331.1227,1440,112,731,8.9871,0.982368
E5_low,0.5,inventory_gap,5134,6.0433,0.0318,6.1771,0.4266,0.7773,0.0119,0.7654,0.3506,1326.0803,20.3421,1346.4224,1440,81,700,8.6613,0.920329
E5_low,0.5,inventory_gap,5135,6.0454,0.0338,6.2013,0.4066,0.8109,0.0176,0.7933,0.4043,1316.5946,28.9950,1345.5896,1440,122,731,9.0848,1.011788
E5_low,0.5,inventory_gap,5136,6.0449,0.0335,6.2025,0.4167,0.8118,0.0170,0.7948,0.3951,1311.9291,27.7717,1339.7008,1440,104,709,8.9685,1.003998
E5_low,0.5,inventory_gap,5137,6.0446,0.0335,6.1979,0.4210,0.8150,0.0164,0.7986,0.3940,1305.7231,26.5409,1332.2641,1440,104,726,8.9180,0.998920
E5_low,0.5,inventory_gap,5138,6.0452,0.0343,6.2079,0.4081,0.8141,0.0167,0.7973,0.4060,1323.9973,27.4621,1351.4594,1440,109,750,9.0308,1.004641
E5_low,0.5,inventory_gap,5139,6.0436,0.0328,6.1954,0.4204,0.7883,0.0127,0.7757,0.3679,1312.8188,21.2237,1334.0426,1440,99,694,8.7133,0.956657
E5_low,0.5,inventory_gap,5140,6.0435,0.0324,6.1656,0.4196,0.7821,0.0133,0.7687,0.3624,1305.1130,22.4637,1327.5767,1440,99,744,8.6960,0.955722
E5_low,0.5,inventory_gap,5141,6.0442,0.0336,6.1976,0.4173,0.8061,0.0173,0.7888,0.3888,1301.4544,28.2680,1329.7224,1440,112,718,8.8455,1.013869
E5_low,0.5,inventory_gap,5142,6.0460,0.0333,6.1904,0.4225,0.8375,0.0182,0.8194,0.4150,1310.2284,28.7410,1338.9694,1440,129,702,9.2050,1.075476
E5_low,0.5,inventory_gap,5143,6.0440,0.0334,6.1870,0.4162,0.7963,0.0144,0.7819,0.3802,1310.5628,23.9105,1334.4734,1440,95,706,8.8008,1.005973
E5_low,0.5,inventory_gap,5144,6.0457,0.0345,6.2049,0.3999,0.8150,0.0213,0.7938,0.4151,1311.1210,34.7049,1345.8260,1440,125,718,9.1337,1.007153
E5_low,0.5,inventory_gap,5145,6.0453,0.0339,6.1803,0.4186,0.8298,0.0167,0.8131,0.4112,1300.8056,26.5076,1327.3131,1440,110,712,9.0605,1.028422
E5_low,0.5,inventory_gap,5146,6.0443,0.0337,6.2205,0.4174,0.8067,0.0172,0.7895,0.3893,1307.3877,28.2468,1335.6345,1440,118,730,8.8632,0.975398
E5_low,0.5,inventory_gap,5147,6.0440,0.0328,6.1822,0.4237,0.7981,0.0137,0.7845,0.3745,1314.8608,22.6504,1337.5112,1440,99,722,8.7885,0.986399
E5_low,0.5,inventory_gap,5148,6.0452,0.0335,6.1749,0.4060,0.8012,0.0161,0.7851,0.3952,1319.9768,26.6923,1346.6691,1440,104,703,9.0277,0.950467
E5_low,0.5,inventory_gap,5149,6.0450,0.0337,6.1843,0.3925,0.7806,0.0139,0.7667,0.3881,1336.5348,23.8426,1360.3774,1440,99,710,8.9894,0.908929
E5_low,0.5,inventory_gap,5150,6.0457,0.0346,6.1987,0.3974,0.8107,0.0203,0.7904,0.4134,1328.1189,33.7744,1361.8933,1440,121,724,9.1356,0.994745
E5_low,0.5,inventory_gap,5151,6.0440,0.0331,6.1618,0.4108,0.7871,0.0184,0.7687,0.3763,1295.4615,30.5706,1326.0320,1440,120,736,8.7873,0.912577
E5_low,0.5,inventory_gap,5152,6.0440,0.0334,6.1779,0.4204,0.8029,0.0147,0.7882,0.3825,1304.8914,24.1194,1329.0108,1440,104,707,8.7963,1.002689
E5_low,0.5,inventory_gap,5153,6.0464,0.0356,6.1892,0.3961,0.8421,0.0192,0.8229,0.4460,1305.3584,30.1747,1335.5330,1440,120,707,9.2858,1.050109
E5_low,0.5,inventory_gap,5154,6.0457,0.0335,6.1859,0.4093,0.8162,0.0139,0.8023,0.4069,1322.3456,22.6874,1345.0330,1440,100,708,9.1415,0.987941
E5_low,0.5,inventory_gap,5155,6.0436,0.0327,6.1816,0.4329,0.8069,0.0134,0.7935,0.3740,1291.2540,21.5639,1312.8179,1440,88,697,8.7165,1.006596
E5_low,0.5,inventory_gap,5156,6.0437,0.0328,6.1789,0.4274,0.7993,0.0159,0.7834,0.3718,1304.2617,26.1889,1330.4506,1440,115,784,8.7331,0.991039
E5_low,0.5,inventory_gap,5157,6.0450,0.0326,6.1867,0.4374,0.8341,0.0153,0.8188,0.3967,1299.9832,24.1085,1324.0917,1440,118,734,9.0008,1.043921
E5_low,0.5,inventory_gap,5158,6.0456,0.0348,6.2048,0.4079,0.8306,0.0182,0.8124,0.4226,1305.8462,28.8979,1334.7442,1440,116,687,9.1106,1.053090
E5_low,0.5,inventory_gap,5159,6.0438,0.0338,6.2020,0.4080,0.7883,0.0166,0.7717,0.3803,1306.2826,27.7099,1333.9925,1440,104,699,8.7604,0.938851
E5_low,0.5,inventory_gap,5160,6.0446,0.0340,6.1916,0.4271,0.8292,0.0180,0.8111,0.4021,1298.3577,28.6708,1327.0285,1440,111,726,8.9102,1.030056
E5_low,0.5,inventory_gap,5161,6.0434,0.0320,6.1763,0.4234,0.7798,0.0129,0.7669,0.3564,1306.6283,21.8829,1328.5111,1440,95,720,8.6757,0.940866
E5_low,0.5,inventory_gap,5162,6.0449,0.0347,6.2326,0.4069,0.8171,0.0185,0.7986,0.4102,1303.1427,29.8142,1332.9569,1440,112,718,8.9774,1.009637
E5_low,0.5,inventory_gap,5163,6.0468,0.0341,6.1710,0.4084,0.8382,0.0207,0.8176,0.4298,1324.4977,33.1589,1357.6565,1440,129,757,9.3477,1.040713
E5_low,0.5,inventory_gap,5164,6.0459,0.0342,6.2010,0.4052,0.8222,0.0206,0.8016,0.4170,1319.5592,33.6528,1353.2120,1440,128,719,9.1848,1.020462
E5_low,0.5,inventory_gap,5165,6.0448,0.0322,6.1633,0.4256,0.8054,0.0178,0.7876,0.3798,1309.8829,29.3481,1339.2310,1440,121,746,8.9508,0.981323
E5_low,0.5,inventory_gap,5166,6.0456,0.0345,6.1998,0.4101,0.8295,0.0179,0.8116,0.4194,1309.8417,28.5488,1338.3905,1440,115,748,9.1228,1.027320
E5_low,0.5,inventory_gap,5167,6.0444,0.0326,6.1942,0.4296,0.8139,0.0132,0.8007,0.3843,1297.6879,21.2231,1318.9110,1440,91,701,8.8820,1.009700
E5_low,0.5,inventory_gap,5168,6.0444,0.0325,6.1808,0.4152,0.7915,0.0139,0.7776,0.3763,1310.8021,23.1160,1333.9181,1440,103,693,8.8806,0.937538
E5_low,0.5,inventory_gap,5169,6.0439,0.0333,6.1907,0.4187,0.7989,0.0139,0.7850,0.3802,1303.3890,22.7959,1326.1849,1440,95,747,8.7835,0.977085
E5_low,0.5,inventory_gap,5170,6.0461,0.0345,6.1875,0.4091,0.8364,0.0176,0.8188,0.4273,1313.7439,27.8845,1341.6284,1440,125,716,9.2149,1.062983
E5_low,0.5,inventory_gap,5171,6.0446,0.0338,6.2135,0.4039,0.7931,0.0142,0.7789,0.3892,1323.6646,23.8774,1347.5420,1440,104,723,8.9104,0.966924
E5_low,0.5,inventory_gap,5172,6.0449,0.0350,6.2293,0.3957,0.8050,0.0178,0.7872,0.4093,1309.4521,29.2136,1338.6656,1440,112,746,8.9819,0.981571
E5_low,0.5,inventory_gap,5173,6.0452,0.0345,6.2045,0.4024,0.8133,0.0199,0.7935,0.4109,1298.8983,32.1596,1331.0579,1440,112,728,9.0384,0.998905
E5_low,0.5,inventory_gap,5174,6.0449,0.0343,6.1799,0.4048,0.8067,0.0178,0.7888,0.4018,1313.2845,29.3877,1342.6722,1440,109,730,8.9721,1.006837
E5_low,0.5,inventory_gap,5175,6.0445,0.0338,6.1893,0.4037,0.7906,0.0172,0.7735,0.3870,1321.2534,29.0456,1350.2990,1440,115,751,8.9010,0.960601
E5_low,0.5,inventory_gap,5176,6.0464,0.0342,6.2200,0.3950,0.8132,0.0181,0.7951,0.4182,1336.4167,30.0486,1366.4653,1440,117,720,9.2764,0.996595
E5_low,0.5,inventory_gap,5177,6.0437,0.0338,6.1954,0.4217,0.8061,0.0163,0.7898,0.3843,1300.3807,26.5637,1326.9444,1440,108,719,8.7467,0.978346
E5_low,0.5,inventory_gap,5178,6.0446,0.0330,6.2036,0.4170,0.8025,0.0144,0.7881,0.3855,1312.1758,23.6961,1335.8719,1440,95,704,8.9130,1.010033
E5_low,0.5,inventory_gap,5179,6.0455,0.0337,6.1847,0.4132,0.8205,0.0170,0.8035,0.4073,1315.8585,27.4910,1343.3495,1440,111,725,9.1015,1.011272
E5_low,0.5,inventory_gap,5180,6.0450,0.0342,6.1862,0.4096,0.8151,0.0221,0.7929,0.4055,1298.4425,35.8270,1334.2694,1440,129,764,8.9938,1.015900
E5_low,0.5,inventory_gap,5181,6.0463,0.0347,6.2457,0.3993,0.8262,0.0172,0.8090,0.4269,1331.6990,28.1723,1359.8713,1440,122,732,9.2634,1.055952
E5_low,0.5,inventory_gap,5182,6.0439,0.0331,6.1786,0.4180,0.7907,0.0155,0.7752,0.3728,1322.7116,26.2324,1348.9440,1440,107,732,8.7798,0.977531
E5_low,0.5,inventory_gap,5183,6.0439,0.0334,6.1755,0.4186,0.8011,0.0148,0.7863,0.3826,1294.4141,24.1269,1318.5410,1440,102,707,8.7854,0.972137
E5_low,0.5,inventory_gap,5184,6.0446,0.0330,6.1697,0.3983,0.7744,0.0161,0.7583,0.3761,1330.1093,27.9722,1358.0815,1440,122,719,8.9259,0.924133
E5_low,0.5,inventory_gap,5185,6.0449,0.0339,6.2617,0.4131,0.8107,0.0166,0.7942,0.3976,1319.9847,27.2995,1347.2842,1440,118,722,8.9768,0.994276
E5_low,0.5,inventory_gap,5186,6.0444,0.0336,6.1938,0.4252,0.8208,0.0169,0.8038,0.3956,1294.5930,27.0637,1321.6567,1440,106,702,8.8833,1.035300
E5_low,0.5,inventory_gap,5187,6.0439,0.0332,6.1997,0.4066,0.7801,0.0145,0.7656,0.3735,1308.0141,24.5138,1332.5280,1440,89,708,8.7784,0.949486
E5_low,0.5,inventory_gap,5188,6.0434,0.0337,6.2318,0.4137,0.7875,0.0142,0.7733,0.3738,1310.9380,23.8779,1334.8160,1440,100,699,8.6843,0.978954
E5_low,0.5,inventory_gap,5189,6.0469,0.0355,6.2383,0.3870,0.8329,0.0235,0.8095,0.4460,1312.5582,37.6747,1350.2329,1440,141,742,9.3737,1.029476
E5_low,0.5,inventory_gap,5190,6.0441,0.0331,6.1874,0.4160,0.7970,0.0159,0.7811,0.3811,1298.3402,26.0844,1324.4246,1440,107,691,8.8249,0.969109
E5_low,0.5,inventory_gap,5191,6.0450,0.0340,6.1888,0.4085,0.8119,0.0175,0.7944,0.4034,1302.4732,28.4119,1330.8851,1440,112,735,8.9987,0.995720
E5_low,0.5,inventory_gap,5192,6.0451,0.0335,6.1725,0.4214,0.8234,0.0175,0.8059,0.4020,1302.5746,28.0739,1330.6485,1440,111,719,9.0076,1.029858
E5_low,0.5,inventory_gap,5193,6.0445,0.0343,6.1823,0.3949,0.7871,0.0163,0.7707,0.3921,1312.9077,27.4315,1340.3392,1440,101,723,8.8918,0.938006
E5_low,0.5,inventory_gap,5194,6.0439,0.0324,6.1751,0.4245,0.7906,0.0170,0.7735,0.3661,1320.8358,28.7930,1349.6288,1440,119,764,8.7693,0.972305
E5_low,0.5,inventory_gap,5195,6.0437,0.0332,6.1911,0.4316,0.8113,0.0144,0.7970,0.3797,1300.3791,23.2371,1323.6162,1440,105,723,8.7438,1.004491
E5_low,0.5,inventory_gap,5196,6.0432,0.0332,6.1977,0.4128,0.7768,0.0148,0.7620,0.3640,1305.1610,24.9913,1330.1523,1440,101,711,8.6276,0.927659
E5_low,0.5,inventory_gap,5197,6.0444,0.0338,6.1787,0.4131,0.8023,0.0152,0.7871,0.3891,1313.2240,25.0541,1338.2781,1440,98,713,8.8679,0.984810
E5_low,0.5,inventory_gap,5198,6.0454,0.0344,6.2232,0.4072,0.8230,0.0182,0.8048,0.4157,1298.3544,29.0533,1327.4078,1440,109,723,9.0753,1.046018
E5_low,0.5,inventory_gap,5199,6.0443,0.0329,6.1731,0.4223,0.8013,0.0146,0.7867,0.3790,1317.2618,24.1034,1341.3651,1440,105,699,8.8511,0.999840
E5_low,0.5,inventory_gap,5200,6.0442,0.0329,6.1735,0.4159,0.7968,0.0151,0.7817,0.3809,1297.0441,24.7896,1321.8337,1440,106,698,8.8462,0.943333
E5_low,0.5,inventory_gap,5201,6.0433,0.0336,6.2416,0.4232,0.8014,0.0140,0.7874,0.3782,1287.4790,22.6194,1310.0985,1440,98,714,8.6513,0.994501
E5_low,0.5,inventory_gap,5202,6.0455,0.0339,6.2084,0.4039,0.8108,0.0176,0.7932,0.4069,1309.8830,28.7638,1338.6468,1440,109,706,9.0945,1.003129
E5_low,0.5,inventory_gap,5203,6.0440,0.0345,6.2042,0.4034,0.7934,0.0168,0.7766,0.3899,1304.3448,27.8202,1332.1650,1440,107,694,8.7905,0.974974
E5_low,0.5,inventory_gap,5204,6.0447,0.0334,6.2125,0.4112,0.8038,0.0122,0.7916,0.3926,1308.0904,20.0009,1328.0914,1440,100,716,8.9414,0.994026
E5_low,0.5,inventory_gap,5205,6.0449,0.0332,6.1761,0.4188,0.8147,0.0172,0.7975,0.3959,1296.6907,27.5971,1324.2879,1440,115,765,8.9745,1.002030
E5_low,0.5,inventory_gap,5206,6.0450,0.0340,6.1928,0.4168,0.8238,0.0167,0.8072,0.4070,1300.7963,26.6664,1327.4627,1440,115,725,9.0053,1.036392
E5_low,0.5,inventory_gap,5207,6.0442,0.0340,6.1803,0.4160,0.8079,0.0143,0.7936,0.3919,1302.4489,23.1223,1325.5712,1440,89,697,8.8274,1.007039
E5_low,0.5,inventory_gap,5208,6.0441,0.0330,6.1682,0.4171,0.7949,0.0167,0.7782,0.3778,1302.6180,27.6388,1330.2568,1440,103,698,8.8152,0.964679
E5_low,0.5,inventory_gap,5209,6.0443,0.0335,6.1891,0.4227,0.8127,0.0160,0.7966,0.3900,1301.0181,25.9700,1326.9881,1440,105,730,8.8555,1.016414
E5_low,0.5,inventory_gap,5210,6.0440,0.0343,6.2193,0.4093,0.7995,0.0159,0.7836,0.3902,1308.6958,26.3188,1335.0146,1440,109,716,8.8016,1.011841
E5_low,0.5,inventory_gap,5211,6.0463,0.0341,6.1985,0.4005,0.8216,0.0175,0.8041,0.4211,1321.8329,28.5080,1350.3409,1440,105,733,9.2617,1.016072
E5_low,0.5,inventory_gap,5212,6.0441,0.0333,6.1707,0.4182,0.7989,0.0147,0.7841,0.3807,1314.6103,24.4824,1339.0927,1440,108,730,8.8161,0.976210
E5_low,0.5,inventory_gap,5213,6.0440,0.0343,6.1945,0.4109,0.8032,0.0160,0.7872,0.3923,1296.7450,26.0875,1322.8325,1440,96,683,8.7985,0.995940
E5_low,0.5,inventory_gap,5214,6.0454,0.0344,6.1882,0.4079,0.8242,0.0175,0.8067,0.4163,1299.0212,28.0338,1327.0550,1440,98,685,9.0818,1.028102
E5_low,0.5,inventory_gap,5215,6.0450,0.0347,6.1844,0.4101,0.8218,0.0212,0.8006,0.4116,1301.3702,34.0429,1335.4131,1440,131,746,8.9988,1.043734
E5_low,0.5,inventory_gap,5216,6.0442,0.0342,6.2162,0.4066,0.7953,0.0143,0.7810,0.3887,1315.4455,23.7176,1339.1631,1440,93,729,8.8302,0.960811
E5_low,0.5,inventory_gap,5217,6.0468,0.0352,6.1863,0.3936,0.8374,0.0216,0.8158,0.4439,1307.2244,34.2946,1341.5190,1440,126,723,9.3591,1.032905
E5_low,0.5,inventory_gap,5218,6.0455,0.0340,6.1890,0.4090,0.8195,0.0164,0.8032,0.4106,1307.3855,26.3929,1333.7785,1440,97,712,9.0933,1.029186
E5_low,0.5,inventory_gap,5219,6.0452,0.0331,6.1764,0.4233,0.8229,0.0169,0.8060,0.3996,1306.7327,27.2695,1334.0022,1440,128,731,9.0410,1.014061
E5_low,0.5,inventory_gap,5220,6.0475,0.0358,6.2027,0.3823,0.8400,0.0221,0.8179,0.4577,1321.6668,35.4562,1357.1230,1440,135,736,9.4915,1.047923
E5_low,0.5,inventory_gap,5221,6.0463,0.0347,6.1799,0.4132,0.8523,0.0184,0.8339,0.4391,1294.2610,28.3079,1322.5689,1440,111,713,9.2615,1.057239
E5_low,0.5,inventory_gap,5222,6.0446,0.0337,6.1942,0.4088,0.7992,0.0152,0.7841,0.3905,1312.7455,25.0617,1337.8072,1440,107,680,8.9168,0.979510
E5_low,0.5,inventory_gap,5223,6.0456,0.0341,6.1846,0.4072,0.8167,0.0181,0.7986,0.4095,1322.2571,29.6915,1351.9487,1440,114,738,9.1148,1.018100
E5_low,0.5,inventory_gap,5224,6.0456,0.0355,6.2345,0.4084,0.8425,0.0202,0.8222,0.4340,1296.7799,31.5214,1328.3014,1440,117,684,9.1090,1.072548
E5_low,0.5,inventory_gap,5225,6.0453,0.0343,6.1967,0.4119,0.8241,0.0174,0.8067,0.4122,1303.4907,27.8576,1331.3483,1440,109,742,9.0475,1.033572
E5_low,0.5,inventory_gap,5226,6.0449,0.0337,6.2050,0.4012,0.7942,0.0184,0.7758,0.3930,1315.1311,30.7780,1345.9091,1440,121,720,8.9820,0.939865
E5_low,0.5,inventory_gap,5227,6.0446,0.0348,6.2243,0.4097,0.8177,0.0189,0.7987,0.4079,1297.3097,30.3462,1327.6559,1440,115,705,8.9252,1.015405
E5_low,0.5,inventory_gap,5228,6.0458,0.0350,6.2085,0.4076,0.8390,0.0185,0.8205,0.4314,1301.5664,29.1875,1330.7540,1440,119,718,9.1625,1.068630
E5_low,0.5,inventory_gap,5229,6.0457,0.0346,6.1974,0.3995,0.8164,0.0175,0.7989,0.4169,1318.3554,28.5424,1346.8978,1440,103,722,9.1317,1.008324
E5_low,0.5,inventory_gap,5230,6.0440,0.0339,6.1862,0.4121,0.7975,0.0162,0.7813,0.3854,1303.1348,26.7369,1329.8717,1440,117,736,8.7922,0.982263
E5_low,0.5,inventory_gap,5231,6.0452,0.0339,6.2405,0.4068,0.8104,0.0198,0.7906,0.4036,1305.9025,32.3563,1338.2588,1440,112,716,9.0433,1.003586
E5_low,0.5,inventory_gap,5232,6.0459,0.0332,6.1727,0.4094,0.8152,0.0176,0.7977,0.4058,1320.6615,28.7980,1349.4595,1440,122,721,9.1824,1.000498
E5_low,0.5,inventory_gap,5233,6.0460,0.0347,6.2196,0.3939,0.8142,0.0190,0.7952,0.4204,1324.8195,31.4030,1356.2225,1440,116,708,9.2033,1.001643
E5_low,0.5,inventory_gap,5234,6.0451,0.0351,6.1980,0.3913,0.8005,0.0149,0.7856,0.4092,1324.9754,24.9016,1349.8770,1440,104,692,9.0178,0.984271
E5_low,0.5,inventory_gap,5235,6.0460,0.0356,6.2065,0.3943,0.8281,0.0192,0.8089,0.4338,1314.6842,30.8748,1345.5590,1440,123,711,9.1965,1.025840
E5_low,0.5,inventory_gap,5236,6.0449,0.0341,6.2075,0.3983,0.7956,0.0171,0.7785,0.3973,1312.0270,28.5283,1340.5553,1440,104,724,8.9822,0.965184
E5_low,0.5,inventory_gap,5237,6.0429,0.0329,6.1768,0.4244,0.7838,0.0137,0.7701,0.3594,1308.1452,23.0188,1331.1640,1440,105,704,8.5825,0.935267
