scenario,policy,seed,avg_fee_bps,hedged_pnl,lp_vs_hold,fee_revenue,lvr,volume,arb_count,fundamental_count,final_external_price,final_pool_price,normal_hedged_pnl,toxic_hedged_pnl,normal_steps,toxic_steps
campbell_rl_normal,fixed_6bps,5000,6.0000,0.3952,-0.0659,0.8088,0.4136,1335.2036,234,1440,0.983827,0.983433,0.3952,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5001,6.0000,0.4287,-0.6403,0.8158,0.3871,1316.5611,201,1440,1.051250,1.050830,0.4287,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5002,6.0000,0.3936,-0.3686,0.7863,0.3927,1351.8556,230,1440,0.961971,0.961586,0.3936,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5003,6.0000,0.3889,-0.0431,0.8039,0.4150,1360.2520,231,1440,0.986914,0.986519,0.3889,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5004,6.0000,0.4042,-0.0012,0.8050,0.4008,1359.0513,234,1440,0.997765,0.997366,0.4042,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5005,6.0000,0.3985,-0.3187,0.8035,0.4050,1361.0879,231,1440,0.964613,0.964227,0.3985,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5006,6.0000,0.4166,-0.0755,0.7986,0.3820,1337.2054,212,1440,1.017455,1.017048,0.4166,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5007,6.0000,0.4033,-0.8147,0.8005,0.3971,1351.6072,214,1440,0.943726,0.943348,0.4033,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5008,6.0000,0.4220,-0.0707,0.8140,0.3920,1347.5295,223,1440,1.016892,1.016485,0.4220,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5009,6.0000,0.4209,-0.0182,0.8040,0.3831,1321.4633,203,1440,0.991477,0.991080,0.4209,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5010,6.0000,0.4154,-0.0124,0.7990,0.3836,1352.4203,207,1440,0.992961,0.992564,0.4154,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5011,6.0000,0.4080,-0.0916,0.8100,0.4020,1339.2966,216,1440,1.019242,1.018834,0.4080,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5012,6.0000,0.4052,0.0000,0.8171,0.4119,1353.7098,224,1440,1.000221,0.999821,0.4052,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5013,6.0000,0.4287,-0.0275,0.7978,0.3691,1330.1841,210,1440,0.989538,0.989142,0.4287,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5014,6.0000,0.4163,-0.0353,0.7941,0.3778,1348.4388,200,1440,0.988141,0.987746,0.4163,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5015,6.0000,0.4327,-0.4005,0.7871,0.3543,1348.4666,192,1440,0.960374,0.959990,0.4327,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5016,6.0000,0.3978,-0.1156,0.8036,0.4058,1351.2765,228,1440,0.978609,0.978217,0.3978,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5017,6.0000,0.4056,-0.0060,0.8148,0.4092,1354.1388,228,1440,1.004941,1.004539,0.4056,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5018,6.0000,0.4125,-0.0685,0.8173,0.4048,1343.5086,225,1440,0.983510,0.983117,0.4125,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5019,6.0000,0.4017,-1.9903,0.7745,0.3728,1362.8475,216,1440,0.912764,0.912399,0.4017,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5020,6.0000,0.3993,-0.0078,0.8107,0.4113,1342.8775,251,1440,1.005615,1.005213,0.3993,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5021,6.0000,0.4138,-0.1225,0.8252,0.4114,1325.7527,223,1440,1.022265,1.021856,0.4138,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5022,6.0000,0.4163,-0.0001,0.8050,0.3886,1346.6069,220,1440,1.000798,1.000397,0.4163,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5023,6.0000,0.3863,-0.2911,0.8069,0.4207,1369.0132,235,1440,0.966167,0.965781,0.3863,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5024,6.0000,0.4039,-0.0711,0.8038,0.3999,1334.8039,232,1440,0.983201,0.982808,0.4039,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5025,6.0000,0.4060,-0.3559,0.8184,0.4124,1367.4297,228,1440,1.038090,1.037675,0.4060,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5026,6.0000,0.4130,-0.6610,0.8204,0.4073,1345.6428,221,1440,1.052082,1.051661,0.4130,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5027,6.0000,0.4073,-0.0459,0.7973,0.3900,1330.1426,221,1440,0.986495,0.986100,0.4073,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5028,6.0000,0.4115,-0.0293,0.8172,0.4057,1330.9470,222,1440,1.010863,1.010458,0.4115,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5029,6.0000,0.4119,-0.0063,0.8111,0.3992,1343.0729,219,1440,1.005035,1.004633,0.4119,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5030,6.0000,0.4208,-0.0507,0.7981,0.3772,1333.7042,205,1440,1.014298,1.013892,0.4208,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5031,6.0000,0.4222,-0.3775,0.7831,0.3609,1343.2892,200,1440,0.961516,0.961131,0.4222,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5032,6.0000,0.4288,-0.0186,0.8040,0.3751,1314.4898,215,1440,1.008663,1.008259,0.4288,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5033,6.0000,0.3989,-0.4529,0.8249,0.4260,1349.7008,235,1440,1.043020,1.042603,0.3989,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5034,6.0000,0.4185,-0.3622,0.7937,0.3752,1326.0583,208,1440,0.962295,0.961910,0.4185,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5035,6.0000,0.4076,-0.2940,0.7841,0.3766,1337.7664,215,1440,0.965997,0.965610,0.4076,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5036,6.0000,0.4239,-0.0710,0.7933,0.3694,1335.7266,213,1440,0.983210,0.982816,0.4239,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5037,6.0000,0.4165,-1.2277,0.8426,0.4261,1356.2163,240,1440,1.071306,1.070877,0.4165,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5038,6.0000,0.4107,-1.0621,0.7915,0.3808,1351.0555,209,1440,0.935881,0.935507,0.4107,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5039,6.0000,0.4051,-0.6165,0.8029,0.3978,1334.3517,219,1440,0.950956,0.950575,0.4051,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5040,6.0000,0.4095,-0.1752,0.7964,0.3868,1353.1923,220,1440,0.973697,0.973307,0.4095,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5041,6.0000,0.4072,-0.2420,0.8204,0.4132,1348.2826,223,1440,1.031357,1.030944,0.4072,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5042,6.0000,0.4093,-0.0024,0.8116,0.4023,1347.1008,220,1440,0.996894,0.996495,0.4093,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5043,6.0000,0.3841,-0.0010,0.8114,0.4273,1359.3218,239,1440,0.997925,0.997525,0.3841,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5044,6.0000,0.3890,-0.3928,0.8104,0.4215,1368.2540,247,1440,0.960752,0.960368,0.3890,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5045,6.0000,0.4164,-3.5106,0.8509,0.4345,1327.0598,240,1440,1.122012,1.121563,0.4164,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5046,6.0000,0.3953,-0.0069,0.8134,0.4181,1363.8191,248,1440,0.994728,0.994330,0.3953,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5047,6.0000,0.4133,-0.0108,0.8055,0.3922,1340.0452,234,1440,0.993413,0.993015,0.4133,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5048,6.0000,0.4119,-0.8036,0.7885,0.3765,1334.9379,218,1440,0.944106,0.943728,0.4119,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5049,6.0000,0.3946,-0.0345,0.8063,0.4117,1351.6490,239,1440,0.988278,0.987883,0.3946,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5050,6.0000,0.4085,-0.3421,0.7953,0.3868,1332.7932,211,1440,0.963346,0.962960,0.4085,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5051,6.0000,0.4220,-0.6895,0.7771,0.3550,1327.2765,192,1440,0.948170,0.947791,0.4220,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5052,6.0000,0.3955,-0.1671,0.7984,0.4029,1354.1512,227,1440,0.974313,0.973923,0.3955,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5053,6.0000,0.4126,-0.0162,0.8120,0.3994,1346.3613,217,1440,1.008077,1.007674,0.4126,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5054,6.0000,0.3880,-0.9710,0.7977,0.4097,1358.4363,227,1440,0.938648,0.938273,0.3880,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5055,6.0000,0.4124,-1.1914,0.7791,0.3667,1335.2541,198,1440,0.932158,0.931785,0.4124,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5056,6.0000,0.4231,-0.0498,0.8038,0.3807,1354.0953,216,1440,0.985930,0.985535,0.4231,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5057,6.0000,0.3884,-1.2129,0.7887,0.4003,1365.1690,234,1440,0.931559,0.931186,0.3884,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5058,6.0000,0.4079,-1.6123,0.7673,0.3594,1350.4787,200,1440,0.921305,0.920936,0.4079,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5059,6.0000,0.3924,-0.1230,0.8168,0.4244,1362.3757,255,1440,1.022308,1.021899,0.3924,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5060,6.0000,0.4038,-0.8587,0.7736,0.3698,1355.3822,202,1440,0.942252,0.941875,0.4038,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5061,6.0000,0.4165,-0.8916,0.7807,0.3642,1340.8475,200,1440,0.941172,0.940795,0.4165,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5062,6.0000,0.4056,-0.1173,0.8204,0.4148,1345.3288,243,1440,1.021784,1.021375,0.4056,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5063,6.0000,0.4141,-0.0019,0.8058,0.3918,1341.9904,222,1440,1.002799,1.002398,0.4141,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5064,6.0000,0.4043,-0.0036,0.8185,0.4142,1363.6425,230,1440,1.003824,1.003423,0.4043,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5065,6.0000,0.4118,0.0000,0.8087,0.3969,1344.3874,222,1440,1.000316,0.999916,0.4118,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5066,6.0000,0.4101,-0.4756,0.8250,0.4149,1350.6262,243,1440,1.044096,1.043678,0.4101,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5067,6.0000,0.4118,-0.4993,0.8284,0.4165,1343.1501,235,1440,1.045191,1.044773,0.4118,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5068,6.0000,0.4243,-0.1721,0.7874,0.3631,1334.6681,201,1440,0.973935,0.973545,0.4243,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5069,6.0000,0.3870,-0.1347,0.8062,0.4192,1346.9392,216,1440,0.976918,0.976527,0.3870,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5070,6.0000,0.4122,-0.0669,0.8136,0.4014,1357.3831,211,1440,1.016435,1.016028,0.4122,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5071,6.0000,0.3964,-3.3273,0.8595,0.4631,1345.5783,248,1440,1.118694,1.118246,0.3964,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5072,6.0000,0.4055,-0.0266,0.8210,0.4155,1345.3681,231,1440,1.010340,1.009936,0.4055,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5073,6.0000,0.3983,-0.0467,0.8185,0.4201,1351.0260,232,1440,1.013725,1.013319,0.3983,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5074,6.0000,0.3837,-0.3328,0.8010,0.4173,1353.1934,252,1440,0.963846,0.963460,0.3837,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5075,6.0000,0.4346,-1.2787,0.8343,0.3996,1323.3091,223,1440,1.072797,1.072367,0.4346,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5076,6.0000,0.3917,-0.0015,0.8159,0.4241,1363.5823,243,1440,1.002513,1.002111,0.3917,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5077,6.0000,0.4142,-0.2361,0.7924,0.3782,1352.3899,215,1440,0.969505,0.969117,0.4142,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5078,6.0000,0.4004,-0.5746,0.8289,0.4286,1372.9169,236,1440,1.048520,1.048100,0.4004,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5079,6.0000,0.4110,-0.0591,0.7961,0.3851,1334.6793,223,1440,0.984680,0.984286,0.4110,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5080,6.0000,0.4153,-0.1246,0.7893,0.3740,1329.9100,208,1440,0.977794,0.977403,0.4153,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5081,6.0000,0.3889,-0.1832,0.8003,0.4113,1364.3508,233,1440,0.973109,0.972719,0.3889,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5082,6.0000,0.3993,-0.3083,0.7984,0.3991,1359.2318,243,1440,0.965192,0.964805,0.3993,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5083,6.0000,0.3948,-0.0155,0.8250,0.4301,1359.2422,229,1440,1.007892,1.007489,0.3948,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5084,6.0000,0.4155,-0.3450,0.7919,0.3763,1324.5541,201,1440,0.963193,0.962808,0.4155,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5085,6.0000,0.4052,-0.0051,0.8086,0.4034,1355.8341,221,1440,0.995481,0.995083,0.4052,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5086,6.0000,0.4204,-0.0005,0.7958,0.3754,1364.4378,204,1440,0.998493,0.998093,0.4204,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5087,6.0000,0.4203,-0.2947,0.7874,0.3672,1353.1413,203,1440,0.965961,0.965574,0.4203,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5088,6.0000,0.4235,-1.5220,0.8395,0.4160,1325.5906,235,1440,1.079549,1.079117,0.4235,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5089,6.0000,0.4148,-0.0005,0.8047,0.3899,1353.6022,221,1440,0.998549,0.998150,0.4148,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5090,6.0000,0.4186,-2.1210,0.8400,0.4214,1349.2833,231,1440,1.094230,1.093792,0.4186,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5091,6.0000,0.4121,-0.0253,0.8161,0.4039,1346.7412,228,1440,1.010097,1.009693,0.4121,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5092,6.0000,0.4045,-0.1596,0.8045,0.4000,1340.9085,224,1440,0.974891,0.974501,0.4045,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5093,6.0000,0.3990,-0.0070,0.8127,0.4137,1344.5964,229,1440,0.994710,0.994312,0.3990,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5094,6.0000,0.4086,-0.3208,0.8177,0.4091,1353.9820,224,1440,1.036146,1.035731,0.4086,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5095,6.0000,0.4180,-1.0210,0.8263,0.4083,1325.6055,217,1440,1.064929,1.064503,0.4180,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5096,6.0000,0.4159,-0.2457,0.7993,0.3834,1336.7213,225,1440,0.968893,0.968505,0.4159,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5097,6.0000,0.4107,-0.0403,0.8107,0.3999,1344.1500,208,1440,1.012744,1.012338,0.4107,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5098,6.0000,0.4049,-0.0517,0.8164,0.4114,1339.3279,229,1440,1.014440,1.014034,0.4049,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5099,6.0000,0.3811,-0.4898,0.8024,0.4214,1372.2780,241,1440,0.956223,0.955841,0.3811,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5100,6.0000,0.4247,-0.0586,0.8124,0.3877,1328.5951,223,1440,0.984744,0.984350,0.4247,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5101,6.0000,0.3897,-0.0372,0.8137,0.4241,1351.8673,244,1440,0.987833,0.987437,0.3897,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5102,6.0000,0.3915,-0.5888,0.8321,0.4406,1363.9928,241,1440,1.049120,1.048700,0.3915,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5103,6.0000,0.4067,-0.0428,0.8022,0.3955,1360.2771,232,1440,0.986958,0.986563,0.4067,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5104,6.0000,0.4064,-0.4361,0.8382,0.4317,1338.2901,234,1440,1.042206,1.041789,0.4064,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5105,6.0000,0.4079,-0.2672,0.8166,0.4087,1356.2849,219,1440,1.032965,1.032552,0.4079,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5106,6.0000,0.4274,-0.0001,0.8111,0.3836,1337.9039,215,1440,1.000608,1.000208,0.4274,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5107,6.0000,0.4054,-0.7488,0.7881,0.3828,1360.5475,224,1440,0.946020,0.945642,0.4054,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5108,6.0000,0.3923,-0.0688,0.8148,0.4225,1363.7751,238,1440,1.016659,1.016252,0.3923,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5109,6.0000,0.4047,-1.2694,0.8351,0.4304,1343.5703,252,1440,1.072528,1.072099,0.4047,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5110,6.0000,0.4004,-0.0789,0.8147,0.4143,1366.9540,239,1440,1.017848,1.017441,0.4004,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5111,6.0000,0.4118,-0.8956,0.8299,0.4181,1339.3247,238,1440,1.060751,1.060327,0.4118,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5112,6.0000,0.4283,-0.3772,0.8034,0.3751,1338.8795,212,1440,1.039222,1.038806,0.4283,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5113,6.0000,0.4271,-0.0247,0.8208,0.3937,1346.2750,216,1440,1.009970,1.009566,0.4271,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5114,6.0000,0.4184,-0.0570,0.8064,0.3880,1334.6282,220,1440,0.984953,0.984559,0.4184,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5115,6.0000,0.4108,-1.3447,0.8264,0.4156,1342.1767,238,1440,1.074685,1.074255,0.4108,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5116,6.0000,0.4102,-0.3293,0.7972,0.3869,1354.1561,213,1440,0.964035,0.963649,0.4102,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5117,6.0000,0.3902,-0.0038,0.8294,0.4392,1368.1479,256,1440,1.003943,1.003541,0.3902,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5118,6.0000,0.4116,-0.1591,0.8001,0.3885,1346.6044,218,1440,0.974926,0.974535,0.4116,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5119,6.0000,0.4145,-0.5089,0.8217,0.4073,1348.8262,239,1440,1.045628,1.045210,0.4145,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5120,6.0000,0.4106,-0.1722,0.8162,0.4057,1350.8890,225,1440,1.026422,1.026011,0.4106,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5121,6.0000,0.3994,-0.0547,0.8076,0.4082,1346.2537,233,1440,0.985251,0.984857,0.3994,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5122,6.0000,0.4209,-0.0556,0.8024,0.3814,1358.3511,232,1440,1.014980,1.014573,0.4209,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5123,6.0000,0.4222,-1.0493,0.8327,0.4105,1341.4899,207,1440,1.065837,1.065410,0.4222,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5124,6.0000,0.4196,-0.1513,0.8131,0.3935,1345.2897,214,1440,1.024755,1.024345,0.4196,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5125,6.0000,0.4126,-2.6567,0.8376,0.4250,1335.8753,224,1440,1.105745,1.105302,0.4126,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5126,6.0000,0.3942,-0.3914,0.7982,0.4040,1350.9953,234,1440,0.960821,0.960436,0.3942,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5127,6.0000,0.4306,-0.0009,0.8112,0.3806,1325.1273,208,1440,0.998050,0.997650,0.4306,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5128,6.0000,0.4186,-0.1607,0.7816,0.3630,1329.0839,211,1440,0.974808,0.974418,0.4186,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5129,6.0000,0.4008,-1.0254,0.7803,0.3795,1351.0636,218,1440,0.936980,0.936605,0.4008,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5130,6.0000,0.4051,-0.0757,0.8026,0.3975,1344.7392,240,1440,0.982667,0.982274,0.4051,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5131,6.0000,0.4071,-1.1109,0.7931,0.3859,1354.2737,238,1440,0.934450,0.934076,0.4071,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5132,6.0000,0.3942,-0.2224,0.8225,0.4284,1371.4797,237,1440,1.030052,1.029640,0.3942,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5133,6.0000,0.4197,-0.0784,0.8115,0.3919,1340.9084,211,1440,0.982368,0.981975,0.4197,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5134,6.0000,0.4253,-1.6534,0.7758,0.3505,1356.0215,190,1440,0.920329,0.919961,0.4253,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5135,6.0000,0.4047,-0.0345,0.8091,0.4044,1355.5397,244,1440,1.011788,1.011383,0.4047,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5136,6.0000,0.4151,-0.0039,0.8101,0.3950,1349.5630,219,1440,1.003998,1.003596,0.4151,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5137,6.0000,0.4192,-0.0003,0.8134,0.3942,1342.1530,226,1440,0.998920,0.998520,0.4192,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5138,6.0000,0.4063,-0.0053,0.8123,0.4060,1361.4377,226,1440,1.004641,1.004239,0.4063,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5139,6.0000,0.4190,-0.4801,0.7867,0.3677,1343.6079,211,1440,0.956657,0.956274,0.4190,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5140,6.0000,0.4183,-0.5013,0.7805,0.3622,1337.1074,198,1440,0.955722,0.955339,0.4183,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5141,6.0000,0.4156,-0.0477,0.8045,0.3888,1339.5681,225,1440,1.013869,1.013463,0.4156,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5142,6.0000,0.4206,-1.3728,0.8358,0.4152,1349.1449,228,1440,1.075476,1.075045,0.4206,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5143,6.0000,0.4145,-0.0089,0.7948,0.3803,1344.4027,220,1440,1.005973,1.005571,0.4145,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5144,6.0000,0.3980,-0.0127,0.8131,0.4151,1355.7571,243,1440,1.007153,1.006750,0.3980,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5145,6.0000,0.4167,-0.1991,0.8280,0.4113,1337.1390,224,1440,1.028422,1.028010,0.4167,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5146,6.0000,0.4158,-0.1532,0.8050,0.3892,1345.3341,221,1440,0.975398,0.975008,0.4158,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5147,6.0000,0.4221,-0.0465,0.7966,0.3745,1347.2767,216,1440,0.986399,0.986004,0.4221,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5148,6.0000,0.4042,-0.6290,0.7994,0.3952,1356.4337,221,1440,0.950467,0.950086,0.4042,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5149,6.0000,0.3909,-2.1736,0.7787,0.3878,1370.0853,221,1440,0.908929,0.908565,0.3909,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5150,6.0000,0.3955,-0.0069,0.8089,0.4134,1372.0263,238,1440,0.994745,0.994346,0.3955,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5151,6.0000,0.4093,-1.9990,0.7854,0.3761,1335.4563,216,1440,0.912577,0.912212,0.4093,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5152,6.0000,0.4188,-0.0018,0.8013,0.3824,1338.8215,230,1440,1.002689,1.002287,0.4188,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5153,6.0000,0.3940,-0.6124,0.8401,0.4461,1345.6279,256,1440,1.050109,1.049689,0.3940,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5154,6.0000,0.4075,-0.0365,0.8143,0.4068,1354.8901,219,1440,0.987941,0.987546,0.4075,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5155,6.0000,0.4314,-0.0108,0.8054,0.3740,1322.3814,197,1440,1.006596,1.006193,0.4314,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5156,6.0000,0.4259,-0.0201,0.7978,0.3718,1340.1767,214,1440,0.991039,0.990642,0.4259,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5157,6.0000,0.4357,-0.4719,0.8325,0.3968,1333.8874,220,1440,1.043921,1.043504,0.4357,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5158,6.0000,0.4060,-0.6865,0.8287,0.4227,1344.7436,232,1440,1.053090,1.052668,0.4060,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5159,6.0000,0.4064,-0.9645,0.7866,0.3802,1343.5933,207,1440,0.938851,0.938475,0.4064,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5160,6.0000,0.4254,-0.2225,0.8274,0.4021,1336.8128,222,1440,1.030056,1.029643,0.4254,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5161,6.0000,0.4221,-0.9010,0.7783,0.3562,1337.9718,210,1440,0.940866,0.940490,0.4221,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5162,6.0000,0.4050,-0.0231,0.8153,0.4103,1342.7758,221,1440,1.009637,1.009233,0.4050,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5163,6.0000,0.4063,-0.4061,0.8363,0.4300,1367.8660,231,1440,1.040713,1.040297,0.4063,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5164,6.0000,0.4033,-0.1036,0.8203,0.4170,1363.2325,244,1440,1.020462,1.020054,0.4033,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5165,6.0000,0.4240,-0.0880,0.8039,0.3799,1349.1243,218,1440,0.981323,0.980930,0.4240,0.0000,1440,0
campbell_rl_normal,fixed_6bps,5166,6.0000,0.4082,-0.1840,0.8276,0.4194,1348.3669,235,1440,1.027320,1.026909,0.4082,0.0000,1440,0
