scenario,policy,seed,hedged_pnl,fee_revenue,lvr,volume,arb_volume,fund_volume,avg_fee_bps
campbell_rl_normal,fixed_1bps,5000,-0.147083,0.262677,0.409760,2601.957300,249.131389,2352.825911,1.0000
campbell_rl_normal,fixed_1bps,5001,-0.132546,0.267608,0.400154,2591.107428,242.088940,2349.018488,1.0000
campbell_rl_normal,fixed_1bps,5002,-0.127382,0.255871,0.383253,2639.336689,244.138551,2395.198138,1.0000
campbell_rl_normal,fixed_1bps,5003,-0.151921,0.259465,0.411386,2634.424111,250.881433,2383.542677,1.0000
campbell_rl_normal,fixed_1bps,5004,-0.139435,0.260311,0.399747,2637.062026,249.708794,2387.353231,1.0000
campbell_rl_normal,fixed_1bps,5005,-0.136983,0.258540,0.395523,2627.467796,243.362046,2384.105750,1.0000
campbell_rl_normal,fixed_1bps,5006,-0.124514,0.261618,0.386133,2628.199039,236.577036,2391.622003,1.0000
campbell_rl_normal,fixed_1bps,5007,-0.124811,0.257825,0.382636,2612.178548,238.056082,2374.122466,1.0000
campbell_rl_normal,fixed_1bps,5008,-0.133163,0.263357,0.396520,2616.017703,238.405270,2377.612434,1.0000
campbell_rl_normal,fixed_1bps,5009,-0.118442,0.262671,0.381114,2590.075906,233.242718,2356.833188,1.0000
campbell_rl_normal,fixed_1bps,5010,-0.122708,0.259234,0.381942,2632.847632,239.419766,2393.427866,1.0000
campbell_rl_normal,fixed_1bps,5011,-0.143206,0.263619,0.406825,2615.010173,247.611548,2367.398625,1.0000
campbell_rl_normal,fixed_1bps,5012,-0.149303,0.262416,0.411719,2608.392911,246.525915,2361.866996,1.0000
campbell_rl_normal,fixed_1bps,5013,-0.105522,0.261103,0.366626,2612.294710,227.772731,2384.521979,1.0000
campbell_rl_normal,fixed_1bps,5014,-0.116564,0.258315,0.374879,2631.680285,236.081642,2395.598643,1.0000
campbell_rl_normal,fixed_1bps,5015,-0.088046,0.256120,0.344166,2632.247566,225.229576,2407.017990,1.0000
campbell_rl_normal,fixed_1bps,5016,-0.140508,0.259801,0.400309,2621.259027,243.853512,2377.405515,1.0000
campbell_rl_normal,fixed_1bps,5017,-0.148375,0.261864,0.410239,2611.238824,248.878813,2362.360011,1.0000
campbell_rl_normal,fixed_1bps,5018,-0.137121,0.263248,0.400368,2596.360746,241.794631,2354.566115,1.0000
campbell_rl_normal,fixed_1bps,5019,-0.098744,0.250977,0.349721,2648.945279,231.543092,2417.402187,1.0000
campbell_rl_normal,fixed_1bps,5020,-0.150206,0.262675,0.412880,2610.913002,249.301957,2361.611045,1.0000
campbell_rl_normal,fixed_1bps,5021,-0.150236,0.266788,0.417024,2571.342868,245.075808,2326.267060,1.0000
campbell_rl_normal,fixed_1bps,5022,-0.127370,0.261287,0.388657,2622.471882,239.937054,2382.534829,1.0000
campbell_rl_normal,fixed_1bps,5023,-0.153793,0.258620,0.412413,2632.415257,252.503753,2379.911504,1.0000
campbell_rl_normal,fixed_1bps,5024,-0.134946,0.260703,0.395648,2597.336213,244.466741,2352.869472,1.0000
campbell_rl_normal,fixed_1bps,5025,-0.158084,0.263580,0.421664,2642.406192,256.901093,2385.505099,1.0000
campbell_rl_normal,fixed_1bps,5026,-0.154647,0.265923,0.420570,2616.899078,249.214735,2367.684343,1.0000
campbell_rl_normal,fixed_1bps,5027,-0.126266,0.260395,0.386661,2606.542970,239.972039,2366.570931,1.0000
campbell_rl_normal,fixed_1bps,5028,-0.142912,0.265411,0.408323,2593.711636,242.956094,2350.755542,1.0000
campbell_rl_normal,fixed_1bps,5029,-0.137952,0.262711,0.400663,2610.341297,241.635789,2368.705507,1.0000
campbell_rl_normal,fixed_1bps,5030,-0.119325,0.261090,0.380415,2617.789426,239.123269,2378.666157,1.0000
campbell_rl_normal,fixed_1bps,5031,-0.095688,0.255801,0.351488,2632.498041,225.286666,2407.211375,1.0000
campbell_rl_normal,fixed_1bps,5032,-0.113328,0.264257,0.377585,2592.360964,231.657287,2360.703676,1.0000
campbell_rl_normal,fixed_1bps,5033,-0.170554,0.266508,0.437062,2616.108381,256.366835,2359.741546,1.0000
campbell_rl_normal,fixed_1bps,5034,-0.105943,0.259525,0.365468,2601.540723,230.757615,2370.783108,1.0000
campbell_rl_normal,fixed_1bps,5035,-0.110940,0.256639,0.367578,2627.575519,236.528583,2391.046935,1.0000
campbell_rl_normal,fixed_1bps,5036,-0.105615,0.259207,0.364822,2618.827505,233.118808,2385.708697,1.0000
campbell_rl_normal,fixed_1bps,5037,-0.173436,0.270296,0.443732,2609.728577,253.222196,2356.506381,1.0000
campbell_rl_normal,fixed_1bps,5038,-0.109088,0.255795,0.364883,2619.851840,234.995783,2384.856057,1.0000
campbell_rl_normal,fixed_1bps,5039,-0.125027,0.259994,0.385021,2592.692367,237.466342,2355.226026,1.0000
campbell_rl_normal,fixed_1bps,5040,-0.122412,0.258067,0.380479,2631.513354,240.574458,2390.938896,1.0000
campbell_rl_normal,fixed_1bps,5041,-0.155759,0.265280,0.421038,2615.804095,246.400073,2369.404022,1.0000
campbell_rl_normal,fixed_1bps,5042,-0.138973,0.262564,0.401537,2614.767428,243.770055,2370.997373,1.0000
campbell_rl_normal,fixed_1bps,5043,-0.165282,0.261554,0.426836,2628.899565,257.717788,2371.181778,1.0000
campbell_rl_normal,fixed_1bps,5044,-0.152468,0.259269,0.411737,2626.918932,254.682704,2372.236228,1.0000
campbell_rl_normal,fixed_1bps,5045,-0.188037,0.276016,0.464054,2582.447659,258.397029,2324.050630,1.0000
campbell_rl_normal,fixed_1bps,5046,-0.155307,0.261831,0.417138,2633.688949,254.120763,2379.568185,1.0000
campbell_rl_normal,fixed_1bps,5047,-0.129107,0.261626,0.390733,2611.708067,240.731820,2370.976248,1.0000
campbell_rl_normal,fixed_1bps,5048,-0.105681,0.256942,0.362623,2610.487666,233.700170,2376.787495,1.0000
campbell_rl_normal,fixed_1bps,5049,-0.148390,0.260919,0.409310,2624.456080,249.937294,2374.518785,1.0000
campbell_rl_normal,fixed_1bps,5050,-0.118289,0.259157,0.377446,2606.076273,235.280210,2370.796064,1.0000
campbell_rl_normal,fixed_1bps,5051,-0.086467,0.255594,0.342061,2619.432162,220.701558,2398.730604,1.0000
campbell_rl_normal,fixed_1bps,5052,-0.138152,0.258233,0.396386,2628.238322,246.310839,2381.927482,1.0000
campbell_rl_normal,fixed_1bps,5053,-0.139189,0.262243,0.401431,2608.889824,243.535089,2365.354734,1.0000
campbell_rl_normal,fixed_1bps,5054,-0.137342,0.256624,0.393967,2622.032545,249.424548,2372.607997,1.0000
campbell_rl_normal,fixed_1bps,5055,-0.094971,0.254178,0.349150,2613.806119,228.448341,2385.357778,1.0000
campbell_rl_normal,fixed_1bps,5056,-0.116911,0.259806,0.376717,2626.092767,235.678877,2390.413889,1.0000
campbell_rl_normal,fixed_1bps,5057,-0.128607,0.254158,0.382764,2639.129716,247.508530,2391.621187,1.0000
campbell_rl_normal,fixed_1bps,5058,-0.088489,0.250797,0.339286,2648.466285,227.672618,2420.793667,1.0000
campbell_rl_normal,fixed_1bps,5059,-0.166624,0.263392,0.430016,2635.498098,259.245467,2376.252631,1.0000
campbell_rl_normal,fixed_1bps,5060,-0.102550,0.252206,0.354755,2650.958037,235.813730,2415.144307,1.0000
campbell_rl_normal,fixed_1bps,5061,-0.094228,0.255013,0.349241,2628.076738,231.728028,2396.348710,1.0000
campbell_rl_normal,fixed_1bps,5062,-0.154653,0.265559,0.420212,2613.046132,250.044733,2363.001399,1.0000
campbell_rl_normal,fixed_1bps,5063,-0.130393,0.261866,0.392259,2616.430176,242.080354,2374.349822,1.0000
campbell_rl_normal,fixed_1bps,5064,-0.152875,0.262200,0.415075,2620.841453,249.498452,2371.343000,1.0000
campbell_rl_normal,fixed_1bps,5065,-0.134833,0.262229,0.397062,2615.572080,242.540476,2373.031604,1.0000
campbell_rl_normal,fixed_1bps,5066,-0.159355,0.266185,0.425541,2614.227675,254.173881,2360.053793,1.0000
campbell_rl_normal,fixed_1bps,5067,-0.160407,0.267523,0.427930,2602.593973,250.507165,2352.086808,1.0000
campbell_rl_normal,fixed_1bps,5068,-0.098320,0.257920,0.356240,2623.149853,225.457757,2397.692095,1.0000
campbell_rl_normal,fixed_1bps,5069,-0.151363,0.261465,0.412829,2620.658191,244.953115,2375.705076,1.0000
campbell_rl_normal,fixed_1bps,5070,-0.142596,0.262552,0.405148,2628.083914,241.264672,2386.819242,1.0000
campbell_rl_normal,fixed_1bps,5071,-0.216509,0.275552,0.492061,2588.221151,271.059598,2317.161553,1.0000
campbell_rl_normal,fixed_1bps,5072,-0.152844,0.264867,0.417711,2604.205441,251.993719,2352.211722,1.0000
campbell_rl_normal,fixed_1bps,5073,-0.159413,0.263727,0.423140,2611.984307,250.166582,2361.817725,1.0000
campbell_rl_normal,fixed_1bps,5074,-0.148992,0.258834,0.407826,2623.555030,250.216224,2373.338806,1.0000
campbell_rl_normal,fixed_1bps,5075,-0.145587,0.271640,0.417228,2584.953260,242.563280,2342.389980,1.0000
campbell_rl_normal,fixed_1bps,5076,-0.163118,0.261643,0.424761,2624.279917,258.637959,2365.641958,1.0000
campbell_rl_normal,fixed_1bps,5077,-0.113503,0.257254,0.370757,2633.842474,236.241313,2397.601161,1.0000
campbell_rl_normal,fixed_1bps,5078,-0.175185,0.265357,0.440542,2636.907392,261.301778,2375.605614,1.0000
campbell_rl_normal,fixed_1bps,5079,-0.121407,0.259536,0.380942,2610.877850,236.860012,2374.017838,1.0000
campbell_rl_normal,fixed_1bps,5080,-0.109050,0.259328,0.368378,2622.139094,231.733630,2390.405465,1.0000
campbell_rl_normal,fixed_1bps,5081,-0.146774,0.257715,0.404490,2636.037897,251.647826,2384.390071,1.0000
campbell_rl_normal,fixed_1bps,5082,-0.132977,0.257438,0.390416,2629.888510,248.468716,2381.419794,1.0000
campbell_rl_normal,fixed_1bps,5083,-0.167677,0.264189,0.431866,2611.862694,254.833289,2357.029406,1.0000
campbell_rl_normal,fixed_1bps,5084,-0.107774,0.258870,0.366644,2598.438796,228.576840,2369.861956,1.0000
campbell_rl_normal,fixed_1bps,5085,-0.140407,0.261537,0.401943,2631.348295,246.597625,2384.750670,1.0000
campbell_rl_normal,fixed_1bps,5086,-0.116972,0.258028,0.375000,2654.971862,236.597288,2418.374574,1.0000
campbell_rl_normal,fixed_1bps,5087,-0.102042,0.256103,0.358145,2640.486204,233.872801,2406.613403,1.0000
campbell_rl_normal,fixed_1bps,5088,-0.162472,0.272919,0.435391,2585.343450,249.054109,2336.289342,1.0000
campbell_rl_normal,fixed_1bps,5089,-0.129529,0.260355,0.389884,2628.046885,242.548233,2385.498652,1.0000
campbell_rl_normal,fixed_1bps,5090,-0.173663,0.270988,0.444651,2611.375496,255.247586,2356.127910,1.0000
campbell_rl_normal,fixed_1bps,5091,-0.142355,0.263777,0.406132,2611.849837,246.649499,2365.200338,1.0000
campbell_rl_normal,fixed_1bps,5092,-0.132000,0.261464,0.393464,2615.138649,241.430198,2373.708452,1.0000
campbell_rl_normal,fixed_1bps,5093,-0.150385,0.262053,0.412438,2601.435064,246.529290,2354.905774,1.0000
campbell_rl_normal,fixed_1bps,5094,-0.153783,0.263903,0.417686,2621.593988,252.009045,2369.584944,1.0000
campbell_rl_normal,fixed_1bps,5095,-0.154343,0.269484,0.423826,2593.907553,246.005928,2347.901625,1.0000
campbell_rl_normal,fixed_1bps,5096,-0.115480,0.260250,0.375730,2611.346099,235.368720,2375.977379,1.0000
campbell_rl_normal,fixed_1bps,5097,-0.140628,0.262506,0.403134,2611.477771,245.368922,2366.108849,1.0000
campbell_rl_normal,fixed_1bps,5098,-0.150311,0.264719,0.415029,2605.703316,248.273427,2357.429889,1.0000
campbell_rl_normal,fixed_1bps,5099,-0.152541,0.257102,0.409643,2638.107283,256.287105,2381.820178,1.0000
campbell_rl_normal,fixed_1bps,5100,-0.120185,0.263870,0.384055,2589.171750,236.917483,2352.254267,1.0000
campbell_rl_normal,fixed_1bps,5101,-0.159439,0.261329,0.420768,2604.854138,251.966120,2352.888018,1.0000
campbell_rl_normal,fixed_1bps,5102,-0.185504,0.266601,0.452105,2622.347189,263.299485,2359.047704,1.0000
campbell_rl_normal,fixed_1bps,5103,-0.133280,0.259052,0.392332,2635.599942,244.585907,2391.014036,1.0000
campbell_rl_normal,fixed_1bps,5104,-0.172531,0.269742,0.442273,2583.566523,252.413144,2331.153379,1.0000
campbell_rl_normal,fixed_1bps,5105,-0.153020,0.263878,0.416898,2629.607087,248.554852,2381.052235,1.0000
campbell_rl_normal,fixed_1bps,5106,-0.120839,0.262997,0.383836,2603.115862,233.022712,2370.093149,1.0000
campbell_rl_normal,fixed_1bps,5107,-0.114476,0.254857,0.369333,2639.755249,240.088176,2399.667073,1.0000
campbell_rl_normal,fixed_1bps,5108,-0.163904,0.262413,0.426316,2635.381297,258.269105,2377.112192,1.0000
campbell_rl_normal,fixed_1bps,5109,-0.177728,0.270042,0.447770,2606.503879,259.877925,2346.625954,1.0000
campbell_rl_normal,fixed_1bps,5110,-0.156212,0.262484,0.418696,2642.038468,254.595706,2387.442762,1.0000
campbell_rl_normal,fixed_1bps,5111,-0.164047,0.268989,0.433036,2604.393220,254.182335,2350.210884,1.0000
campbell_rl_normal,fixed_1bps,5112,-0.121728,0.263088,0.384816,2631.072499,238.862883,2392.209617,1.0000
campbell_rl_normal,fixed_1bps,5113,-0.131282,0.264728,0.396010,2605.715460,239.315418,2366.400042,1.0000
campbell_rl_normal,fixed_1bps,5114,-0.122159,0.261866,0.384025,2600.332300,236.287115,2364.045185,1.0000
campbell_rl_normal,fixed_1bps,5115,-0.165143,0.268751,0.433894,2619.344276,255.276080,2364.068196,1.0000
campbell_rl_normal,fixed_1bps,5116,-0.120438,0.257446,0.377884,2623.758495,239.026372,2384.732123,1.0000
campbell_rl_normal,fixed_1bps,5117,-0.176053,0.264362,0.440415,2616.561765,256.978044,2359.583721,1.0000
campbell_rl_normal,fixed_1bps,5118,-0.122189,0.259198,0.381387,2617.587215,240.519786,2377.067429,1.0000
campbell_rl_normal,fixed_1bps,5119,-0.152244,0.266012,0.418256,2620.123247,249.621887,2370.501360,1.0000
campbell_rl_normal,fixed_1bps,5120,-0.147367,0.264609,0.411976,2627.183747,250.652018,2376.531729,1.0000
campbell_rl_normal,fixed_1bps,5121,-0.143650,0.261199,0.404849,2612.245613,248.273119,2363.972494,1.0000
campbell_rl_normal,fixed_1bps,5122,-0.124595,0.260683,0.385278,2648.303123,244.549236,2403.753887,1.0000
campbell_rl_normal,fixed_1bps,5123,-0.157358,0.269294,0.426652,2603.001936,249.476589,2353.525347,1.0000
campbell_rl_normal,fixed_1bps,5124,-0.135520,0.264302,0.399822,2623.617552,241.462404,2382.155148,1.0000
campbell_rl_normal,fixed_1bps,5125,-0.178605,0.272335,0.450939,2606.151714,257.990383,2348.161331,1.0000
campbell_rl_normal,fixed_1bps,5126,-0.135410,0.258776,0.394186,2628.076734,243.638480,2384.438254,1.0000
campbell_rl_normal,fixed_1bps,5127,-0.116193,0.263682,0.379876,2584.691748,228.934716,2355.757033,1.0000
campbell_rl_normal,fixed_1bps,5128,-0.099560,0.257545,0.357104,2627.159938,230.250833,2396.909105,1.0000
campbell_rl_normal,fixed_1bps,5129,-0.109280,0.253924,0.363203,2637.596680,233.775080,2403.821600,1.0000
campbell_rl_normal,fixed_1bps,5130,-0.132420,0.260209,0.392629,2615.926394,241.686172,2374.240222,1.0000
campbell_rl_normal,fixed_1bps,5131,-0.113056,0.255972,0.369029,2622.783018,236.447631,2386.335387,1.0000
campbell_rl_normal,fixed_1bps,5132,-0.172628,0.263240,0.435867,2633.323688,261.257834,2372.065853,1.0000
campbell_rl_normal,fixed_1bps,5133,-0.124716,0.262046,0.386761,2598.203454,238.850283,2359.353171,1.0000
campbell_rl_normal,fixed_1bps,5134,-0.078320,0.252065,0.330385,2643.258473,218.945512,2424.312961,1.0000
campbell_rl_normal,fixed_1bps,5135,-0.145535,0.261619,0.407153,2629.782699,250.952973,2378.829726,1.0000
campbell_rl_normal,fixed_1bps,5136,-0.134268,0.262198,0.396466,2620.852844,239.972807,2380.880036,1.0000
campbell_rl_normal,fixed_1bps,5137,-0.130395,0.263413,0.393809,2607.758778,240.203023,2367.555755,1.0000
campbell_rl_normal,fixed_1bps,5138,-0.145570,0.261295,0.406865,2627.796187,245.205485,2382.590702,1.0000
campbell_rl_normal,fixed_1bps,5139,-0.100431,0.256407,0.356838,2627.709146,228.384552,2399.324594,1.0000
campbell_rl_normal,fixed_1bps,5140,-0.095321,0.255558,0.350879,2626.209060,231.705386,2394.503674,1.0000
campbell_rl_normal,fixed_1bps,5141,-0.129680,0.262409,0.392089,2621.927534,240.924098,2381.003436,1.0000
campbell_rl_normal,fixed_1bps,5142,-0.164352,0.269236,0.433587,2607.907614,252.283264,2355.624350,1.0000
campbell_rl_normal,fixed_1bps,5143,-0.121743,0.259516,0.381258,2633.986823,241.330864,2392.655959,1.0000
campbell_rl_normal,fixed_1bps,5144,-0.154246,0.262438,0.416684,2625.575863,252.373256,2373.202607,1.0000
campbell_rl_normal,fixed_1bps,5145,-0.150766,0.267452,0.418218,2591.575724,246.016970,2345.558754,1.0000
campbell_rl_normal,fixed_1bps,5146,-0.122524,0.260970,0.383494,2616.878701,234.711882,2382.166819,1.0000
campbell_rl_normal,fixed_1bps,5147,-0.111426,0.259551,0.370977,2633.876811,236.109949,2397.766863,1.0000
campbell_rl_normal,fixed_1bps,5148,-0.125218,0.257239,0.382457,2618.803841,240.983176,2377.820665,1.0000
campbell_rl_normal,fixed_1bps,5149,-0.113155,0.251196,0.364351,2651.572339,239.288718,2412.283621,1.0000
campbell_rl_normal,fixed_1bps,5150,-0.152728,0.259718,0.412445,2643.196096,250.981381,2392.214715,1.0000
campbell_rl_normal,fixed_1bps,5151,-0.098498,0.254876,0.353374,2600.361477,226.298697,2374.062780,1.0000
campbell_rl_normal,fixed_1bps,5152,-0.121478,0.261838,0.383315,2624.967716,238.539621,2386.428095,1.0000
campbell_rl_normal,fixed_1bps,5153,-0.188345,0.270141,0.458486,2596.525651,261.327777,2335.197874,1.0000
campbell_rl_normal,fixed_1bps,5154,-0.142215,0.261579,0.403794,2611.259048,244.631054,2366.627994,1.0000
campbell_rl_normal,fixed_1bps,5155,-0.111943,0.263409,0.375352,2594.964978,231.700875,2363.264103,1.0000
campbell_rl_normal,fixed_1bps,5156,-0.109535,0.260242,0.369777,2623.124703,231.712559,2391.412144,1.0000
campbell_rl_normal,fixed_1bps,5157,-0.138516,0.269090,0.407607,2586.880461,239.570621,2347.309840,1.0000
campbell_rl_normal,fixed_1bps,5158,-0.167988,0.267784,0.435772,2607.368365,254.094875,2353.273490,1.0000
campbell_rl_normal,fixed_1bps,5159,-0.108457,0.256125,0.364582,2625.565214,231.160807,2394.404407,1.0000
campbell_rl_normal,fixed_1bps,5160,-0.141726,0.267910,0.409636,2596.431310,242.437517,2353.993792,1.0000
campbell_rl_normal,fixed_1bps,5161,-0.086725,0.254713,0.341438,2627.440375,226.753635,2400.686739,1.0000
campbell_rl_normal,fixed_1bps,5162,-0.148792,0.263766,0.412558,2606.224414,243.907328,2362.317086,1.0000
campbell_rl_normal,fixed_1bps,5163,-0.173174,0.267066,0.440240,2621.191984,256.671207,2364.520776,1.0000
campbell_rl_normal,fixed_1bps,5164,-0.158158,0.263601,0.421759,2628.569339,253.268996,2375.300343,1.0000
campbell_rl_normal,fixed_1bps,5165,-0.115583,0.260085,0.375668,2618.814286,238.027863,2380.786423,1.0000
campbell_rl_normal,fixed_1bps,5166,-0.159119,0.266419,0.425538,2604.428041,247.956464,2356.471577,1.0000
campbell_rl_normal,fixed_1bps,5167,-0.122217,0.264699,0.386916,2597.767557,237.030269,2360.737288,1.0000
campbell_rl_normal,fixed_1bps,5168,-0.104340,0.255984,0.360325,2612.612861,231.502261,2381.110600,1.0000
campbell_rl_normal,fixed_1bps,5169,-0.114405,0.260127,0.374532,2615.119102,233.840492,2381.278610,1.0000
campbell_rl_normal,fixed_1bps,5170,-0.173705,0.268757,0.442461,2612.167844,259.042132,2353.125712,1.0000
campbell_rl_normal,fixed_1bps,5171,-0.124285,0.256309,0.380594,2638.241696,241.249676,2396.992021,1.0000
campbell_rl_normal,fixed_1bps,5172,-0.144099,0.260435,0.404533,2623.857482,246.136121,2377.721361,1.0000
campbell_rl_normal,fixed_1bps,5173,-0.147634,0.262667,0.410300,2604.287739,245.237374,2359.050365,1.0000
campbell_rl_normal,fixed_1bps,5174,-0.142167,0.261268,0.403436,2634.520362,250.027238,2384.493124,1.0000
campbell_rl_normal,fixed_1bps,5175,-0.120783,0.255846,0.376629,2646.503203,243.495615,2403.007588,1.0000
campbell_rl_normal,fixed_1bps,5176,-0.157442,0.259615,0.417058,2643.003815,255.184907,2387.818908,1.0000
campbell_rl_normal,fixed_1bps,5177,-0.117192,0.261525,0.378717,2606.897152,230.214638,2376.682514,1.0000
campbell_rl_normal,fixed_1bps,5178,-0.126787,0.260624,0.387411,2627.465044,241.875935,2385.589110,1.0000
campbell_rl_normal,fixed_1bps,5179,-0.145745,0.263859,0.409604,2617.132786,245.038821,2372.093965,1.0000
campbell_rl_normal,fixed_1bps,5180,-0.145566,0.263798,0.409364,2615.811930,245.579148,2370.232782,1.0000
campbell_rl_normal,fixed_1bps,5181,-0.175236,0.265250,0.440487,2645.290168,261.870559,2383.419609,1.0000
campbell_rl_normal,fixed_1bps,5182,-0.110137,0.256401,0.366538,2648.358692,234.721208,2413.637483,1.0000
campbell_rl_normal,fixed_1bps,5183,-0.114320,0.261061,0.375381,2602.299300,233.017536,2369.281764,1.0000
campbell_rl_normal,fixed_1bps,5184,-0.106098,0.250685,0.356783,2663.215914,241.614141,2421.601773,1.0000
campbell_rl_normal,fixed_1bps,5185,-0.134795,0.261190,0.395985,2628.575064,240.005487,2388.569577,1.0000
campbell_rl_normal,fixed_1bps,5186,-0.137960,0.266238,0.404199,2596.680217,238.590444,2358.089773,1.0000
campbell_rl_normal,fixed_1bps,5187,-0.106436,0.254175,0.360611,2629.184703,234.868068,2394.316636,1.0000
campbell_rl_normal,fixed_1bps,5188,-0.111759,0.257068,0.368827,2638.748646,232.305034,2406.443612,1.0000
campbell_rl_normal,fixed_1bps,5189,-0.187614,0.265580,0.453194,2608.971347,263.133032,2345.838315,1.0000
campbell_rl_normal,fixed_1bps,5190,-0.113868,0.259248,0.373115,2608.973500,232.487937,2376.485563,1.0000
campbell_rl_normal,fixed_1bps,5191,-0.139162,0.262897,0.402059,2610.897916,245.888245,2365.009671,1.0000
campbell_rl_normal,fixed_1bps,5192,-0.143070,0.266437,0.409507,2608.089504,244.648634,2363.440869,1.0000
campbell_rl_normal,fixed_1bps,5193,-0.121620,0.254885,0.376506,2629.414629,240.197471,2389.217158,1.0000
campbell_rl_normal,fixed_1bps,5194,-0.102503,0.256382,0.358885,2650.392609,231.539427,2418.853182,1.0000
campbell_rl_normal,fixed_1bps,5195,-0.116877,0.263586,0.380463,2603.683355,231.267480,2372.415874,1.0000
campbell_rl_normal,fixed_1bps,5196,-0.092102,0.253428,0.345530,2627.720665,228.478917,2399.241748,1.0000
campbell_rl_normal,fixed_1bps,5197,-0.125649,0.259867,0.385516,2625.794443,236.796394,2388.998049,1.0000
campbell_rl_normal,fixed_1bps,5198,-0.160304,0.266840,0.427143,2607.436313,253.881966,2353.554347,1.0000
campbell_rl_normal,fixed_1bps,5199,-0.119035,0.259580,0.378615,2631.757086,237.847941,2393.909145,1.0000
campbell_rl_normal,fixed_1bps,5200,-0.107716,0.258737,0.366453,2599.274261,232.380628,2366.893633,1.0000
campbell_rl_normal,fixed_1bps,5201,-0.115347,0.261893,0.377239,2592.654157,229.132195,2363.521963,1.0000
campbell_rl_normal,fixed_1bps,5202,-0.146110,0.261521,0.407631,2615.562771,252.190482,2363.372289,1.0000
campbell_rl_normal,fixed_1bps,5203,-0.125176,0.258611,0.383787,2630.276869,242.805392,2387.471477,1.0000
campbell_rl_normal,fixed_1bps,5204,-0.130026,0.260803,0.390829,2610.416730,243.601634,2366.815096,1.0000
campbell_rl_normal,fixed_1bps,5205,-0.131834,0.264378,0.396212,2603.080778,242.245537,2360.835241,1.0000
campbell_rl_normal,fixed_1bps,5206,-0.149395,0.266888,0.416283,2604.817362,248.446544,2356.370818,1.0000
campbell_rl_normal,fixed_1bps,5207,-0.130375,0.262980,0.393354,2613.531470,239.682117,2373.849352,1.0000
campbell_rl_normal,fixed_1bps,5208,-0.110662,0.258077,0.368739,2615.951429,235.566618,2380.384812,1.0000
campbell_rl_normal,fixed_1bps,5209,-0.130042,0.263660,0.393702,2607.268465,238.915931,2368.352534,1.0000
campbell_rl_normal,fixed_1bps,5210,-0.132077,0.260894,0.392971,2638.840524,243.170678,2395.669846,1.0000
campbell_rl_normal,fixed_1bps,5211,-0.162227,0.263133,0.425360,2620.319451,254.467367,2365.852083,1.0000
campbell_rl_normal,fixed_1bps,5212,-0.115439,0.259004,0.374443,2629.008168,237.844652,2391.163516,1.0000
campbell_rl_normal,fixed_1bps,5213,-0.129828,0.261431,0.391259,2607.999332,239.122034,2368.877298,1.0000
campbell_rl_normal,fixed_1bps,5214,-0.157188,0.266037,0.423225,2595.032236,250.270437,2344.761799,1.0000
campbell_rl_normal,fixed_1bps,5215,-0.156405,0.266299,0.422705,2621.244695,251.956055,2369.288640,1.0000
campbell_rl_normal,fixed_1bps,5216,-0.120839,0.257901,0.378740,2629.750476,237.468618,2392.281858,1.0000
campbell_rl_normal,fixed_1bps,5217,-0.184527,0.267660,0.452187,2598.480081,257.969469,2340.510612,1.0000
campbell_rl_normal,fixed_1bps,5218,-0.152640,0.264837,0.417476,2611.193593,249.550694,2361.642899,1.0000
campbell_rl_normal,fixed_1bps,5219,-0.138401,0.265059,0.403460,2602.393347,242.638955,2359.754392,1.0000
campbell_rl_normal,fixed_1bps,5220,-0.202665,0.267434,0.470099,2618.736415,269.201998,2349.534417,1.0000
campbell_rl_normal,fixed_1bps,5221,-0.180169,0.273133,0.453302,2568.186525,254.480855,2313.705670,1.0000
campbell_rl_normal,fixed_1bps,5222,-0.126639,0.258954,0.385594,2625.438870,243.316456,2382.122414,1.0000
campbell_rl_normal,fixed_1bps,5223,-0.151366,0.262462,0.413828,2632.034834,251.239335,2380.795499,1.0000
campbell_rl_normal,fixed_1bps,5224,-0.179879,0.271772,0.451651,2596.174761,255.743066,2340.431695,1.0000
campbell_rl_normal,fixed_1bps,5225,-0.154522,0.265709,0.420232,2600.482817,248.026504,2352.456314,1.0000
campbell_rl_normal,fixed_1bps,5226,-0.121034,0.256415,0.377449,2632.478648,243.328457,2389.150191,1.0000
campbell_rl_normal,fixed_1bps,5227,-0.146140,0.265047,0.411187,2606.888459,242.514200,2364.374259,1.0000
campbell_rl_normal,fixed_1bps,5228,-0.177873,0.270380,0.448253,2598.818682,260.380398,2338.438285,1.0000
campbell_rl_normal,fixed_1bps,5229,-0.156616,0.262254,0.418870,2621.034463,254.068019,2366.966444,1.0000
campbell_rl_normal,fixed_1bps,5230,-0.121039,0.259684,0.380724,2622.891320,239.475371,2383.415949,1.0000
campbell_rl_normal,fixed_1bps,5231,-0.142861,0.261785,0.404646,2618.895224,247.115360,2371.779864,1.0000
campbell_rl_normal,fixed_1bps,5232,-0.144422,0.261674,0.406096,2623.610379,247.421569,2376.188810,1.0000
campbell_rl_normal,fixed_1bps,5233,-0.158987,0.260985,0.419971,2633.720807,253.264641,2380.456166,1.0000
campbell_rl_normal,fixed_1bps,5234,-0.146690,0.258229,0.404919,2637.988831,250.261361,2387.727470,1.0000
campbell_rl_normal,fixed_1bps,5235,-0.175180,0.265605,0.440785,2615.043455,259.256210,2355.787245,1.0000
