scenario,policy,seed,avg_fee_bps,fee_std_bps,fee_min_bps,fee_max_bps,hedged_pnl,fee_revenue,fee_revenue_arb,fee_revenue_fund,lvr,fundamental_volume,arb_volume,volume,fundamental_count,arb_count,avg_fundamental_size,avg_arb_size,final_external_price
campbell_rl_normal,fixed_6bps,5303,6.0,0.0,6.0,6.0,0.4158,0.8214,0.0336,0.7878,0.4056,1292.7896,55.1467,1347.9363,1440,227,0.897771,0.242937,1.048986
campbell_rl_normal,fixed_6bps,5304,6.0,0.0,6.0,6.0,0.3949,0.8028,0.0348,0.768,0.4078,1305.7401,59.2279,1364.968,1440,246,0.906764,0.240764,0.98154
campbell_rl_normal,fixed_6bps,5305,6.0,0.0,6.0,6.0,0.4137,0.7849,0.0295,0.7554,0.3712,1303.0309,50.9621,1353.9929,1440,204,0.904883,0.249814,0.95816
campbell_rl_normal,fixed_6bps,5306,6.0,0.0,6.0,6.0,0.3938,0.8357,0.0405,0.7952,0.4419,1288.3854,65.6726,1354.058,1440,274,0.894712,0.239681,1.042734
campbell_rl_normal,fixed_6bps,5307,6.0,0.0,6.0,6.0,0.4106,0.8194,0.0349,0.7845,0.4088,1290.7046,57.4679,1348.1725,1440,229,0.896323,0.250952,1.0189
campbell_rl_normal,fixed_6bps,5308,6.0,0.0,6.0,6.0,0.4071,0.7902,0.0344,0.7558,0.3831,1265.9119,57.5704,1323.4823,1440,218,0.879105,0.264084,0.964408
campbell_rl_normal,fixed_6bps,5309,6.0,0.0,6.0,6.0,0.408,0.8347,0.0365,0.7982,0.4268,1282.3867,58.6307,1341.0174,1440,219,0.890546,0.26772,1.05051
campbell_rl_normal,fixed_6bps,5310,6.0,0.0,6.0,6.0,0.4047,0.7818,0.0323,0.7495,0.377,1300.5019,56.0835,1356.5855,1440,227,0.903126,0.247064,0.961896
campbell_rl_normal,fixed_6bps,5311,6.0,0.0,6.0,6.0,0.4102,0.8009,0.0343,0.7667,0.3908,1285.7145,57.5691,1343.2836,1440,219,0.892857,0.262873,1.004925
campbell_rl_normal,fixed_6bps,5312,6.0,0.0,6.0,6.0,0.3989,0.8223,0.0383,0.784,0.4233,1282.0724,62.5906,1344.663,1440,235,0.890328,0.266343,1.031695
campbell_rl_normal,fixed_6bps,5313,6.0,0.0,6.0,6.0,0.4113,0.7947,0.0294,0.7652,0.3833,1312.2722,50.5028,1362.775,1440,208,0.9113,0.242802,0.966579
campbell_rl_normal,fixed_6bps,5314,6.0,0.0,6.0,6.0,0.3988,0.8081,0.037,0.7711,0.4093,1284.7848,61.6883,1346.4732,1440,237,0.892212,0.260288,0.992433
campbell_rl_normal,fixed_6bps,5315,6.0,0.0,6.0,6.0,0.3945,0.7981,0.0363,0.7618,0.4036,1285.8573,61.2278,1347.085,1440,224,0.892956,0.273338,0.968862
campbell_rl_normal,fixed_6bps,5316,6.0,0.0,6.0,6.0,0.4251,0.7911,0.0291,0.762,0.366,1285.3603,49.0913,1334.4516,1440,210,0.892611,0.233768,0.979307
campbell_rl_normal,fixed_6bps,5317,6.0,0.0,6.0,6.0,0.4143,0.8096,0.0325,0.777,0.3952,1283.7078,53.7701,1337.4779,1440,220,0.891464,0.24441,1.015026
campbell_rl_normal,fixed_6bps,5318,6.0,0.0,6.0,6.0,0.409,0.8121,0.0341,0.7781,0.4031,1294.6185,56.7064,1351.325,1440,225,0.899041,0.252029,1.009171
campbell_rl_normal,fixed_6bps,5319,6.0,0.0,6.0,6.0,0.4051,0.8011,0.0328,0.7683,0.396,1304.0676,55.7755,1359.8431,1440,235,0.905602,0.237342,0.983753
campbell_rl_normal,fixed_6bps,5320,6.0,0.0,6.0,6.0,0.3904,0.8065,0.0382,0.7683,0.4161,1285.7058,64.035,1349.7408,1440,241,0.892851,0.265705,0.967832
campbell_rl_normal,fixed_6bps,5321,6.0,0.0,6.0,6.0,0.4086,0.7969,0.0313,0.7656,0.3883,1298.9238,53.2558,1352.1796,1440,236,0.90203,0.22566,0.974087
campbell_rl_normal,fixed_6bps,5322,6.0,0.0,6.0,6.0,0.4068,0.8186,0.0374,0.7812,0.4118,1293.3868,61.9502,1355.337,1440,223,0.898185,0.277803,1.044599
campbell_rl_normal,fixed_6bps,5323,6.0,0.0,6.0,6.0,0.3998,0.83,0.0365,0.7934,0.4302,1297.968,59.9158,1357.8838,1440,230,0.901367,0.260503,1.035372
campbell_rl_normal,fixed_6bps,5324,6.0,0.0,6.0,6.0,0.4009,0.8406,0.0401,0.8005,0.4397,1299.3683,65.3715,1364.7398,1440,236,0.902339,0.276998,1.081312
campbell_rl_normal,fixed_6bps,5325,6.0,0.0,6.0,6.0,0.3958,0.8133,0.0368,0.7765,0.4175,1312.2258,62.2461,1374.472,1440,247,0.911268,0.252009,1.007213
campbell_rl_normal,fixed_6bps,5326,6.0,0.0,6.0,6.0,0.3951,0.7767,0.0344,0.7423,0.3816,1292.7663,59.9415,1352.7077,1440,218,0.897754,0.274961,0.928538
campbell_rl_normal,fixed_6bps,5327,6.0,0.0,6.0,6.0,0.4109,0.8224,0.0367,0.7857,0.4115,1281.0146,59.8576,1340.8722,1440,246,0.889593,0.243323,1.056424
campbell_rl_normal,fixed_6bps,5328,6.0,0.0,6.0,6.0,0.4078,0.8366,0.0394,0.7972,0.4288,1268.4795,62.9456,1331.4252,1440,231,0.880889,0.272492,1.065808
campbell_rl_normal,fixed_6bps,5329,6.0,0.0,6.0,6.0,0.3858,0.8293,0.0413,0.788,0.4435,1306.6577,68.378,1375.0357,1440,253,0.907401,0.270269,1.062216
campbell_rl_normal,fixed_6bps,5330,6.0,0.0,6.0,6.0,0.4212,0.8423,0.0362,0.8061,0.4212,1264.8472,56.8621,1321.7094,1440,236,0.878366,0.240941,1.058583
campbell_rl_normal,fixed_6bps,5331,6.0,0.0,6.0,6.0,0.4155,0.8449,0.0379,0.8069,0.4294,1278.2793,59.9612,1338.2405,1440,232,0.887694,0.258454,1.100269
campbell_rl_normal,fixed_6bps,5332,6.0,0.0,6.0,6.0,0.3927,0.7814,0.0337,0.7477,0.3887,1303.5817,58.8038,1362.3855,1440,222,0.905265,0.264882,0.92635
campbell_rl_normal,fixed_6bps,5333,6.0,0.0,6.0,6.0,0.4067,0.8073,0.0354,0.7719,0.4006,1295.2403,59.4968,1354.7371,1440,226,0.899472,0.26326,1.020605
campbell_rl_normal,fixed_6bps,5334,6.0,0.0,6.0,6.0,0.4067,0.8005,0.0336,0.7669,0.3938,1291.7304,56.6203,1348.3506,1440,216,0.897035,0.262131,0.996835
campbell_rl_normal,fixed_6bps,5335,6.0,0.0,6.0,6.0,0.4225,0.808,0.0317,0.7763,0.3856,1282.217,52.4095,1334.6265,1440,215,0.890428,0.243765,1.01997
campbell_rl_normal,fixed_6bps,5336,6.0,0.0,6.0,6.0,0.4207,0.791,0.0296,0.7614,0.3703,1296.8869,50.4537,1347.3406,1440,211,0.900616,0.239117,0.992612
campbell_rl_normal,fixed_6bps,5337,6.0,0.0,6.0,6.0,0.3859,0.8209,0.0399,0.781,0.435,1296.5488,66.141,1362.6898,1440,239,0.900381,0.276741,1.017228
campbell_rl_normal,fixed_6bps,5338,6.0,0.0,6.0,6.0,0.4145,0.8239,0.0347,0.7891,0.4093,1286.5086,56.7001,1343.2087,1440,231,0.893409,0.245455,1.039068
campbell_rl_normal,fixed_6bps,5339,6.0,0.0,6.0,6.0,0.4,0.8039,0.0351,0.7687,0.4039,1304.2341,59.6421,1363.8763,1440,240,0.905718,0.248509,0.99161
campbell_rl_normal,fixed_6bps,5340,6.0,0.0,6.0,6.0,0.4045,0.7974,0.0349,0.7626,0.393,1290.1803,59.0588,1349.239,1440,226,0.895959,0.261322,0.996492
campbell_rl_normal,fixed_6bps,5341,6.0,0.0,6.0,6.0,0.3921,0.8054,0.0358,0.7695,0.4132,1322.505,61.5903,1384.0954,1440,231,0.918406,0.266625,0.981659
campbell_rl_normal,fixed_6bps,5342,6.0,0.0,6.0,6.0,0.4112,0.8046,0.0343,0.7702,0.3934,1286.8937,57.325,1344.2188,1440,226,0.893676,0.253651,1.00836
campbell_rl_normal,fixed_6bps,5343,6.0,0.0,6.0,6.0,0.4252,0.834,0.0343,0.7997,0.4088,1274.4956,54.8321,1329.3277,1440,231,0.885066,0.237368,1.076991
campbell_rl_normal,fixed_6bps,5344,6.0,0.0,6.0,6.0,0.3986,0.8006,0.0342,0.7663,0.402,1296.1391,57.9533,1354.0923,1440,230,0.900097,0.251971,0.96799
campbell_rl_normal,fixed_6bps,5345,6.0,0.0,6.0,6.0,0.413,0.7945,0.0309,0.7637,0.3815,1290.9299,52.3428,1343.2728,1440,220,0.896479,0.237922,0.96982
campbell_rl_normal,fixed_6bps,5346,6.0,0.0,6.0,6.0,0.4078,0.8384,0.0385,0.7999,0.4306,1275.3546,61.558,1336.9126,1440,227,0.885663,0.27118,1.041572
campbell_rl_normal,fixed_6bps,5347,6.0,0.0,6.0,6.0,0.39,0.7553,0.0317,0.7236,0.3653,1299.0415,56.92,1355.9614,1440,202,0.902112,0.281782,0.874266
campbell_rl_normal,fixed_6bps,5348,6.0,0.0,6.0,6.0,0.4033,0.7976,0.0354,0.7622,0.3942,1283.6101,59.6134,1343.2235,1440,229,0.891396,0.260321,0.981629
campbell_rl_normal,fixed_6bps,5349,6.0,0.0,6.0,6.0,0.4245,0.8148,0.0308,0.784,0.3903,1294.9391,50.9907,1345.9299,1440,213,0.899263,0.239393,1.028995
campbell_rl_normal,fixed_6bps,5350,6.0,0.0,6.0,6.0,0.4143,0.7947,0.0316,0.7631,0.3805,1306.7958,54.1522,1360.948,1440,222,0.907497,0.243929,0.960534
campbell_rl_normal,fixed_6bps,5351,6.0,0.0,6.0,6.0,0.4175,0.7826,0.0293,0.7532,0.3651,1274.2995,49.5452,1323.8447,1440,197,0.88493,0.251499,0.945861
campbell_rl_normal,fixed_6bps,5352,6.0,0.0,6.0,6.0,0.4211,0.7962,0.0332,0.763,0.3752,1268.2513,55.3065,1323.5578,1440,194,0.88073,0.285085,1.012013
campbell_rl_normal,fixed_6bps,5353,6.0,0.0,6.0,6.0,0.4267,0.8074,0.0318,0.7756,0.3807,1270.2022,52.0488,1322.2509,1440,199,0.882085,0.261552,1.02204
campbell_rl_normal,fixed_6bps,5354,6.0,0.0,6.0,6.0,0.4093,0.8098,0.0322,0.7776,0.4005,1294.2911,53.623,1347.9141,1440,228,0.898813,0.235189,0.998929
campbell_rl_normal,fixed_6bps,5355,6.0,0.0,6.0,6.0,0.4136,0.8114,0.0351,0.7763,0.3978,1276.6737,57.7956,1334.4693,1440,225,0.886579,0.256869,1.02163
campbell_rl_normal,fixed_6bps,5356,6.0,0.0,6.0,6.0,0.4264,0.8034,0.0321,0.7713,0.377,1285.5518,53.5483,1339.1001,1440,206,0.892744,0.259943,1.024701
campbell_rl_normal,fixed_6bps,5357,6.0,0.0,6.0,6.0,0.405,0.8034,0.0339,0.7695,0.3984,1298.4461,57.3813,1355.8275,1440,231,0.901699,0.248404,0.969121
campbell_rl_normal,fixed_6bps,5358,6.0,0.0,6.0,6.0,0.4109,0.8058,0.0321,0.7737,0.3949,1295.2041,53.7903,1348.9944,1440,232,0.899447,0.231855,0.981652
campbell_rl_normal,fixed_6bps,5359,6.0,0.0,6.0,6.0,0.3992,0.7827,0.0331,0.7496,0.3835,1306.4705,57.9095,1364.38,1440,227,0.907271,0.255108,0.933937
campbell_rl_normal,fixed_6bps,5360,6.0,0.0,6.0,6.0,0.4088,0.8197,0.035,0.7848,0.4109,1290.6496,57.6582,1348.3079,1440,225,0.896284,0.256259,0.992397
campbell_rl_normal,fixed_6bps,5361,6.0,0.0,6.0,6.0,0.4282,0.8243,0.0321,0.7922,0.3961,1289.889,52.2933,1342.1822,1440,224,0.895756,0.233452,1.051211
campbell_rl_normal,fixed_6bps,5362,6.0,0.0,6.0,6.0,0.4086,0.8192,0.0336,0.7856,0.4105,1295.3058,55.4445,1350.7503,1440,228,0.899518,0.243178,1.013498
campbell_rl_normal,fixed_6bps,5363,6.0,0.0,6.0,6.0,0.4144,0.8086,0.0329,0.7756,0.3942,1291.3,54.9212,1346.2211,1440,211,0.896736,0.26029,1.010033
campbell_rl_normal,fixed_6bps,5364,6.0,0.0,6.0,6.0,0.404,0.7786,0.0327,0.7459,0.3745,1285.9864,56.4622,1342.4486,1440,210,0.893046,0.268868,0.943132
campbell_rl_normal,fixed_6bps,5365,6.0,0.0,6.0,6.0,0.4262,0.7815,0.0268,0.7546,0.3553,1289.6131,45.8948,1335.508,1440,195,0.895565,0.235358,0.957995
campbell_rl_normal,fixed_6bps,5366,6.0,0.0,6.0,6.0,0.4271,0.8202,0.0338,0.7864,0.3931,1264.8223,54.2968,1319.1191,1440,218,0.878349,0.249068,1.044697
campbell_rl_normal,fixed_6bps,5367,6.0,0.0,6.0,6.0,0.4085,0.8271,0.0382,0.7889,0.4186,1281.8993,62.1123,1344.0116,1440,240,0.890208,0.258801,1.061852
campbell_rl_normal,fixed_6bps,5368,6.0,0.0,6.0,6.0,0.406,0.8265,0.0357,0.7908,0.4205,1297.2488,58.4521,1355.701,1440,248,0.900867,0.235694,1.048184
campbell_rl_normal,fixed_6bps,5369,6.0,0.0,6.0,6.0,0.4149,0.8209,0.0349,0.786,0.406,1291.8184,57.4318,1349.2502,1440,232,0.897096,0.247551,1.028079
campbell_rl_normal,fixed_6bps,5370,6.0,0.0,6.0,6.0,0.3922,0.8152,0.0377,0.7774,0.4229,1301.4841,63.1878,1364.6719,1440,233,0.903808,0.271192,0.961136
campbell_rl_normal,fixed_6bps,5371,6.0,0.0,6.0,6.0,0.4113,0.7965,0.033,0.7636,0.3852,1271.2325,54.857,1326.0895,1440,207,0.8828,0.26501,1.003544
campbell_rl_normal,fixed_6bps,5372,6.0,0.0,6.0,6.0,0.4098,0.8008,0.0335,0.7674,0.391,1286.6167,56.1933,1342.81,1440,205,0.893484,0.274114,0.984178
campbell_rl_normal,fixed_6bps,5373,6.0,0.0,6.0,6.0,0.4049,0.7998,0.0342,0.7655,0.3949,1288.1983,57.638,1345.8363,1440,228,0.894582,0.252798,0.978529
campbell_rl_normal,fixed_6bps,5374,6.0,0.0,6.0,6.0,0.3997,0.7929,0.0317,0.7612,0.3932,1310.1649,54.5266,1364.6915,1440,210,0.909837,0.259651,0.989932
campbell_rl_normal,fixed_6bps,5375,6.0,0.0,6.0,6.0,0.4176,0.7968,0.0315,0.7653,0.3792,1290.4008,53.21,1343.6108,1440,211,0.896112,0.25218,0.993032
campbell_rl_normal,fixed_6bps,5376,6.0,0.0,6.0,6.0,0.4227,0.8075,0.0324,0.7751,0.3847,1271.4104,53.1724,1324.5829,1440,219,0.882924,0.242796,0.983636
campbell_rl_normal,fixed_6bps,5377,6.0,0.0,6.0,6.0,0.4304,0.789,0.0278,0.7612,0.3586,1283.0279,46.8564,1329.8843,1440,201,0.890992,0.233116,0.980308
campbell_rl_normal,fixed_6bps,5378,6.0,0.0,6.0,6.0,0.3983,0.8156,0.0359,0.7797,0.4172,1300.7878,59.8818,1360.6697,1440,239,0.903325,0.250552,1.01138
campbell_rl_normal,fixed_6bps,5379,6.0,0.0,6.0,6.0,0.4087,0.8047,0.0334,0.7713,0.396,1295.4503,56.1799,1351.6302,1440,226,0.899618,0.248584,0.969692
campbell_rl_normal,fixed_6bps,5380,6.0,0.0,6.0,6.0,0.4017,0.8202,0.036,0.7843,0.4185,1296.9372,59.5741,1356.5114,1440,233,0.900651,0.255683,0.985922
campbell_rl_normal,fixed_6bps,5381,6.0,0.0,6.0,6.0,0.4121,0.8209,0.0362,0.7847,0.4088,1281.4994,59.2813,1340.7807,1440,229,0.88993,0.25887,1.042512
campbell_rl_normal,fixed_6bps,5382,6.0,0.0,6.0,6.0,0.4103,0.8067,0.033,0.7737,0.3964,1292.6633,55.1354,1347.7987,1440,218,0.897683,0.252915,1.005976
campbell_rl_normal,fixed_6bps,5383,6.0,0.0,6.0,6.0,0.4004,0.7859,0.0326,0.7533,0.3856,1281.1329,55.2763,1336.4091,1440,220,0.889676,0.251256,0.938776
campbell_rl_normal,fixed_6bps,5384,6.0,0.0,6.0,6.0,0.4098,0.8211,0.0359,0.7852,0.4112,1288.816,58.8673,1347.6832,1440,244,0.895011,0.241259,1.01262
campbell_rl_normal,fixed_6bps,5385,6.0,0.0,6.0,6.0,0.4021,0.7967,0.0328,0.7639,0.3946,1302.3765,55.8769,1358.2534,1440,230,0.904428,0.242943,0.986679
campbell_rl_normal,fixed_6bps,5386,6.0,0.0,6.0,6.0,0.4203,0.8169,0.0342,0.7827,0.3966,1277.7084,55.8361,1333.5446,1440,226,0.887298,0.247063,1.016255
campbell_rl_normal,fixed_6bps,5387,6.0,0.0,6.0,6.0,0.3993,0.8176,0.0379,0.7797,0.4183,1283.3357,62.3997,1345.7353,1440,234,0.891205,0.266665,1.040168
campbell_rl_normal,fixed_6bps,5388,6.0,0.0,6.0,6.0,0.4055,0.8111,0.0362,0.7749,0.4056,1284.1588,60.025,1344.1839,1440,226,0.891777,0.265597,0.993589
campbell_rl_normal,fixed_6bps,5389,6.0,0.0,6.0,6.0,0.3985,0.8358,0.0395,0.7963,0.4374,1290.7868,64.2393,1355.0261,1440,244,0.89638,0.263276,1.051954
campbell_rl_normal,fixed_6bps,5390,6.0,0.0,6.0,6.0,0.411,0.7857,0.0304,0.7552,0.3746,1292.6225,52.1773,1344.7998,1440,198,0.897655,0.263522,0.958722
campbell_rl_normal,fixed_6bps,5391,6.0,0.0,6.0,6.0,0.4035,0.8236,0.037,0.7866,0.4201,1286.3816,60.5691,1346.9508,1440,253,0.893321,0.239404,1.005337
campbell_rl_normal,fixed_6bps,5392,6.0,0.0,6.0,6.0,0.4107,0.8219,0.036,0.7859,0.4112,1274.2348,58.4408,1332.6756,1440,228,0.884885,0.256319,1.040799
campbell_rl_normal,fixed_6bps,5393,6.0,0.0,6.0,6.0,0.4008,0.8109,0.0359,0.775,0.4101,1294.5758,59.954,1354.5298,1440,226,0.899011,0.265283,1.005906
campbell_rl_normal,fixed_6bps,5394,6.0,0.0,6.0,6.0,0.4035,0.8101,0.0346,0.7754,0.4065,1295.3332,57.8535,1353.1867,1440,245,0.899537,0.236137,1.010848
campbell_rl_normal,fixed_6bps,5395,6.0,0.0,6.0,6.0,0.4022,0.7933,0.0331,0.7602,0.3911,1288.8809,56.3169,1345.1978,1440,217,0.895056,0.259525,0.958206
campbell_rl_normal,fixed_6bps,5396,6.0,0.0,6.0,6.0,0.4066,0.7852,0.0319,0.7533,0.3786,1292.3508,54.7693,1347.1201,1440,223,0.897466,0.245602,0.97231
campbell_rl_normal,fixed_6bps,5397,6.0,0.0,6.0,6.0,0.3997,0.8394,0.0396,0.7998,0.4397,1284.575,63.5624,1348.1374,1440,259,0.892066,0.245415,1.026205
campbell_rl_normal,fixed_6bps,5398,6.0,0.0,6.0,6.0,0.4023,0.8071,0.0364,0.7708,0.4049,1276.1706,60.2862,1336.4568,1440,239,0.88623,0.252243,0.991429
campbell_rl_normal,fixed_6bps,5399,6.0,0.0,6.0,6.0,0.3956,0.7856,0.0352,0.7504,0.39,1291.1468,60.6717,1351.8185,1440,212,0.89663,0.286187,0.944793
campbell_rl_normal,fixed_6bps,5400,6.0,0.0,6.0,6.0,0.4198,0.8155,0.0335,0.782,0.3957,1281.2095,55.0446,1336.2541,1440,213,0.889729,0.258425,1.037683
campbell_rl_normal,fixed_6bps,5401,6.0,0.0,6.0,6.0,0.3963,0.8138,0.0367,0.777,0.4175,1298.3201,61.4805,1359.8006,1440,242,0.901611,0.254052,0.998705
campbell_rl_normal,fixed_6bps,5402,6.0,0.0,6.0,6.0,0.4058,0.8277,0.0363,0.7914,0.4219,1292.4758,59.35,1351.8258,1440,238,0.897553,0.24937,1.065066
campbell_rl_normal,fixed_6bps,5403,6.0,0.0,6.0,6.0,0.3914,0.7725,0.0325,0.74,0.381,1300.8964,57.0079,1357.9044,1440,217,0.9034,0.262709,0.916251
campbell_rl_normal,fixed_6bps,5404,6.0,0.0,6.0,6.0,0.4192,0.8288,0.0326,0.7962,0.4096,1294.6524,53.1496,1347.802,1440,224,0.899064,0.237275,1.043006
campbell_rl_normal,fixed_6bps,5405,6.0,0.0,6.0,6.0,0.4031,0.8296,0.0368,0.7928,0.4265,1285.851,59.8131,1345.664,1440,240,0.892952,0.249221,1.025447
campbell_rl_normal,fixed_6bps,5406,6.0,0.0,6.0,6.0,0.4151,0.8074,0.0312,0.7761,0.3922,1295.3368,52.1534,1347.4902,1440,217,0.899539,0.240338,0.981388
campbell_rl_normal,fixed_6bps,5407,6.0,0.0,6.0,6.0,0.4131,0.7952,0.0306,0.7646,0.3821,1285.6771,51.6528,1337.3299,1440,222,0.892831,0.23267,0.952085
campbell_rl_normal,fixed_6bps,5408,6.0,0.0,6.0,6.0,0.4138,0.82,0.0336,0.7864,0.4063,1282.0775,54.8706,1336.9482,1440,233,0.890332,0.235496,1.028929
campbell_rl_normal,fixed_6bps,5409,6.0,0.0,6.0,6.0,0.4103,0.7995,0.0318,0.7677,0.3892,1297.6356,53.7674,1351.403,1440,213,0.901136,0.252429,0.989181
campbell_rl_normal,fixed_6bps,5410,6.0,0.0,6.0,6.0,0.4022,0.7791,0.0318,0.7473,0.377,1291.2122,55.0752,1346.2874,1440,239,0.896675,0.23044,0.910576
campbell_rl_normal,fixed_6bps,5411,6.0,0.0,6.0,6.0,0.3961,0.7937,0.0352,0.7585,0.3976,1294.216,60.2565,1354.4725,1440,213,0.898761,0.282894,0.958531
campbell_rl_normal,fixed_6bps,5412,6.0,0.0,6.0,6.0,0.4207,0.806,0.0311,0.7749,0.3853,1279.3624,51.3782,1330.7406,1440,209,0.888446,0.245829,1.01004
campbell_rl_normal,fixed_6bps,5413,6.0,0.0,6.0,6.0,0.4234,0.7882,0.0293,0.7588,0.3647,1273.037,49.269,1322.306,1440,205,0.884053,0.240337,0.97209
campbell_rl_normal,fixed_6bps,5414,6.0,0.0,6.0,6.0,0.4162,0.8164,0.0349,0.7815,0.4002,1282.361,57.1804,1339.5413,1440,232,0.890528,0.246467,1.029293
campbell_rl_normal,fixed_6bps,5415,6.0,0.0,6.0,6.0,0.3968,0.8233,0.0378,0.7854,0.4264,1299.24,62.6199,1361.8599,1440,237,0.90225,0.264219,1.031048
campbell_rl_normal,fixed_6bps,5416,6.0,0.0,6.0,6.0,0.3935,0.7973,0.0347,0.7626,0.4038,1302.3721,59.3452,1361.7173,1440,225,0.904425,0.263757,0.945264
campbell_rl_normal,fixed_6bps,5417,6.0,0.0,6.0,6.0,0.4152,0.7974,0.0305,0.7668,0.3822,1289.7469,51.3401,1341.0869,1440,224,0.895658,0.229197,0.939828
campbell_rl_normal,fixed_6bps,5418,6.0,0.0,6.0,6.0,0.4136,0.8235,0.0334,0.7901,0.4099,1310.3061,55.4961,1365.8022,1440,221,0.909935,0.251114,1.002994
campbell_rl_normal,fixed_6bps,5419,6.0,0.0,6.0,6.0,0.4121,0.8354,0.0365,0.799,0.4233,1302.9114,59.275,1362.1864,1440,240,0.9048,0.246979,1.085052
campbell_rl_normal,fixed_6bps,5420,6.0,0.0,6.0,6.0,0.4055,0.8233,0.0371,0.7862,0.4178,1286.3678,60.7899,1347.1577,1440,237,0.893311,0.256498,1.032717
campbell_rl_normal,fixed_6bps,5421,6.0,0.0,6.0,6.0,0.4238,0.8453,0.036,0.8092,0.4215,1282.2806,56.8599,1339.1405,1440,238,0.890473,0.238907,1.112866
campbell_rl_normal,fixed_6bps,5422,6.0,0.0,6.0,6.0,0.3913,0.8253,0.0367,0.7886,0.434,1305.1254,60.8344,1365.9598,1440,252,0.906337,0.241406,1.011338
campbell_rl_normal,fixed_6bps,5423,6.0,0.0,6.0,6.0,0.4043,0.8201,0.0366,0.7836,0.4158,1287.3298,60.0706,1347.4004,1440,232,0.893979,0.258925,0.996169
campbell_rl_normal,fixed_6bps,5424,6.0,0.0,6.0,6.0,0.3977,0.8148,0.0377,0.7771,0.417,1294.5081,62.7499,1357.2581,1440,239,0.898964,0.262552,1.018998
campbell_rl_normal,fixed_6bps,5425,6.0,0.0,6.0,6.0,0.4166,0.7879,0.03,0.7579,0.3713,1283.0463,50.9254,1333.9717,1440,209,0.891004,0.243662,0.947361
campbell_rl_normal,fixed_6bps,5426,6.0,0.0,6.0,6.0,0.4241,0.8132,0.0329,0.7803,0.3891,1267.9054,53.5191,1321.4245,1440,210,0.88049,0.254853,1.003818
campbell_rl_normal,fixed_6bps,5427,6.0,0.0,6.0,6.0,0.4173,0.7997,0.029,0.7707,0.3825,1303.8727,49.1114,1352.9842,1440,215,0.905467,0.228425,0.954522
campbell_rl_normal,fixed_6bps,5428,6.0,0.0,6.0,6.0,0.413,0.8176,0.0344,0.7832,0.4046,1298.5004,57.0799,1355.5803,1440,232,0.901736,0.246034,1.038487
campbell_rl_normal,fixed_6bps,5429,6.0,0.0,6.0,6.0,0.4226,0.804,0.0324,0.7716,0.3814,1270.3076,53.3809,1323.6885,1440,217,0.882158,0.245995,0.99837
campbell_rl_normal,fixed_6bps,5430,6.0,0.0,6.0,6.0,0.4036,0.8175,0.0369,0.7806,0.4139,1274.9527,60.1907,1335.1434,1440,238,0.885384,0.252902,1.044491
campbell_rl_normal,fixed_6bps,5431,6.0,0.0,6.0,6.0,0.4198,0.8096,0.0314,0.7782,0.3898,1279.1302,51.5814,1330.7116,1440,205,0.888285,0.251617,0.99466
campbell_rl_normal,fixed_6bps,5432,6.0,0.0,6.0,6.0,0.3935,0.8239,0.0381,0.7858,0.4305,1315.6458,63.8537,1379.4995,1440,259,0.913643,0.246539,1.013609
campbell_rl_normal,fixed_6bps,5433,6.0,0.0,6.0,6.0,0.3995,0.8181,0.0378,0.7803,0.4186,1293.5478,62.7587,1356.3064,1440,218,0.898297,0.287884,1.00523
campbell_rl_normal,fixed_6bps,5434,6.0,0.0,6.0,6.0,0.4031,0.8021,0.0324,0.7698,0.399,1307.0102,55.1258,1362.136,1440,236,0.907646,0.233584,0.97415
campbell_rl_normal,fixed_6bps,5435,6.0,0.0,6.0,6.0,0.4014,0.8083,0.0354,0.773,0.4069,1287.8731,58.9814,1346.8546,1440,227,0.894356,0.25983,1.002851
campbell_rl_normal,fixed_6bps,5436,6.0,0.0,6.0,6.0,0.409,0.8083,0.0317,0.7766,0.3994,1296.2307,52.9358,1349.1665,1440,213,0.90016,0.248525,0.987016
campbell_rl_normal,fixed_6bps,5437,6.0,0.0,6.0,6.0,0.4121,0.8015,0.0325,0.769,0.3894,1289.4192,54.4514,1343.8705,1440,217,0.89543,0.250928,1.012323
campbell_rl_normal,fixed_6bps,5438,6.0,0.0,6.0,6.0,0.4076,0.8214,0.0365,0.7849,0.4137,1292.5371,60.0778,1352.6149,1440,242,0.897595,0.248255,1.066954
campbell_rl_normal,fixed_6bps,5439,6.0,0.0,6.0,6.0,0.422,0.8158,0.0318,0.784,0.3939,1291.5435,52.49,1344.0335,1440,205,0.896905,0.256049,1.01531
campbell_rl_normal,fixed_6bps,5440,6.0,0.0,6.0,6.0,0.4173,0.8153,0.0322,0.7831,0.3979,1295.1956,53.2331,1348.4287,1440,217,0.899441,0.245314,0.983272
campbell_rl_normal,fixed_6bps,5441,6.0,0.0,6.0,6.0,0.4162,0.7838,0.0293,0.7545,0.3676,1290.8427,50.1829,1341.0256,1440,213,0.896419,0.2356,0.950677
campbell_rl_normal,fixed_6bps,5442,6.0,0.0,6.0,6.0,0.4141,0.813,0.0328,0.7802,0.3989,1307.6978,54.9944,1362.6921,1440,218,0.908123,0.252268,1.016541
campbell_rl_normal,fixed_6bps,5443,6.0,0.0,6.0,6.0,0.3915,0.7848,0.0347,0.7501,0.3933,1299.3859,60.1586,1359.5445,1440,229,0.902351,0.262701,0.974244
