policy,step,external_price,amm_price,oracle_gap_bps,inventory_skew,recent_vol,fee_bps,trade_type,pool_x,pool_y,fee_revenue,lvr
fixed_10bps,301,2001.716568,2001.716568,4.6888,0.000234,0.00119490,10.0000,fund,1000429.0501,499.7856,0.234512,78.7098
fixed_10bps,302,2001.474036,2001.474036,1.2118,0.000061,0.00114967,10.0000,fund,1000368.4411,499.8158,0.060609,78.7134
fixed_10bps,303,2002.102874,2002.102874,-3.1409,-0.000157,0.00114726,10.0000,fund,1000525.5804,499.7373,0.157139,78.7381
fixed_10bps,304,2004.086853,2004.086853,-9.8997,-0.000495,0.00115312,10.0000,fund,1001021.1918,499.4899,0.495611,78.9836
fixed_10bps,305,2004.108163,2004.108163,-0.1063,-0.000005,0.00104652,10.0000,fund,1001026.5138,499.4873,0.005322,78.9836
fixed_10bps,306,2006.329209,2006.329209,-11.0702,-0.000554,0.00104878,10.0000,fund,1001581.0523,499.2107,0.554538,79.2908
fixed_10bps,307,2004.650772,2004.650772,8.3727,0.000418,0.00106534,10.0000,fund,1001162.0178,499.4197,0.419035,79.4661
fixed_10bps,308,2009.328292,2009.328292,-23.2790,-0.001165,0.00112994,10.0000,arb+fund,1002329.3600,498.8380,1.167342,80.8273
fixed_10bps,309,2009.534341,2009.534341,-1.0254,-0.000051,0.00112832,10.0000,fund,1002380.7511,498.8125,0.051391,80.8299
fixed_10bps,310,2009.226288,2009.226288,1.5332,0.000077,0.00109011,10.0000,fund,1002303.9180,498.8507,0.076833,80.8358
fixed_10bps,311,2008.560396,2008.560396,3.3153,0.000166,0.00081538,10.0000,fund,1002137.8138,498.9334,0.166104,80.8633
fixed_10bps,312,2010.690848,2010.690848,-10.5956,-0.000530,0.00082992,10.0000,fund,1002669.1497,498.6690,0.531336,81.1450
fixed_10bps,313,2011.435715,2011.435715,-3.7032,-0.000185,0.00082639,10.0000,fund,1002854.8537,498.5766,0.185704,81.1794
fixed_10bps,314,2006.080369,2006.080369,26.6956,0.001333,0.00105243,10.0000,arb+fund,1001518.9385,499.2417,1.335915,82.9590
fixed_10bps,315,2006.452148,2006.452148,-1.8529,-0.000093,0.00096147,10.0000,fund,1001611.7382,499.1954,0.092800,82.9676
fixed_10bps,316,2005.120360,2005.120360,6.6419,0.000332,0.00095431,10.0000,fund,1001279.2718,499.3612,0.332466,83.0780
fixed_10bps,317,2004.687110,2004.687110,2.1612,0.000108,0.00095750,10.0000,fund,1001171.0917,499.4151,0.108180,83.0896
fixed_10bps,318,2001.672279,2001.672279,15.0616,0.000753,0.00101273,10.0000,fund,1000417.9824,499.7911,0.753109,83.6562
fixed_10bps,319,1996.806636,1996.806636,24.3671,0.001217,0.00112962,10.0000,arb+fund,999201.3402,500.3996,1.216642,85.1358
fixed_10bps,320,1995.384799,1995.384799,7.1256,0.000356,0.00113450,10.0000,fund,998845.5334,500.5779,0.355807,85.2625
fixed_10bps,321,1994.770980,1994.770980,3.0771,0.000154,0.00113301,10.0000,fund,998691.8895,500.6549,0.153644,85.2861
fixed_10bps,322,1994.462827,1994.462827,1.5450,0.000077,0.00113295,10.0000,fund,998614.7473,500.6936,0.077142,85.2920
fixed_10bps,323,1994.669545,1994.669545,-1.0364,-0.000052,0.00112933,10.0000,fund,998666.4971,500.6676,0.051750,85.2947
fixed_10bps,324,1994.691513,1994.691513,-0.1101,-0.000006,0.00109805,10.0000,fund,998671.9965,500.6649,0.005499,85.2948
fixed_10bps,325,1995.089637,1995.089637,-1.9955,-0.000100,0.00110094,10.0000,fund,998771.6549,500.6149,0.099658,85.3047
fixed_10bps,326,1998.654909,1998.654909,-17.8384,-0.000893,0.00115076,10.0000,fund,999663.6707,500.1682,0.892016,86.1014
fixed_10bps,327,1999.927255,1999.927255,-6.3620,-0.000318,0.00115424,10.0000,fund,999981.8137,500.0091,0.318143,86.2026
fixed_10bps,328,2003.030132,2003.030132,-15.4909,-0.000775,0.00108173,10.0000,fund,1000757.2463,499.6217,0.775433,86.8039
fixed_10bps,329,2005.662321,2005.662321,-13.1238,-0.000657,0.00112746,10.0000,fund,1001414.5797,499.2937,0.657333,87.2357
fixed_10bps,330,2007.879845,2007.879845,-11.0441,-0.000553,0.00115725,10.0000,fund,1001968.0246,499.0179,0.553445,87.5416
fixed_10bps,331,2010.691495,2010.691495,-13.9835,-0.000700,0.00119581,10.0000,fund,1002669.3111,498.6689,0.701287,88.0324
fixed_10bps,332,2006.862313,2006.862313,19.0804,0.000953,0.00124466,10.0000,fund,1001714.1093,499.1444,0.955202,88.9424
fixed_10bps,333,2004.997405,2004.997405,9.3013,0.000465,0.00125256,10.0000,fund,1001248.5717,499.3765,0.465538,89.1587
fixed_10bps,334,2008.689377,2008.689377,-18.3800,-0.000920,0.00118500,10.0000,fund,1002169.9899,498.9174,0.921418,90.0067
fixed_10bps,335,2008.647297,2008.647297,0.2095,0.000010,0.00118481,10.0000,fund,1002159.4927,498.9226,0.010497,90.0068
fixed_10bps,336,2004.944008,2004.944008,18.4708,0.000923,0.00124699,10.0000,fund,1001235.2392,499.3831,0.924253,90.8592
fixed_10bps,337,2004.636574,2004.636574,1.5336,0.000077,0.00124653,10.0000,fund,1001158.4725,499.4214,0.076767,90.8651
fixed_10bps,338,2005.309631,2005.309631,-3.3564,-0.000168,0.00119915,10.0000,fund,1001326.5280,499.3376,0.168055,90.8933
fixed_10bps,339,2000.191606,2000.191606,25.5877,0.001278,0.00121219,10.0000,arb+fund,1000047.9005,499.9761,1.278628,92.5260
fixed_10bps,340,1998.968503,1998.968503,6.1187,0.000306,0.00120908,10.0000,fund,999742.0925,500.1290,0.305808,92.6195
fixed_10bps,341,1998.105442,1998.105442,4.3194,0.000216,0.00121142,10.0000,fund,999526.2483,500.2370,0.215844,92.6661
fixed_10bps,342,1995.793444,1995.793444,11.5844,0.000579,0.00124066,10.0000,fund,998947.8075,500.5267,0.578441,93.0009
fixed_10bps,343,1995.212225,1995.212225,2.9131,0.000146,0.00124252,10.0000,fund,998802.3390,500.5995,0.145469,93.0221
fixed_10bps,344,1997.894829,1997.894829,-13.4272,-0.000672,0.00127588,10.0000,fund,999473.5686,500.2634,0.671230,93.4732
fixed_10bps,345,1997.251524,1997.251524,3.2209,0.000161,0.00127850,10.0000,fund,999312.6449,500.3439,0.160924,93.4991
fixed_10bps,346,1994.099493,1994.099493,15.8068,0.000790,0.00126088,10.0000,fund,998523.7835,500.7392,0.788861,94.1218
fixed_10bps,347,1994.689674,1994.689674,-2.9588,-0.000148,0.00125291,10.0000,fund,998671.5360,500.6651,0.147752,94.1437
fixed_10bps,348,1994.367455,1994.367455,1.6156,0.000081,0.00119212,10.0000,fund,998590.8710,500.7056,0.080665,94.1502
fixed_10bps,349,1992.386518,1992.386518,9.9425,0.000497,0.00114934,10.0000,fund,998094.8148,500.9544,0.496056,94.3966
fixed_10bps,350,1990.138927,1990.138927,11.2936,0.000564,0.00111220,10.0000,fund,997531.6855,501.2372,0.563129,94.7143
fixed_10bps,351,1989.451698,1989.451698,3.4544,0.000173,0.00102957,10.0000,fund,997359.4383,501.3238,0.172247,94.7441
fixed_10bps,352,1993.597116,1993.597116,-20.7937,-0.001041,0.00112559,10.0000,arb+fund,998397.9959,500.8023,1.038558,95.8255
fixed_10bps,353,1992.520567,1992.520567,5.4030,0.000270,0.00111842,10.0000,fund,998128.3902,500.9376,0.269606,95.8983
fixed_10bps,354,1994.906920,1994.906920,-11.9622,-0.000598,0.00106404,10.0000,fund,998725.9183,500.6379,0.597528,96.2560
fixed_10bps,355,1993.367530,1993.367530,7.7226,0.000386,0.00106522,10.0000,fund,998340.5056,500.8311,0.385413,96.4048
fixed_10bps,356,1991.831351,1991.831351,7.7124,0.000385,0.00101601,10.0000,fund,997955.7484,501.0242,0.384757,96.5530
fixed_10bps,357,1992.806474,1992.806474,-4.8932,-0.000245,0.00103108,10.0000,fund,998199.9985,500.9016,0.244250,96.6128
fixed_10bps,358,1989.560412,1989.560412,16.3155,0.000815,0.00105950,10.0000,fund,997386.6883,501.3101,0.813310,97.2755
fixed_10bps,359,1995.032183,1995.032183,-27.4270,-0.001373,0.00114539,10.0000,arb+fund,998757.2735,500.6221,1.370585,99.1589
fixed_10bps,360,1992.843787,1992.843787,10.9813,0.000549,0.00116042,10.0000,fund,998209.3434,500.8969,0.547930,99.4595
fixed_10bps,361,1992.839757,1992.839757,0.0202,0.000001,0.00115904,10.0000,fund,998208.3342,500.8974,0.001009,99.4595
fixed_10bps,362,1991.350503,1991.350503,7.4786,0.000374,0.00114424,10.0000,fund,997835.2827,501.0847,0.373052,99.5989
fixed_10bps,363,1990.887173,1990.887173,2.3273,0.000116,0.00114385,10.0000,fund,997719.1922,501.1430,0.116091,99.6124
fixed_10bps,364,1995.536929,1995.536929,-23.3008,-0.001166,0.00122414,10.0000,arb+fund,998883.6090,500.5588,1.164417,100.9714
fixed_10bps,365,1992.646101,1992.646101,14.5075,0.000725,0.00126039,10.0000,fund,998159.8322,500.9218,0.723777,101.4958
fixed_10bps,366,1990.121254,1990.121254,12.6869,0.000634,0.00124402,10.0000,fund,997527.2562,501.2394,0.632576,101.8967
fixed_10bps,367,1988.045201,1988.045201,10.4427,0.000522,0.00125690,10.0000,fund,997006.8206,501.5011,0.520436,102.1683
fixed_10bps,368,1990.732258,1990.732258,-13.4978,-0.000675,0.00129970,10.0000,fund,997680.3741,501.1625,0.673553,102.6233
fixed_10bps,369,1987.741737,1987.741737,15.0448,0.000752,0.00132195,10.0000,fund,996930.7241,501.5394,0.749650,103.1866
fixed_10bps,370,1989.110484,1989.110484,-6.8812,-0.000344,0.00131168,10.0000,fund,997273.9052,501.3668,0.343181,103.3047
fixed_10bps,371,1988.596603,1988.596603,2.5841,0.000129,0.00131075,10.0000,fund,997145.0754,501.4315,0.128830,103.3214
fixed_10bps,372,1991.879040,1991.879040,-16.4791,-0.000825,0.00127908,10.0000,fund,997967.6949,501.0182,0.822619,104.0000
fixed_10bps,373,1992.773266,1992.773266,-4.4873,-0.000224,0.00127803,10.0000,fund,998191.6814,500.9058,0.223986,104.0503
fixed_10bps,374,1991.955809,1991.955809,4.1038,0.000205,0.00125088,10.0000,fund,997986.9261,501.0086,0.204755,104.0923
fixed_10bps,375,1992.027933,1992.027933,-0.3621,-0.000018,0.00124069,10.0000,fund,998004.9931,500.9995,0.018067,104.0926
fixed_10bps,376,1990.017355,1990.017355,10.1033,0.000505,0.00124885,10.0000,fund,997501.2169,501.2525,0.503776,104.3469
fixed_10bps,377,1989.478642,1989.478642,2.7078,0.000135,0.00124355,10.0000,fund,997366.1919,501.3204,0.135025,104.3652
fixed_10bps,378,1984.812283,1984.812283,23.5103,0.001174,0.00129691,10.0000,arb+fund,996195.8349,501.9093,1.170357,105.7385
fixed_10bps,379,1980.359938,1980.359938,22.4825,0.001123,0.00119793,10.0000,arb+fund,995077.8709,502.4732,1.117964,106.9931
fixed_10bps,380,1980.519749,1980.519749,-0.8069,-0.000040,0.00118960,10.0000,fund,995118.0205,502.4530,0.040150,106.9948
fixed_10bps,381,1982.556682,1982.556682,-10.2743,-0.000514,0.00122363,10.0000,fund,995629.6205,502.1948,0.511600,107.2578
fixed_10bps,382,1984.918573,1984.918573,-11.8992,-0.000595,0.00125736,10.0000,fund,996222.5086,501.8959,0.592888,107.6108
fixed_10bps,383,1985.116641,1985.116641,-0.9978,-0.000050,0.00125851,10.0000,fund,996272.2122,501.8709,0.049704,107.6133
fixed_10bps,384,1988.929149,1988.929149,-19.1686,-0.000959,0.00122040,10.0000,fund,997228.4464,501.3896,0.956234,108.5311
fixed_10bps,385,1987.900614,1987.900614,5.1740,0.000259,0.00118784,10.0000,fund,996970.5647,501.5193,0.257882,108.5978
fixed_10bps,386,1985.774451,1985.774451,10.7070,0.000535,0.00117903,10.0000,fund,996437.2662,501.7877,0.533299,108.8831
fixed_10bps,387,1989.408286,1989.408286,-18.2659,-0.000914,0.00123026,10.0000,fund,997348.5565,501.3292,0.911290,109.7165
fixed_10bps,388,1985.716180,1985.716180,18.5933,0.000929,0.00125703,10.0000,fund,996422.6463,501.7951,0.925910,110.5761
fixed_10bps,389,1986.598553,1986.598553,-4.4416,-0.000222,0.00122150,10.0000,fund,996644.0069,501.6836,0.221361,110.6253
fixed_10bps,390,1986.293868,1986.293868,1.5339,0.000077,0.00121052,10.0000,fund,996567.5763,501.7221,0.076431,110.6311
fixed_10bps,391,1989.214533,1989.214533,-14.6825,-0.000735,0.00125489,10.0000,fund,997299.9882,501.3537,0.732412,111.1694
fixed_10bps,392,1987.019353,1987.019353,11.0476,0.000552,0.00121862,10.0000,fund,996749.5557,501.6305,0.550432,111.4732
fixed_10bps,393,1987.462631,1987.462631,-2.2304,-0.000112,0.00121431,10.0000,fund,996860.7303,501.5746,0.111175,111.4856
fixed_10bps,394,1986.658733,1986.658733,4.0465,0.000202,0.00121425,10.0000,fund,996659.1025,501.6760,0.201628,111.5264
fixed_10bps,395,1986.003012,1986.003012,3.3017,0.000165,0.00121432,10.0000,fund,996494.6090,501.7589,0.164493,111.5535
fixed_10bps,396,1985.927719,1985.927719,0.3791,0.000019,0.00119834,10.0000,fund,996475.7194,501.7684,0.018890,111.5539
fixed_10bps,397,1982.180429,1982.180429,18.9049,0.000944,0.00125997,10.0000,fund,995535.1396,502.2424,0.940580,112.4417
fixed_10bps,398,1984.990810,1984.990810,-14.1582,-0.000708,0.00120246,10.0000,fund,996240.6360,501.8868,0.705496,112.9417
fixed_10bps,399,1985.677097,1985.677097,-3.4562,-0.000173,0.00108710,10.0000,fund,996412.8404,501.8000,0.172204,112.9714
fixed_10bps,400,1989.974547,1989.974547,-21.5955,-0.001081,0.00117320,10.0000,arb+fund,997490.4879,501.2579,1.077647,114.1369
fixed_10bps,401,1987.462773,1987.462773,12.6381,0.000632,0.00120198,10.0000,fund,996860.7659,501.5746,0.629722,114.5345
fixed_10bps,402,1988.712845,1988.712845,-6.2858,-0.000314,0.00118314,10.0000,fund,997174.2188,501.4169,0.313453,114.6330
fixed_10bps,403,1988.955743,1988.955743,-1.2212,-0.000061,0.00118315,10.0000,fund,997235.1135,501.3863,0.060895,114.6368
fixed_10bps,404,1989.422945,1989.422945,-2.3484,-0.000117,0.00110802,10.0000,fund,997352.2310,501.3274,0.117118,114.6505
fixed_10bps,405,1988.224196,1988.224196,6.0292,0.000301,0.00111022,10.0000,fund,997051.7027,501.4785,0.300528,114.7411
fixed_10bps,406,1992.056949,1992.056949,-19.2402,-0.000963,0.00115581,10.0000,fund,998012.2616,500.9958,0.960559,115.6665
fixed_10bps,407,1991.160217,1991.160217,4.5036,0.000225,0.00109632,10.0000,fund,997787.6068,501.1086,0.224655,115.7170
fixed_10bps,408,1991.645527,1991.645527,-2.4367,-0.000122,0.00100601,10.0000,fund,997909.1959,501.0476,0.121589,115.7319
fixed_10bps,409,1991.528389,1991.528389,0.5882,0.000029,0.00100461,10.0000,fund,997879.8499,501.0623,0.029346,115.7327
fixed_10bps,410,1991.699295,1991.699295,-0.8581,-0.000043,0.00100265,10.0000,fund,997922.6661,501.0408,0.042816,115.7346
fixed_10bps,411,1988.288028,1988.288028,17.1568,0.000857,0.00103064,10.0000,fund,997067.7078,501.4705,0.854958,116.4670
fixed_10bps,412,1987.636021,1987.636021,3.2803,0.000164,0.00100346,10.0000,fund,996904.2134,501.5527,0.163494,116.4939
fixed_10bps,413,1991.417129,1991.417129,-18.9870,-0.000950,0.00108416,10.0000,fund,997851.9752,501.0763,0.947762,117.3949
fixed_10bps,414,1994.112586,1994.112586,-13.5171,-0.000676,0.00111064,10.0000,fund,998527.0618,500.7376,0.675087,117.8516
fixed_10bps,415,1995.175167,1995.175167,-5.3258,-0.000266,0.00110646,10.0000,fund,998793.0635,500.6042,0.266002,117.9225
fixed_10bps,416,2000.238412,2000.238412,-25.3132,-0.001267,0.00121225,10.0000,arb+fund,1000059.6012,499.9702,1.266538,119.5285
fixed_10bps,417,1995.031728,1995.031728,26.0982,0.001303,0.00128660,10.0000,arb+fund,998757.1598,500.6222,1.302441,121.2248
fixed_10bps,418,1994.040476,1994.040476,4.9711,0.000248,0.00127280,10.0000,fund,998509.0074,500.7466,0.248152,121.2864
fixed_10bps,419,1992.274046,1992.274046,8.8664,0.000443,0.00129520,10.0000,fund,998066.6427,500.9686,0.442365,121.4824
fixed_10bps,420,1994.682402,1994.682402,-12.0739,-0.000604,0.00123708,10.0000,fund,998669.7156,500.6660,0.603073,121.8468
fixed_10bps,421,1994.875205,1994.875205,-0.9665,-0.000048,0.00119599,10.0000,fund,998717.9794,500.6418,0.048264,121.8492
fixed_10bps,422,1994.410297,1994.410297,2.3311,0.000117,0.00119479,10.0000,fund,998601.5965,500.7002,0.116383,121.8627
fixed_10bps,423,1989.012977,1989.012977,27.1357,0.001355,0.00134700,10.0000,arb+fund,997249.4615,501.3791,1.352135,123.6935
fixed_10bps,424,1991.570991,1991.570991,-12.8442,-0.000643,0.00137526,10.0000,fund,997890.5229,501.0570,0.641061,124.1056
fixed_10bps,425,1991.655064,1991.655064,-0.4221,-0.000021,0.00136702,10.0000,fund,997911.5854,501.0464,0.021063,124.1061
fixed_10bps,426,1990.350948,1990.350948,6.5522,0.000328,0.00130780,10.0000,fund,997584.8204,501.2105,0.326765,124.2131
fixed_10bps,427,1990.758247,1990.758247,-2.0459,-0.000102,0.00130538,10.0000,fund,997686.8864,501.1592,0.102066,124.2235
fixed_10bps,428,1989.236553,1989.236553,7.6496,0.000382,0.00131405,10.0000,fund,997305.5081,501.3509,0.381378,124.3693
fixed_10bps,429,1989.747719,1989.747719,-2.5690,-0.000128,0.00131587,10.0000,fund,997433.6367,501.2865,0.128129,124.3858
fixed_10bps,430,1990.049440,1990.049440,-1.5161,-0.000076,0.00131628,10.0000,fund,997509.2582,501.2485,0.075621,124.3915
fixed_10bps,431,1989.016821,1989.016821,5.1916,0.000260,0.00126511,10.0000,fund,997250.4252,501.3786,0.258833,124.4587
fixed_10bps,432,1990.295256,1990.295256,-6.4233,-0.000321,0.00126951,10.0000,fund,997570.8637,501.2175,0.320438,124.5616
fixed_10bps,433,1993.384433,1993.384433,-15.4971,-0.000775,0.00124633,10.0000,fund,998344.7383,500.8290,0.773875,125.1620
fixed_10bps,434,1993.893742,1993.893742,-2.5543,-0.000128,0.00121142,10.0000,fund,998472.2684,500.7650,0.127530,125.1783
fixed_10bps,435,1993.570797,1993.570797,1.6199,0.000081,0.00120543,10.0000,fund,998391.4055,500.8056,0.080863,125.1848
fixed_10bps,436,1991.898267,1991.898267,8.3967,0.000420,0.00106070,10.0000,fund,997972.5114,501.0158,0.418894,125.3606
fixed_10bps,437,1989.703551,1989.703551,11.0304,0.000551,0.00093378,10.0000,fund,997422.5662,501.2920,0.549945,125.6636
fixed_10bps,438,1989.273643,1989.273643,2.1611,0.000108,0.00093031,10.0000,fund,997314.8056,501.3462,0.107761,125.6753
fixed_10bps,439,1988.712589,1988.712589,2.8212,0.000141,0.00091461,10.0000,fund,997174.1547,501.4169,0.140651,125.6951
fixed_10bps,440,1986.931623,1986.931623,8.9634,0.000448,0.00087964,10.0000,fund,996727.5513,501.6416,0.446603,125.8951
fixed_10bps,441,1983.826495,1983.826495,15.6522,0.000782,0.00092541,10.0000,fund,995948.4160,502.0340,0.779135,126.5042
fixed_10bps,442,1984.890491,1984.890491,-5.3605,-0.000268,0.00094230,10.0000,fund,996215.4614,501.8995,0.267045,126.5758
fixed_10bps,443,1982.092699,1982.092699,14.1153,0.000705,0.00080442,10.0000,fund,995513.1087,502.2536,0.702353,127.0709
fixed_10bps,444,1980.191084,1980.191084,9.6032,0.000480,0.00074756,10.0000,fund,995035.4476,502.4947,0.477661,127.3001
fixed_10bps,445,1981.344098,1981.344098,-5.8194,-0.000291,0.00076840,10.0000,fund,995325.0971,502.3484,0.289649,127.3844
fixed_10bps,446,1979.858160,1979.858160,7.5053,0.000375,0.00077113,10.0000,fund,994951.7977,502.5369,0.373299,127.5245
fixed_10bps,447,1984.728104,1984.728104,-24.5371,-0.001228,0.00097013,10.0000,arb+fund,996174.7097,501.9200,1.222912,129.0276
fixed_10bps,448,1986.244092,1986.244092,-7.6324,-0.000382,0.00097899,10.0000,fund,996555.0893,501.7284,0.380380,129.1728
fixed_10bps,449,1982.766331,1982.766331,17.5399,0.000876,0.00104089,10.0000,fund,995682.2612,502.1682,0.872828,129.9373
fixed_10bps,450,1981.847672,1981.847672,4.6354,0.000232,0.00103985,10.0000,fund,995451.5739,502.2846,0.230687,129.9907
fixed_10bps,451,1982.046994,1982.046994,-1.0056,-0.000050,0.00103930,10.0000,fund,995501.6309,502.2593,0.050057,129.9932
fixed_10bps,452,1981.824396,1981.824396,1.1232,0.000056,0.00102248,10.0000,fund,995445.7283,502.2876,0.055903,129.9964
fixed_10bps,453,1979.199227,1979.199227,13.2638,0.000663,0.00096489,10.0000,fund,994786.2149,502.6206,0.659513,130.4333
fixed_10bps,454,1977.267119,1977.267119,9.7716,0.000488,0.00096315,10.0000,fund,994300.5379,502.8661,0.485677,130.6704
fixed_10bps,455,1978.147526,1978.147526,-4.4507,-0.000223,0.00098018,10.0000,fund,994521.8767,502.7541,0.221339,130.7197
fixed_10bps,456,1978.429948,1978.429948,-1.4275,-0.000071,0.00098096,10.0000,fund,994592.8684,502.7183,0.070992,130.7248
fixed_10bps,457,1975.325807,1975.325807,15.7146,0.000785,0.00100418,10.0000,fund,993812.3079,503.1131,0.780560,131.3374
fixed_10bps,458,1971.611370,1971.611370,18.8396,0.000941,0.00105632,10.0000,fund,992877.4773,503.5868,0.934831,132.2167
fixed_10bps,459,1971.992780,1971.992780,-1.9341,-0.000097,0.00106506,10.0000,fund,992973.5091,503.5381,0.096032,132.2260
fixed_10bps,460,1971.505558,1971.505558,2.4713,0.000124,0.00106000,10.0000,fund,992850.8343,503.6003,0.122675,132.2411
fixed_10bps,461,1971.000252,1971.000252,2.5637,0.000128,0.00102531,10.0000,fund,992723.5900,503.6649,0.127244,132.2575
fixed_10bps,462,1974.871493,1974.871493,-19.6025,-0.000981,0.00112719,10.0000,fund,993698.0157,503.1710,0.974426,133.2139
fixed_10bps,463,1971.929091,1971.929091,14.9214,0.000746,0.00113146,10.0000,fund,992957.4741,503.5462,0.740542,133.7658
fixed_10bps,464,1969.874030,1969.874030,10.4324,0.000521,0.00113417,10.0000,fund,992439.9302,503.8088,0.517544,134.0356
fixed_10bps,465,1969.547959,1969.547959,1.6556,0.000083,0.00111796,10.0000,fund,992357.7881,503.8505,0.082142,134.0424
fixed_10bps,466,1971.821170,1971.821170,-11.5285,-0.000577,0.00115586,10.0000,fund,992930.3021,503.5600,0.572514,134.3726
fixed_10bps,467,1974.039010,1974.039010,-11.2350,-0.000562,0.00103241,10.0000,fund,993488.5530,503.2771,0.558251,134.6865
fixed_10bps,468,1970.783142,1970.783142,16.5207,0.000825,0.00104557,10.0000,fund,992668.9130,503.6926,0.819640,135.3627
fixed_10bps,469,1968.631319,1968.631319,10.9306,0.000546,0.00101194,10.0000,fund,992126.8363,503.9678,0.542077,135.6587
fixed_10bps,470,1968.975686,1968.975686,-1.7490,-0.000087,0.00101815,10.0000,fund,992213.6075,503.9237,0.086771,135.6663
fixed_10bps,471,1967.381916,1967.381916,8.1010,0.000405,0.00101842,10.0000,fund,991811.9570,504.1278,0.401651,135.8289
fixed_10bps,472,1968.817362,1968.817362,-7.2909,-0.000365,0.00104529,10.0000,fund,992173.7151,503.9440,0.361758,135.9609
fixed_10bps,473,1968.376121,1968.376121,2.2417,0.000112,0.00102006,10.0000,fund,992062.5285,504.0005,0.111187,135.9733
fixed_10bps,474,1972.284928,1972.284928,-19.8187,-0.000992,0.00111753,10.0000,fund,993047.0602,503.5008,0.984532,136.9504
fixed_10bps,475,1976.871091,1976.871091,-23.1991,-0.001161,0.00123432,10.0000,arb+fund,994200.9582,502.9164,1.153898,138.2912
fixed_10bps,476,1979.561099,1979.561099,-13.5889,-0.000680,0.00127091,10.0000,fund,994877.1530,502.5746,0.676195,138.7511
fixed_10bps,477,1976.162780,1976.162780,17.1966,0.000859,0.00128059,10.0000,fund,994022.8316,503.0066,0.854321,139.4847
fixed_10bps,478,1974.861168,1974.861168,6.5909,0.000329,0.00121579,10.0000,fund,993695.4181,503.1723,0.327413,139.5926
fixed_10bps,479,1976.893288,1976.893288,-10.2794,-0.000514,0.00123310,10.0000,fund,994206.5400,502.9136,0.511122,139.8555
fixed_10bps,480,1975.645593,1975.645593,6.3154,0.000316,0.00124170,10.0000,fund,993892.7491,503.0724,0.313791,139.9545
fixed_10bps,481,1975.824000,1975.824000,-0.9029,-0.000045,0.00123895,10.0000,fund,993937.6239,503.0497,0.044875,139.9565
fixed_10bps,482,1976.761171,1976.761171,-4.7409,-0.000237,0.00116893,10.0000,fund,994173.3176,502.9304,0.235694,140.0124
fixed_10bps,483,1980.707723,1980.707723,-19.9250,-0.000997,0.00118621,10.0000,fund,995165.2433,502.4291,0.991926,141.0021
fixed_10bps,484,1982.548448,1982.548448,-9.2846,-0.000464,0.00115861,10.0000,fund,995627.5528,502.1958,0.462310,141.2169
fixed_10bps,485,1982.431027,1982.431027,0.5923,0.000030,0.00115661,10.0000,fund,995598.0683,502.2107,0.029485,141.2177
fixed_10bps,486,1982.392052,1982.392052,0.1966,0.000010,0.00114282,10.0000,fund,995588.2815,502.2156,0.009787,141.2178
fixed_10bps,487,1981.675456,1981.675456,3.6161,0.000181,0.00113295,10.0000,fund,995408.3222,502.3064,0.179959,141.2504
fixed_10bps,488,1981.355051,1981.355051,1.6171,0.000081,0.00105563,10.0000,fund,995327.8484,502.3470,0.080474,141.2569
fixed_10bps,489,1979.110350,1979.110350,11.3420,0.000567,0.00105832,10.0000,fund,994763.8790,502.6318,0.563969,141.5764
fixed_10bps,490,1979.006962,1979.006962,0.5224,0.000026,0.00106044,10.0000,fund,994737.8957,502.6450,0.025983,141.5771
fixed_10bps,491,1982.255401,1982.255401,-16.3876,-0.000820,0.00107191,10.0000,fund,995553.9667,502.2329,0.816071,142.2466
fixed_10bps,492,1980.762468,1980.762468,7.5372,0.000377,0.00109596,10.0000,fund,995178.9959,502.4222,0.374971,142.3878
fixed_10bps,493,1976.811879,1976.811879,19.9846,0.000998,0.00120152,10.0000,fund,994186.0689,502.9240,0.992927,143.3785
fixed_10bps,494,1976.438738,1976.438738,1.8879,0.000094,0.00113283,10.0000,fund,994092.2336,502.9714,0.093835,143.3874
fixed_10bps,495,1976.523153,1976.523153,-0.4271,-0.000021,0.00101226,10.0000,fund,994113.4625,502.9607,0.021229,143.3878
fixed_10bps,496,1976.220779,1976.220779,1.5301,0.000076,0.00096246,10.0000,fund,994037.4187,502.9992,0.076044,143.3936
fixed_10bps,497,1979.730641,1979.730641,-17.7290,-0.000887,0.00096704,10.0000,fund,994919.7559,502.5531,0.882337,144.1768
fixed_10bps,498,1979.683398,1979.683398,0.2386,0.000012,0.00095223,10.0000,fund,994907.8846,502.5591,0.011871,144.1770
fixed_10bps,499,1976.349485,1976.349485,16.8690,0.000843,0.00100528,10.0000,fund,994069.7875,502.9828,0.838097,144.8830
fixed_10bps,500,1977.690220,1977.690220,-6.7793,-0.000339,0.00100556,10.0000,fund,994406.9137,502.8123,0.337126,144.9973
fixed_10bps,501,1979.539895,1979.539895,-9.3440,-0.000467,0.00102386,10.0000,fund,994871.8246,502.5773,0.464911,145.2147
fixed_10bps,502,1981.553432,1981.553432,-10.1614,-0.000508,0.00104063,10.0000,fund,995377.6751,502.3219,0.505850,145.4719
fixed_10bps,503,1981.240648,1981.240648,1.5787,0.000079,0.00094854,10.0000,fund,995299.1129,502.3615,0.078562,145.4781
fixed_10bps,504,1984.049100,1984.049100,-14.1552,-0.000708,0.00097758,10.0000,fund,996004.2923,502.0059,0.705179,145.9777
