step,cex_price,amm_price,arb_delta,buy_delta,sell_delta,step_fee,pool_value,hedging_portfolio
48,1990.517735,1989.403717,0.000000,0.000000,0.000000,0.000000,1995253.3129,1995260.2276
49,1990.765179,1989.403717,0.000000,0.000000,0.000000,0.000000,1995377.3638,1995384.2784
50,1992.091438,1989.403717,0.000000,0.000000,0.000000,0.000000,1996042.2568,1996049.1715
51,1993.663004,1989.687604,0.000000,0.035766,0.000000,0.213474,1996829.9827,1996837.0447
52,1994.491204,1990.514152,0.000000,0.104090,0.000000,0.621451,1997244.6971,1997252.2160
53,1992.748898,1990.514152,0.000000,0.000000,0.000000,0.000000,1996371.4712,1996378.9901
54,1992.385958,1990.514152,0.000000,0.000000,0.000000,0.000000,1996189.5690,1996197.0879
55,1991.638062,1990.514152,0.000000,0.000000,0.000000,0.000000,1995814.7310,1995822.2499
56,1989.684261,1990.514152,0.000000,0.000000,0.000000,0.000000,1994835.5055,1994843.0244
57,1987.096547,1990.514152,0.000000,0.000000,0.000000,0.000000,1993538.5694,1993546.0883
58,1987.949005,1990.514152,0.000000,0.000000,0.000000,0.000000,1993965.8128,1993973.3317
59,1987.776896,1990.514152,0.000000,0.000000,0.000000,0.000000,1993879.5534,1993887.0723
60,1990.078661,1990.514152,0.000000,0.000000,0.000000,0.000000,1995033.1751,1995040.6940
61,1987.301426,1990.514152,0.000000,0.000000,0.000000,0.000000,1993641.2526,1993648.7715
62,1986.965220,1990.514152,0.000000,0.000000,0.000000,0.000000,1993472.7496,1993480.2685
63,1987.121458,1990.514152,0.000000,0.000000,0.000000,0.000000,1993551.0548,1993558.5737
64,1985.135478,1989.117696,0.000000,0.000000,-0.175899,1.050019,1992554.8783,1992563.2205
65,1983.334591,1987.313196,0.000000,0.000000,-0.227571,1.357380,1991650.8642,1991660.3170
66,1980.960858,1984.934701,0.000000,0.000000,-0.300433,1.790092,1990458.6642,1990469.6681
67,1981.195138,1984.934701,0.000000,0.000000,0.000000,0.000000,1990576.2480,1990587.2519
68,1982.391194,1984.934701,0.000000,0.000000,0.000000,0.000000,1991176.5412,1991187.5451
69,1980.400096,1984.372815,0.000000,0.000000,-0.071052,0.423041,1990176.9190,1990188.2252
70,1980.256046,1984.228475,0.000000,0.000000,-0.018257,0.108682,1990104.5371,1990115.9170
71,1980.614475,1984.228475,0.000000,0.000000,0.000000,0.000000,1990284.4625,1990295.8424
72,1984.034653,1984.228475,0.000000,0.000000,0.000000,0.000000,1992001.3340,1992012.7140
73,1984.603238,1984.228475,0.000000,0.000000,0.000000,0.000000,1992286.7543,1992298.1343
74,1984.502821,1984.228475,0.000000,0.000000,0.000000,0.000000,1992236.3467,1992247.7267
75,1984.261199,1984.228475,0.000000,0.000000,0.000000,0.000000,1992115.0567,1992126.4367
76,1987.171549,1984.228475,0.000000,0.000000,0.000000,0.000000,1993576.0031,1993587.3831
77,1984.881656,1984.228475,0.000000,0.000000,0.000000,0.000000,1992426.5156,1992437.8956
78,1984.827467,1984.228475,0.000000,0.000000,0.000000,0.000000,1992399.3133,1992410.6933
79,1986.572282,1984.228475,0.000000,0.000000,0.000000,0.000000,1993275.1815,1993286.5615
80,1985.460950,1984.228475,0.000000,0.000000,0.000000,0.000000,1992717.3113,1992728.6913
81,1984.143385,1984.228475,0.000000,0.000000,0.000000,0.000000,1992055.9156,1992067.2956
82,1982.791186,1984.228475,0.000000,0.000000,0.000000,0.000000,1991377.1347,1991388.5147
83,1984.720456,1984.228475,0.000000,0.000000,0.000000,0.000000,1992345.5956,1992356.9755
84,1986.986650,1984.228475,0.000000,0.000000,0.000000,0.000000,1993483.1872,1993494.5672
85,1987.325887,1984.228475,0.000000,0.000000,0.000000,0.000000,1993653.4785,1993664.8585
86,1984.452566,1984.228475,0.000000,0.000000,0.000000,0.000000,1992211.1193,1992222.4993
87,1983.703595,1984.228475,0.000000,0.000000,0.000000,0.000000,1991835.1485,1991846.5285
88,1984.545879,1984.228475,0.000000,0.000000,0.000000,0.000000,1992257.9612,1992269.3412
89,1985.504835,1984.228475,0.000000,0.000000,0.000000,0.000000,1992739.3406,1992750.7206
90,1984.703962,1984.228475,0.000000,0.000000,0.000000,0.000000,1992337.3160,1992348.6959
91,1988.656680,1984.691263,0.000000,0.058529,0.000000,0.348447,1994321.2686,1994332.8942
92,1989.378497,1985.411641,0.000000,0.091066,0.000000,0.542314,1994683.1723,1994695.1920
93,1990.498074,1986.528985,0.000000,0.141151,0.000000,0.840963,1995244.3742,1995257.0330
94,1992.465118,1988.492107,0.000000,0.247707,0.000000,1.476960,1996229.9982,1996243.8843
95,1991.189828,1988.492107,0.000000,0.000000,0.000000,0.000000,1995590.5106,1995604.3968
96,1988.907835,1988.492107,0.000000,0.000000,0.000000,0.000000,1994446.2170,1994460.1032
97,1992.459116,1988.492107,0.000000,0.000000,0.000000,0.000000,1996226.9883,1996240.8744
98,1994.530346,1990.553216,0.000000,0.259677,0.000000,1.549897,1997264.2951,1997279.4817
99,1993.557799,1990.553216,0.000000,0.000000,0.000000,0.000000,1996776.8693,1996792.0559
100,1992.707425,1990.553216,0.000000,0.000000,0.000000,0.000000,1996350.6746,1996365.8612
101,1990.521290,1990.553216,0.000000,0.000000,0.000000,0.000000,1995255.0164,1995270.2030
102,1993.712129,1990.553216,0.000000,0.000000,0.000000,0.000000,1996854.2171,1996869.4036
103,1995.927547,1991.947632,0.000000,0.175452,0.000000,1.048107,1997963.7310,1997979.7382
104,1995.559164,1991.947632,0.000000,0.000000,0.000000,0.000000,1997779.1674,1997795.1746
105,1992.424512,1991.947632,0.000000,0.000000,0.000000,0.000000,1996208.6770,1996224.6842
106,1996.796215,1992.814568,0.000000,0.108989,0.000000,0.651444,1998398.4609,1998414.9493
107,1994.170213,1992.814568,0.000000,0.000000,0.000000,0.000000,1997083.0948,1997099.5833
108,1993.633985,1992.814568,0.000000,0.000000,0.000000,0.000000,1996814.4979,1996830.9863
109,1993.300753,1992.814568,0.000000,0.000000,0.000000,0.000000,1996647.5815,1996664.0699
110,1994.429855,1992.814568,0.000000,0.000000,0.000000,0.000000,1997213.1497,1997229.6381
111,1995.086207,1992.814568,0.000000,0.000000,0.000000,0.000000,1997541.9166,1997558.4050
112,1993.015553,1992.814568,0.000000,0.000000,0.000000,0.000000,1996504.7246,1996521.2130
113,1993.751811,1992.814568,0.000000,0.000000,0.000000,0.000000,1996873.5170,1996890.0054
114,1993.365758,1992.814568,0.000000,0.000000,0.000000,0.000000,1996680.1426,1996696.6311
115,1995.807413,1992.814568,0.000000,0.000000,0.000000,0.000000,1997903.1690,1997919.6574
116,1995.997261,1992.814568,0.000000,0.000000,0.000000,0.000000,1997998.2640,1998014.7524
117,1997.641878,1993.658545,0.000000,0.106034,0.000000,0.634055,1998821.5868,1998838.5424
118,1994.218565,1993.658545,0.000000,0.000000,0.000000,0.000000,1997107.2103,1997124.1659
119,1998.494276,1994.509243,0.000000,0.106811,0.000000,0.638970,1999247.9921,1999265.4187
120,1996.255070,1994.509243,0.000000,0.000000,0.000000,0.000000,1998126.8490,1998144.2757
121,2000.193159,1996.204738,0.000000,0.212677,0.000000,1.273100,2000097.5730,2000116.0282
122,2003.375821,1999.381054,0.000000,0.397698,0.000000,2.383553,2001688.1958,2001708.8716
123,2000.926222,1999.381054,0.000000,0.000000,0.000000,0.000000,2000463.2068,2000483.8826
124,2005.683859,2001.684489,0.000000,0.287814,0.000000,1.727347,2002840.9106,2002863.0690
125,2007.912945,2003.909131,0.000000,0.277498,0.000000,1.667316,2003953.5648,2003977.1431
126,2007.295508,2003.909131,0.000000,0.000000,0.000000,0.000000,2003645.1475,2003668.7257
127,2007.188775,2003.909131,0.000000,0.000000,0.000000,0.000000,2003591.8332,2003615.4114
128,2004.813336,2003.909131,0.000000,0.000000,0.000000,0.000000,2002405.2726,2002428.8508
129,2005.823835,2003.909131,0.000000,0.000000,0.000000,0.000000,2002910.0292,2002933.6075
130,2006.212876,2003.909131,0.000000,0.000000,0.000000,0.000000,2003104.3598,2003127.9380
131,2004.561776,2003.909131,0.000000,0.000000,0.000000,0.000000,2002279.6152,2002303.1935
132,2003.680525,2003.909131,0.000000,0.000000,0.000000,0.000000,2001839.4200,2001862.9982
133,2003.512883,2003.909131,0.000000,0.000000,0.000000,0.000000,2001755.6807,2001779.2590
134,2007.622519,2003.909131,0.000000,0.000000,0.000000,0.000000,2003808.4933,2003832.0715
135,2004.533913,2003.909131,0.000000,0.000000,0.000000,0.000000,2002265.6975,2002289.2757
136,2003.327906,2003.909131,0.000000,0.000000,0.000000,0.000000,2001663.2827,2001686.8609
137,1998.755888,2002.765428,0.000000,0.000000,-0.142606,0.857062,1999378.8507,1999403.0823
138,1998.837948,2002.765428,0.000000,0.000000,0.000000,0.000000,1999419.8524,1999444.0839
139,1995.125279,1999.127536,0.000000,0.000000,-0.454414,2.727774,1997562.1551,1997589.0315
140,1993.514452,1997.513478,0.000000,0.000000,-0.202012,1.211052,1996755.5951,1996783.4424
141,1994.897566,1997.513478,0.000000,0.000000,0.000000,0.000000,1997447.5827,1997475.4300
142,1993.639651,1997.513478,0.000000,0.000000,0.000000,0.000000,1996818.2335,1996846.0808
143,1992.122279,1996.118513,0.000000,0.000000,-0.174788,1.047058,1996058.2554,1996086.9230
144,1989.573481,1993.564601,0.000000,0.000000,-0.320478,1.917908,1994780.9296,1994811.2854
145,1990.778462,1993.564601,0.000000,0.000000,0.000000,0.000000,1995384.3919,1995414.7477
146,1990.443720,1993.564601,0.000000,0.000000,0.000000,0.000000,1995216.7507,1995247.1065
147,1989.632804,1993.564601,0.000000,0.000000,0.000000,0.000000,1994810.6389,1994840.9947
148,1990.166900,1993.564601,0.000000,0.000000,0.000000,0.000000,1995078.1178,1995108.4736
149,1990.814604,1993.564601,0.000000,0.000000,0.000000,0.000000,1995402.4917,1995432.8475
150,1990.313371,1993.564601,0.000000,0.000000,0.000000,0.000000,1995151.4714,1995181.8272
151,1991.610530,1993.564601,0.000000,0.000000,0.000000,0.000000,1995801.0966,1995831.4524
152,1991.554901,1993.564601,0.000000,0.000000,0.000000,0.000000,1995773.2376,1995803.5934
153,1990.522441,1993.564601,0.000000,0.000000,0.000000,0.000000,1995256.1747,1995286.5305
154,1986.807801,1990.793374,0.000000,0.000000,-0.348445,2.082497,1993393.9883,1993426.2155
155,1987.435089,1990.793374,0.000000,0.000000,0.000000,0.000000,1993708.3562,1993740.5834
156,1985.109720,1989.091885,0.000000,0.000000,-0.214301,1.279337,1992541.9507,1992575.2135
157,1985.286320,1989.091885,0.000000,0.000000,0.000000,0.000000,1992630.4925,1992663.7553
158,1986.744327,1989.091885,0.000000,0.000000,0.000000,0.000000,1993361.4922,1993394.7551
159,1991.320616,1989.091885,0.000000,0.000000,0.000000,0.000000,1995655.9026,1995689.1655
160,1991.114045,1989.091885,0.000000,0.000000,0.000000,0.000000,1995552.3341,1995585.5969
161,1990.720513,1989.091885,0.000000,0.000000,0.000000,0.000000,1995355.0295,1995388.2923
162,1987.471784,1989.091885,0.000000,0.000000,0.000000,0.000000,1993726.2168,1993759.4797
163,1988.934498,1989.091885,0.000000,0.000000,0.000000,0.000000,1994459.5766,1994492.8395
164,1987.494304,1989.091885,0.000000,0.000000,0.000000,0.000000,1993737.5077,1993770.7705
165,1982.138336,1986.114541,0.000000,0.000000,-0.375655,2.239961,1991050.1380,1991085.4536
166,1984.213310,1986.114541,0.000000,0.000000,0.000000,0.000000,1992091.2453,1992126.5608
167,1983.220969,1986.114541,0.000000,0.000000,0.000000,0.000000,1991593.3433,1991628.6589
168,1980.799387,1984.772906,0.000000,0.000000,-0.169552,1.009908,1990377.5397,1990413.6427
169,1978.875844,1982.845505,0.000000,0.000000,-0.243881,1.451438,1989410.8830,1989448.1891
170,1981.532470,1982.845505,0.000000,0.000000,0.000000,0.000000,1990744.9295,1990782.2356
171,1984.233585,1982.845505,0.000000,0.000000,0.000000,0.000000,1992101.3164,1992138.6225
172,1984.019654,1982.845505,0.000000,0.000000,0.000000,0.000000,1991993.8896,1992031.1957
173,1983.399106,1982.845505,0.000000,0.000000,0.000000,0.000000,1991682.2762,1991719.5823
174,1986.245833,1982.845505,0.000000,0.000000,0.000000,0.000000,1993111.7837,1993149.0898
175,1986.922110,1982.960152,0.000000,0.014517,0.000000,0.086355,1993451.3233,1993488.6878
176,1986.921586,1982.960152,0.000000,0.000000,0.000000,0.000000,1993451.0601,1993488.4246
177,1984.872186,1982.960152,0.000000,0.000000,0.000000,0.000000,1992421.9669,1992459.3313
178,1984.849478,1982.960152,0.000000,0.000000,0.000000,0.000000,1992410.5639,1992447.9284
179,1986.639794,1982.960152,0.000000,0.000000,0.000000,0.000000,1993309.5602,1993346.9247
180,1988.089010,1984.124725,0.000000,0.147387,0.000000,0.877046,1994036.6047,1994074.6392
181,1988.288770,1984.324087,0.000000,0.025218,0.000000,0.150115,1994136.7811,1994174.9181
182,1990.386583,1986.417716,0.000000,0.264602,0.000000,1.575996,1995188.4950,1995227.9593
183,1987.862824,1986.417716,0.000000,0.000000,0.000000,0.000000,1993922.3087,1993961.7730
184,1984.687517,1986.417716,0.000000,0.000000,0.000000,0.000000,1992329.2368,1992368.7010
185,1979.983274,1983.955157,0.000000,0.000000,-0.311272,1.853798,1989967.4682,1990008.5520
186,1981.087587,1983.955157,0.000000,0.000000,0.000000,0.000000,1990521.8528,1990562.9366
187,1979.829488,1983.801062,0.000000,0.000000,-0.019497,0.116039,1989890.1860,1989931.3487
188,1981.392273,1983.801062,0.000000,0.000000,0.000000,0.000000,1990674.7621,1990715.9248
189,1980.573845,1983.801062,0.000000,0.000000,0.000000,0.000000,1990263.8809,1990305.0436
190,1981.577560,1983.801062,0.000000,0.000000,0.000000,0.000000,1990767.7832,1990808.9459
191,1983.411389,1983.801062,0.000000,0.000000,0.000000,0.000000,1991688.4335,1991729.5962
192,1985.939516,1983.801062,0.000000,0.000000,0.000000,0.000000,1992957.6475,1992998.8101
193,1986.770993,1983.801062,0.000000,0.000000,0.000000,0.000000,1993375.0800,1993416.2427
194,1988.855477,1984.889663,0.000000,0.137689,0.000000,0.819665,1994420.9473,1994462.7310
195,1989.610768,1985.643448,0.000000,0.095274,0.000000,0.567433,1994799.6138,1994841.8114
196,1987.719010,1985.643448,0.000000,0.000000,0.000000,0.000000,1993850.3214,1993892.5190
197,1984.369119,1985.643448,0.000000,0.000000,0.000000,0.000000,1992169.3320,1992211.5296
198,1985.343600,1985.643448,0.000000,0.000000,0.000000,0.000000,1992658.3306,1992700.5282
199,1987.794761,1985.643448,0.000000,0.000000,0.000000,0.000000,1993888.3339,1993930.5315
200,1985.594385,1985.643448,0.000000,0.000000,0.000000,0.000000,1992784.1757,1992826.3733
201,1985.395773,1985.643448,0.000000,0.000000,0.000000,0.000000,1992684.5112,1992726.7088
202,1985.179356,1985.643448,0.000000,0.000000,0.000000,0.000000,1992575.9125,1992618.1101
203,1986.788885,1985.643448,0.000000,0.000000,0.000000,0.000000,1993383.5811,1993425.7787
204,1987.774778,1985.643448,0.000000,0.000000,0.000000,0.000000,1993878.3061,1993920.5037
205,1986.661445,1985.643448,0.000000,0.000000,0.000000,0.000000,1993319.6307,1993361.8283
206,1985.659016,1985.643448,0.000000,0.000000,0.000000,0.000000,1992816.6078,1992858.8054
207,1981.082022,1985.056108,0.000000,0.000000,-0.074232,0.442128,1990519.5355,1990562.0499
208,1981.480824,1985.056108,0.000000,0.000000,0.000000,0.000000,1990719.6861,1990762.2005
209,1983.284250,1985.056108,0.000000,0.000000,0.000000,0.000000,1991624.7865,1991667.3009
210,1983.733943,1985.056108,0.000000,0.000000,0.000000,0.000000,1991850.4781,1991892.9924
211,1982.537636,1985.056108,0.000000,0.000000,0.000000,0.000000,1991250.0772,1991292.5916
212,1986.277948,1985.056108,0.000000,0.000000,0.000000,0.000000,1993127.2596,1993169.7739
213,1988.320867,1985.056108,0.000000,0.000000,0.000000,0.000000,1994152.5564,1994195.0708
214,1989.564952,1985.597723,0.000000,0.068454,0.000000,0.407710,1994776.6458,1994819.4503
215,1988.815329,1985.597723,0.000000,0.000000,0.000000,0.000000,1994400.4774,1994443.2819
216,1985.876484,1985.597723,0.000000,0.000000,0.000000,0.000000,1992925.7354,1992968.5399
217,1982.759265,1985.597723,0.000000,0.000000,0.000000,0.000000,1991361.4837,1991404.2882
218,1985.480525,1985.597723,0.000000,0.000000,0.000000,0.000000,1992727.0396,1992769.8441
219,1987.440941,1985.597723,0.000000,0.000000,0.000000,0.000000,1993710.7956,1993753.6001
220,1988.096921,1985.597723,0.000000,0.000000,0.000000,0.000000,1994039.9732,1994082.7777
221,1989.800001,1985.832304,0.000000,0.029640,0.000000,0.176567,1994894.4748,1994937.4004
222,1993.502861,1989.527781,0.000000,0.466236,0.000000,2.780184,1996749.7823,1996795.4231
223,1991.733164,1989.527781,0.000000,0.000000,0.000000,0.000000,1995862.6081,1995908.2489
224,1991.990666,1989.527781,0.000000,0.000000,0.000000,0.000000,1995991.6974,1996037.3382
225,1993.988167,1990.012119,0.000000,0.061010,0.000000,0.364186,1996992.8157,1997038.7139
226,1992.637746,1990.012119,0.000000,0.000000,0.000000,0.000000,1996315.9130,1996361.8112
227,1992.030989,1990.012119,0.000000,0.000000,0.000000,0.000000,1996011.7742,1996057.6723
228,1991.084260,1990.012119,0.000000,0.000000,0.000000,0.000000,1995537.2229,1995583.1211
229,1991.526098,1990.012119,0.000000,0.000000,0.000000,0.000000,1995758.6958,1995804.5939
230,1991.025788,1990.012119,0.000000,0.000000,0.000000,0.000000,1995507.9138,1995553.8120
231,1989.667208,1990.012119,0.000000,0.000000,0.000000,0.000000,1994826.9211,1994872.8192
232,1989.800168,1990.012119,0.000000,0.000000,0.000000,0.000000,1994893.5678,1994939.4660
233,1986.595873,1990.012119,0.000000,0.000000,0.000000,0.000000,1993287.4048,1993333.3030
234,1986.787155,1990.012119,0.000000,0.000000,0.000000,0.000000,1993383.2855,1993429.1836
235,1987.146082,1990.012119,0.000000,0.000000,0.000000,0.000000,1993563.1989,1993609.0971
236,1986.358188,1990.012119,0.000000,0.000000,0.000000,0.000000,1993168.2643,1993214.1625
237,1989.159994,1990.012119,0.000000,0.000000,0.000000,0.000000,1994572.6787,1994618.5768
238,1989.369900,1990.012119,0.000000,0.000000,0.000000,0.000000,1994677.8946,1994723.7927
239,1990.614093,1990.012119,0.000000,0.000000,0.000000,0.000000,1995301.5503,1995347.4485
240,1990.371323,1990.012119,0.000000,0.000000,0.000000,0.000000,1995179.8612,1995225.7594
241,1991.600435,1990.012119,0.000000,0.000000,0.000000,0.000000,1995795.9575,1995841.8556
242,1994.244145,1990.267586,0.000000,0.032171,0.000000,0.192075,1997120.9933,1997167.0235
243,1993.852123,1990.267586,0.000000,0.000000,0.000000,0.000000,1996924.5037,1996970.5339
244,1994.261781,1990.285188,0.000000,0.002216,0.000000,0.013233,1997129.8244,1997175.8634
245,1995.444881,1991.465928,0.000000,0.148608,0.000000,0.887582,1997722.1370,1997768.8551
246,1999.870972,1995.883193,0.054023,0.500766,0.000000,3.318201,1999936.4809,1999986.6374
247,1997.084213,1995.883193,0.000000,0.000000,0.000000,0.000000,1998541.6651,1998591.8216
248,1994.737630,1995.883193,0.000000,0.000000,0.000000,0.000000,1997367.1641,1997417.3206
249,1992.572429,1995.883193,0.000000,0.000000,0.000000,0.000000,1996283.4478,1996333.6043
250,1991.376118,1995.370854,0.000000,0.000000,-0.064253,0.384675,1995684.4024,1995734.8320
251,1992.214897,1995.370854,0.000000,0.000000,0.000000,0.000000,1996104.2781,1996154.7076
252,1994.357831,1995.370854,0.000000,0.000000,0.000000,0.000000,1997176.9876,1997227.4172
253,1997.448419,1995.370854,0.000000,0.000000,0.000000,0.000000,1998724.0728,1998774.5024
254,1996.143310,1995.370854,0.000000,0.000000,0.000000,0.000000,1998070.7621,1998121.1916
255,1994.881251,1995.370854,0.000000,0.000000,0.000000,0.000000,1997439.0010,1997489.4305
256,1994.797515,1995.370854,0.000000,0.000000,0.000000,0.000000,1997397.0841,1997447.5137
257,1995.432233,1995.370854,0.000000,0.000000,0.000000,0.000000,1997714.8111,1997765.2406
258,1994.029786,1995.370854,0.000000,0.000000,0.000000,0.000000,1997012.7748,1997063.2044
259,1996.172213,1995.370854,0.000000,0.000000,0.000000,0.000000,1998085.2300,1998135.6596
260,1991.924306,1995.370854,0.000000,0.000000,0.000000,0.000000,1995958.8145,1996009.2441
261,1993.694227,1995.370854,0.000000,0.000000,0.000000,0.000000,1996844.8007,1996895.2302
262,1993.451148,1995.370854,0.000000,0.000000,0.000000,0.000000,1996723.1202,1996773.5498
263,1992.257929,1995.370854,0.000000,0.000000,0.000000,0.000000,1996125.8191,1996176.2487
264,1996.212315,1995.370854,0.000000,0.000000,0.000000,0.000000,1998105.3042,1998155.7337
265,1999.088117,1995.370854,0.000000,0.000000,0.000000,0.000000,1999544.8723,1999595.3019
266,1997.109135,1995.370854,0.000000,0.000000,0.000000,0.000000,1998554.2344,1998604.6640
267,2000.032863,1996.044762,0.000000,0.084510,0.000000,0.505974,2000017.4275,2000068.2226
268,1997.638661,1996.044762,0.000000,0.000000,0.000000,0.000000,1998819.1408,1998869.9359
269,1996.273977,1996.044762,0.000000,0.000000,0.000000,0.000000,1998136.1233,1998186.9183
270,1997.727163,1996.044762,0.000000,0.000000,0.000000,0.000000,1998863.4360,1998914.2311
271,2000.177978,1996.189588,0.000000,0.018156,0.000000,0.108725,2000089.9832,2000140.8521
272,1996.832730,1996.189588,0.000000,0.000000,0.000000,0.000000,1998415.7636,1998466.6324
273,1995.125156,1996.189588,0.000000,0.000000,0.000000,0.000000,1997561.1620,1997612.0309
274,1995.036160,1996.189588,0.000000,0.000000,0.000000,0.000000,1997516.6213,1997567.4901
275,1996.260606,1996.189588,0.000000,0.000000,0.000000,0.000000,1998129.4287,1998180.2975
276,1997.237146,1996.189588,0.000000,0.000000,0.000000,0.000000,1998618.1645,1998669.0333
277,1995.558816,1996.189588,0.000000,0.000000,0.000000,0.000000,1997778.1986,1997829.0675
278,1995.785365,1996.189588,0.000000,0.000000,0.000000,0.000000,1997891.5814,1997942.4502
279,1997.850316,1996.189588,0.000000,0.000000,0.000000,0.000000,1998925.0416,1998975.9104
280,2000.045085,1996.189588,0.000000,0.000000,0.000000,0.000000,2000023.4730,2000074.3418
281,2001.621197,1997.629928,0.000000,0.180461,0.000000,1.081091,2000811.4307,2000863.1498
282,2004.470688,2000.473737,0.000000,0.355729,0.000000,2.133362,2002235.0932,2002288.7401
283,2003.371327,2000.473737,0.000000,0.000000,0.000000,0.000000,2001685.4780,2001739.1249
284,2005.071278,2001.073130,0.000000,0.074881,0.000000,0.449457,2002535.0308,2002588.9995
285,2000.791911,2001.073130,0.000000,0.000000,0.000000,0.000000,2000395.9212,2000449.8899
286,1999.197603,2001.073130,0.000000,0.000000,0.000000,0.000000,1999598.9812,1999652.9499
287,1998.423691,2001.073130,0.000000,0.000000,0.000000,0.000000,1999212.1287,1999266.0975
