step,cex_price,amm_price,arb_delta,buy_delta,sell_delta,step_fee,pool_value,hedging_portfolio
288,1996.422739,2000.427599,0.000000,0.000000,-0.080646,0.484057,1998211.5720,1998265.8897
289,1997.718894,2000.427599,0.000000,0.000000,0.000000,0.000000,1998859.5802,1998913.8979
290,2000.945567,2000.427599,0.000000,0.000000,0.000000,0.000000,2000472.7442,2000527.0620
291,1994.915480,1998.917316,0.000000,0.000000,-0.188832,1.132805,1997457.1249,1997512.3408
292,1995.895508,1998.917316,0.000000,0.000000,0.000000,0.000000,1997947.2714,1998002.4874
293,1997.299860,1998.917316,0.000000,0.000000,0.000000,0.000000,1998649.6377,1998704.8537
294,1996.880198,1998.917316,0.000000,0.000000,0.000000,0.000000,1998439.7501,1998494.9660
295,2001.070222,1998.917316,0.000000,0.000000,0.000000,0.000000,2000535.3293,2000590.5452
296,1999.430138,1998.917316,0.000000,0.000000,0.000000,0.000000,1999715.0649,1999770.2809
297,1999.687157,1998.917316,0.000000,0.000000,0.000000,0.000000,1999843.6094,1999898.8254
298,2000.943024,1998.917316,0.000000,0.000000,0.000000,0.000000,2000471.7130,2000526.9290
299,2002.400318,1998.917316,0.000000,0.000000,0.000000,0.000000,2001200.5574,2001255.7734
300,2002.655130,1998.917316,0.000000,0.000000,0.000000,0.000000,2001327.9978,2001383.2137
301,2001.716568,1998.917316,0.000000,0.000000,0.000000,0.000000,2000858.5899,2000913.8059
302,2001.474036,1998.917316,0.000000,0.000000,0.000000,0.000000,2000737.2909,2000792.5068
303,2002.102874,1998.917316,0.000000,0.000000,0.000000,0.000000,2001051.7950,2001107.0110
304,2004.086853,2000.090668,0.000000,0.146724,0.000000,0.880123,2002043.3807,2002099.2691
305,2004.108163,2000.111935,0.000000,0.002658,0.000000,0.015950,2002054.0247,2002109.9238
306,2006.329209,2002.328552,0.000000,0.276824,0.000000,1.661956,2003163.1023,2003220.4157
307,2004.650772,2002.328552,0.000000,0.000000,0.000000,0.000000,2002324.3718,2002381.6852
308,2009.328292,2005.321655,0.000000,0.373067,0.000000,2.242684,2004659.7184,2004719.0851
309,2009.534341,2005.527293,0.000000,0.025600,0.000000,0.154020,2004762.5007,2004821.9726
310,2009.226288,2005.527293,0.000000,0.000000,0.000000,0.000000,2004608.6868,2004668.1587
311,2008.560396,2005.527293,0.000000,0.000000,0.000000,0.000000,2004276.1997,2004335.6716
312,2010.690848,2006.681494,0.000000,0.143617,0.000000,0.864333,2005339.2981,2005399.4287
313,2011.435715,2007.424876,0.000000,0.092433,0.000000,0.556556,2005710.7062,2005771.2419
314,2006.080369,2007.424876,0.000000,0.000000,0.000000,0.000000,2003037.9895,2003098.5252
315,2006.452148,2007.424876,0.000000,0.000000,0.000000,0.000000,2003223.5353,2003284.0710
316,2005.120360,2007.424876,0.000000,0.000000,0.000000,0.000000,2002558.8738,2002619.4095
317,2004.687110,2007.424876,0.000000,0.000000,0.000000,0.000000,2002342.6495,2002403.1852
318,2001.672279,2005.687670,0.000000,0.000000,-0.216087,1.300775,2000836.9692,2000898.5602
319,1996.806636,2000.812267,-0.108295,0.000000,-0.499649,3.653586,1998403.6835,1998469.1908
320,1995.384799,1999.387577,0.000000,0.000000,-0.178073,1.068490,1997692.0696,1997758.4165
321,1994.770980,1998.772527,0.000000,0.000000,-0.076934,0.461394,1997384.7816,1997451.4601
322,1994.462827,1998.463756,0.000000,0.000000,-0.038636,0.231658,1997230.4972,1997297.3362
323,1994.669545,1998.463756,0.000000,0.000000,0.000000,0.000000,1997333.8959,1997400.7349
324,1994.691513,1998.463756,0.000000,0.000000,0.000000,0.000000,1997344.8843,1997411.7233
325,1995.089637,1998.463756,0.000000,0.000000,0.000000,0.000000,1997544.0227,1997610.8617
326,1998.654909,1998.463756,0.000000,0.000000,0.000000,0.000000,1999327.3436,1999394.1826
327,1999.927255,1998.463756,0.000000,0.000000,0.000000,0.000000,1999963.7613,2000030.6003
328,2003.030132,1999.036054,0.000000,0.071604,0.000000,0.429358,2001515.4894,2001582.6349
329,2005.662321,2001.662994,0.000000,0.328282,0.000000,1.970033,2002830.1569,2002899.0466
330,2007.879845,2003.876096,0.000000,0.276064,0.000000,1.658678,2003937.0471,2004007.3477
331,2010.691495,2006.682140,0.000000,0.349371,0.000000,2.101761,2005339.6210,2005411.8126
332,2006.862313,2006.682140,0.000000,0.000000,0.000000,0.000000,2003428.2206,2003500.4122
333,2004.997405,2006.682140,0.000000,0.000000,0.000000,0.000000,2002497.3200,2002569.5116
334,2008.689377,2006.682140,0.000000,0.000000,0.000000,0.000000,2004340.2302,2004412.4219
335,2008.647297,2006.682140,0.000000,0.000000,0.000000,0.000000,2004319.2254,2004391.4170
336,2004.944008,2006.682140,0.000000,0.000000,0.000000,0.000000,2002470.6663,2002542.8579
337,2004.636574,2006.682140,0.000000,0.000000,0.000000,0.000000,2002317.2054,2002389.3970
338,2005.309631,2006.682140,0.000000,0.000000,0.000000,0.000000,2002653.1732,2002725.3648
339,2000.191606,2004.204027,0.000000,0.000000,-0.308504,1.856061,2000096.8050,2000170.6166
340,1998.968503,2002.978470,0.000000,0.000000,-0.152783,0.918344,1999485.1887,1999559.7066
341,1998.105442,2002.113678,0.000000,0.000000,-0.107893,0.648182,1999053.5002,1999128.4972
342,1995.793444,1999.797042,0.000000,0.000000,-0.289372,1.737062,1997896.6180,1997973.1087
343,1995.212225,1999.214657,0.000000,0.000000,-0.072825,0.436843,1997605.6808,1997682.4842
344,1997.894829,1999.214657,0.000000,0.000000,0.000000,0.000000,1998947.2462,1999024.0495
345,1997.251524,1999.214657,0.000000,0.000000,0.000000,0.000000,1998625.5309,1998702.3342
346,1994.099493,1998.099692,0.000000,0.000000,-0.139511,0.836504,1997048.5696,1997126.0087
347,1994.689674,1998.099692,0.000000,0.000000,0.000000,0.000000,1997343.8004,1997421.2395
348,1994.367455,1998.099692,0.000000,0.000000,0.000000,0.000000,1997182.6146,1997260.0538
349,1992.386518,1996.383282,0.000000,0.000000,-0.214996,1.288196,1996190.6316,1996269.1145
350,1990.138927,1994.131182,0.000000,0.000000,-0.282517,1.691081,1995064.3726,1995144.3014
351,1989.451698,1993.442575,0.000000,0.000000,-0.086479,0.517260,1994719.8780,1994800.1818
352,1993.597116,1993.442575,0.000000,0.000000,0.000000,0.000000,1996795.9932,1996876.2970
353,1992.520567,1993.442575,0.000000,0.000000,0.000000,0.000000,1996256.8339,1996337.1376
354,1994.906920,1993.442575,0.000000,0.000000,0.000000,0.000000,1997451.9713,1997532.2750
355,1993.367530,1993.442575,0.000000,0.000000,0.000000,0.000000,1996681.0116,1996761.3154
356,1991.831351,1993.442575,0.000000,0.000000,0.000000,0.000000,1995911.6599,1995991.9636
357,1992.806474,1993.442575,0.000000,0.000000,0.000000,0.000000,1996400.0224,1996480.3262
358,1989.560412,1993.442575,0.000000,0.000000,0.000000,0.000000,1994774.3242,1994854.6279
359,1995.032183,1993.442575,0.000000,0.000000,0.000000,0.000000,1997514.7056,1997595.0093
360,1992.843787,1993.442575,0.000000,0.000000,0.000000,0.000000,1996418.7094,1996499.0131
361,1992.839757,1993.442575,0.000000,0.000000,0.000000,0.000000,1996416.6913,1996496.9950
362,1991.350503,1993.442575,0.000000,0.000000,0.000000,0.000000,1995670.8405,1995751.1442
363,1990.887173,1993.442575,0.000000,0.000000,0.000000,0.000000,1995438.7949,1995519.0986
364,1995.536929,1993.442575,0.000000,0.000000,0.000000,0.000000,1997767.4934,1997847.7971
365,1992.646101,1993.442575,0.000000,0.000000,0.000000,0.000000,1996319.7043,1996400.0081
366,1990.121254,1993.442575,0.000000,0.000000,0.000000,0.000000,1995055.2057,1995135.5095
367,1988.045201,1992.033255,0.000000,0.000000,-0.177129,1.058914,1994014.6423,1994095.7772
368,1990.732258,1992.033255,0.000000,0.000000,0.000000,0.000000,1995360.8547,1995441.9896
369,1987.741737,1991.729183,0.000000,0.000000,-0.038242,0.228519,1993862.4491,1993943.7423
370,1989.110484,1991.729183,0.000000,0.000000,0.000000,0.000000,1994548.2420,1994629.5352
371,1988.596603,1991.729183,0.000000,0.000000,0.000000,0.000000,1994290.7685,1994372.0617
372,1991.879040,1991.729183,0.000000,0.000000,0.000000,0.000000,1995935.3913,1996016.6845
373,1992.773266,1991.729183,0.000000,0.000000,0.000000,0.000000,1996383.4313,1996464.7245
374,1991.955809,1991.729183,0.000000,0.000000,0.000000,0.000000,1995973.8554,1996055.1487
375,1992.027933,1991.729183,0.000000,0.000000,0.000000,0.000000,1996009.9919,1996091.2851
376,1990.017355,1991.729183,0.000000,0.000000,0.000000,0.000000,1995002.6182,1995083.9114
377,1989.478642,1991.729183,0.000000,0.000000,0.000000,0.000000,1994732.7025,1994813.9957
378,1984.812283,1988.793852,0.000000,0.000000,-0.369613,2.206878,1992392.6700,1992475.9771
379,1980.359938,1984.332576,-0.061608,0.000000,-0.501719,3.357254,1990156.7408,1990243.5417
380,1980.519749,1984.332576,0.000000,0.000000,0.000000,0.000000,1990236.9612,1990323.7621
381,1982.556682,1984.332576,0.000000,0.000000,0.000000,0.000000,1991259.4405,1991346.2414
382,1984.918573,1984.332576,0.000000,0.000000,0.000000,0.000000,1992445.0389,1992531.8397
383,1985.116641,1984.332576,0.000000,0.000000,0.000000,0.000000,1992544.4632,1992631.2641
384,1988.929149,1984.963188,0.000000,0.079743,0.000000,0.474785,1994457.8861,1994545.0284
385,1987.900614,1984.963188,0.000000,0.000000,0.000000,0.000000,1993941.6744,1994028.8167
386,1985.774451,1984.963188,0.000000,0.000000,0.000000,0.000000,1992874.5739,1992961.7162
387,1989.408286,1985.441370,0.000000,0.060442,0.000000,0.359971,1994698.1063,1994785.5029
388,1985.716180,1985.441370,0.000000,0.000000,0.000000,0.000000,1992845.2973,1992932.6938
389,1986.598553,1985.441370,0.000000,0.000000,0.000000,0.000000,1993288.0984,1993375.4949
390,1986.293868,1985.441370,0.000000,0.000000,0.000000,0.000000,1993135.1985,1993222.5950
391,1989.214533,1985.441370,0.000000,0.000000,0.000000,0.000000,1994600.8751,1994688.2716
392,1987.019353,1985.441370,0.000000,0.000000,0.000000,0.000000,1993499.2686,1993586.6651
393,1987.462631,1985.441370,0.000000,0.000000,0.000000,0.000000,1993721.7187,1993809.1152
394,1986.658733,1985.441370,0.000000,0.000000,0.000000,0.000000,1993318.2985,1993405.6950
395,1986.003012,1985.441370,0.000000,0.000000,0.000000,0.000000,1992989.2379,1993076.6345
396,1985.927719,1985.441370,0.000000,0.000000,0.000000,0.000000,1992951.4538,1993038.8503
397,1982.180429,1985.441370,0.000000,0.000000,0.000000,0.000000,1991070.9518,1991158.3483
398,1984.990810,1985.441370,0.000000,0.000000,0.000000,0.000000,1992481.2848,1992568.6813
399,1985.677097,1985.441370,0.000000,0.000000,0.000000,0.000000,1992825.6844,1992913.0809
400,1989.974547,1986.006502,0.000000,0.071405,0.000000,0.425369,1994981.9693,1995069.6693
401,1987.462773,1986.006502,0.000000,0.000000,0.000000,0.000000,1993721.6658,1993809.3658
402,1988.712845,1986.006502,0.000000,0.000000,0.000000,0.000000,1994348.8999,1994436.6000
403,1988.955743,1986.006502,0.000000,0.000000,0.000000,0.000000,1994470.7759,1994558.4759
404,1989.422945,1986.006502,0.000000,0.000000,0.000000,0.000000,1994705.1986,1994792.8986
405,1988.224196,1986.006502,0.000000,0.000000,0.000000,0.000000,1994103.7159,1994191.4159
406,1992.056949,1988.084751,0.000000,0.262326,0.000000,1.563760,1996025.5172,1996114.5319
407,1991.160217,1988.084751,0.000000,0.000000,0.000000,0.000000,1995575.8096,1995664.8243
408,1991.645527,1988.084751,0.000000,0.000000,0.000000,0.000000,1995819.1907,1995908.2054
409,1991.528389,1988.084751,0.000000,0.000000,0.000000,0.000000,1995760.4469,1995849.4616
410,1991.699295,1988.084751,0.000000,0.000000,0.000000,0.000000,1995846.1554,1995935.1701
411,1988.288028,1988.084751,0.000000,0.000000,0.000000,0.000000,1994135.4181,1994224.4328
412,1987.636021,1988.084751,0.000000,0.000000,0.000000,0.000000,1993808.4395,1993897.4542
413,1991.417129,1988.084751,0.000000,0.000000,0.000000,0.000000,1995704.6501,1995793.6648
414,1994.112586,1990.136290,0.000000,0.258551,0.000000,1.542860,1997055.1181,1997145.4262
415,1995.175167,1991.196752,0.000000,0.133491,0.000000,0.797209,1997587.1218,1997678.0318
416,2000.238412,1996.249901,0.133909,0.500720,0.000000,3.795823,2000120.1984,2000215.2440
417,1995.031728,1996.249901,0.000000,0.000000,0.000000,0.000000,1997514.4126,1997609.4582
418,1994.040476,1996.249901,0.000000,0.000000,0.000000,0.000000,1997018.3209,1997113.3665
419,1992.274046,1996.249901,0.000000,0.000000,0.000000,0.000000,1996134.2771,1996229.3227
420,1994.682402,1996.249901,0.000000,0.000000,0.000000,0.000000,1997339.5853,1997434.6309
421,1994.875205,1996.249901,0.000000,0.000000,0.000000,0.000000,1997436.0774,1997531.1230
422,1994.410297,1996.249901,0.000000,0.000000,0.000000,0.000000,1997203.4052,1997298.4508
423,1989.012977,1993.002973,0.000000,0.000000,-0.407507,2.438474,1994499.9243,1994597.2572
424,1991.570991,1993.002973,0.000000,0.000000,0.000000,0.000000,1995781.1746,1995878.5075
425,1991.655064,1993.002973,0.000000,0.000000,0.000000,0.000000,1995823.2850,1995920.6178
426,1990.350948,1993.002973,0.000000,0.000000,0.000000,0.000000,1995170.0830,1995267.4158
427,1990.758247,1993.002973,0.000000,0.000000,0.000000,0.000000,1995374.0896,1995471.4225
428,1989.236553,1993.002973,0.000000,0.000000,0.000000,0.000000,1994611.9083,1994709.2411
429,1989.747719,1993.002973,0.000000,0.000000,0.000000,0.000000,1994867.9398,1994965.2726
430,1990.049440,1993.002973,0.000000,0.000000,0.000000,0.000000,1995019.0649,1995116.3977
431,1989.016821,1993.002973,0.000000,0.000000,0.000000,0.000000,1994501.8498,1994599.1827
432,1990.295256,1993.002973,0.000000,0.000000,0.000000,0.000000,1995142.1883,1995239.5211
433,1993.384433,1993.002973,0.000000,0.000000,0.000000,0.000000,1996689.4858,1996786.8187
434,1993.893742,1993.002973,0.000000,0.000000,0.000000,0.000000,1996944.5867,1997041.9196
435,1993.570797,1993.002973,0.000000,0.000000,0.000000,0.000000,1996782.8313,1996880.1642
436,1991.898267,1993.002973,0.000000,0.000000,0.000000,0.000000,1995945.0995,1996042.4324
437,1989.703551,1993.002973,0.000000,0.000000,0.000000,0.000000,1994845.8169,1994943.1497
438,1989.273643,1993.002973,0.000000,0.000000,0.000000,0.000000,1994630.4858,1994727.8187
439,1988.712589,1992.701983,0.000000,0.000000,-0.037826,0.226147,1994349.3105,1994446.8000
440,1986.931623,1990.917444,0.000000,0.000000,-0.224445,1.341153,1993456.1033,1993554.6876
441,1983.826495,1987.806086,0.000000,0.000000,-0.392044,2.339749,1991897.8319,1991998.5861
442,1984.890491,1987.806086,0.000000,0.000000,0.000000,0.000000,1992431.4593,1992532.2134
443,1982.092699,1986.068813,0.000000,0.000000,-0.219304,1.307231,1991027.2170,1991129.0335
444,1980.191084,1984.163383,0.000000,0.000000,-0.240863,1.434420,1990071.8942,1990174.8969
445,1981.344098,1984.163383,0.000000,0.000000,0.000000,0.000000,1990650.6972,1990753.7000
446,1979.858160,1983.829791,0.000000,0.000000,-0.042205,0.251201,1989904.5944,1990007.7718
447,1984.728104,1983.829791,0.000000,0.000000,0.000000,0.000000,1992349.4704,1992452.6478
448,1986.244092,1983.829791,0.000000,0.000000,0.000000,0.000000,1993110.5471,1993213.7245
449,1982.766331,1983.829791,0.000000,0.000000,0.000000,0.000000,1991364.5941,1991467.7715
450,1981.847672,1983.829791,0.000000,0.000000,0.000000,0.000000,1990903.3964,1991006.5738
451,1982.046994,1983.829791,0.000000,0.000000,0.000000,0.000000,1991003.4630,1991106.6404
452,1981.824396,1983.829791,0.000000,0.000000,0.000000,0.000000,1990891.7111,1990994.8885
453,1979.199227,1983.169536,0.000000,0.000000,-0.083564,0.497246,1989573.4286,1989676.9654
454,1977.267119,1981.233553,0.000000,0.000000,-0.245265,1.458492,1988602.0741,1988706.8210
455,1978.147526,1981.233553,0.000000,0.000000,0.000000,0.000000,1989044.3575,1989149.1044
456,1978.429948,1981.233553,0.000000,0.000000,0.000000,0.000000,1989186.2355,1989290.9824
457,1975.325807,1979.288346,0.000000,0.000000,-0.246795,1.466158,1987625.6137,1987731.5785
458,1971.611370,1975.566458,0.000000,0.000000,-0.473225,2.807304,1985755.9514,1985864.6681
459,1971.992780,1975.566458,0.000000,0.000000,0.000000,0.000000,1985947.8321,1986056.5488
460,1971.505558,1975.460434,0.000000,0.000000,-0.013500,0.080009,1985702.6654,1985811.4362
461,1971.000252,1974.954114,0.000000,0.000000,-0.064485,0.382116,1985448.1767,1985557.2189
462,1974.871493,1974.954114,0.000000,0.000000,0.000000,0.000000,1987396.0319,1987505.0740
463,1971.929091,1974.954114,0.000000,0.000000,0.000000,0.000000,1985915.5315,1986024.5736
464,1969.874030,1973.825633,0.000000,0.000000,-0.143814,0.851832,1984880.8569,1984990.5485
465,1969.547959,1973.498908,0.000000,0.000000,-0.041661,0.246674,1984716.5725,1984826.4354
466,1971.821170,1973.498908,0.000000,0.000000,0.000000,0.000000,1985860.7837,1985970.6467
467,1974.039010,1973.498908,0.000000,0.000000,0.000000,0.000000,1986977.1246,1987086.9875
468,1970.783142,1973.498908,0.000000,0.000000,0.000000,0.000000,1985338.2966,1985448.1595
469,1968.631319,1972.580429,0.000000,0.000000,-0.117171,0.693550,1984254.6688,1984365.0483
470,1968.975686,1972.580429,0.000000,0.000000,0.000000,0.000000,1984428.0450,1984538.4245
471,1967.381916,1971.328520,0.000000,0.000000,-0.159839,0.945585,1983624.9099,1983736.0202
472,1968.817362,1971.328520,0.000000,0.000000,0.000000,0.000000,1984347.8332,1984458.9436
473,1968.376121,1971.328520,0.000000,0.000000,0.000000,0.000000,1984125.6140,1984236.7244
474,1972.284928,1971.328520,0.000000,0.000000,0.000000,0.000000,1986094.1789,1986205.2892
475,1976.871091,1972.929174,0.000000,0.204338,0.000000,1.208944,1988402.9067,1988514.9861
476,1979.561099,1975.613819,0.000000,0.342162,0.000000,2.026561,1989755.2969,1989869.1864
477,1976.162780,1975.613819,0.000000,0.000000,0.000000,0.000000,1988045.6824,1988159.5719
478,1974.861168,1975.613819,0.000000,0.000000,0.000000,0.000000,1987390.8723,1987504.7618
479,1976.893288,1975.613819,0.000000,0.000000,0.000000,0.000000,1988413.1841,1988527.0735
480,1975.645593,1975.613819,0.000000,0.000000,0.000000,0.000000,1987785.4982,1987899.3877
481,1975.824000,1975.613819,0.000000,0.000000,0.000000,0.000000,1987875.2506,1987989.1400
482,1976.761171,1975.613819,0.000000,0.000000,0.000000,0.000000,1988346.7190,1988460.6084
483,1980.707723,1976.758156,0.000000,0.145636,0.000000,0.863409,1990331.4778,1990446.0258
484,1982.548448,1978.595211,0.000000,0.233531,0.000000,1.385545,1991256.0973,1991371.7830
485,1982.431027,1978.595211,0.000000,0.000000,0.000000,0.000000,1991197.0702,1991312.7560
486,1982.392052,1978.595211,0.000000,0.000000,0.000000,0.000000,1991177.4777,1991293.1635
487,1981.675456,1978.595211,0.000000,0.000000,0.000000,0.000000,1990817.2465,1990932.9322
488,1981.355051,1978.595211,0.000000,0.000000,0.000000,0.000000,1990656.1802,1990771.8659
489,1979.110350,1978.595211,0.000000,0.000000,0.000000,0.000000,1989527.7748,1989643.4606
490,1979.006962,1978.595211,0.000000,0.000000,0.000000,0.000000,1989475.8021,1989591.4879
491,1982.255401,1978.595211,0.000000,0.000000,0.000000,0.000000,1991108.7836,1991224.4693
492,1980.762468,1978.595211,0.000000,0.000000,0.000000,0.000000,1990358.2901,1990473.9758
493,1976.811879,1978.595211,0.000000,0.000000,0.000000,0.000000,1988372.3399,1988488.0256
494,1976.438738,1978.595211,0.000000,0.000000,0.000000,0.000000,1988184.7627,1988300.4484
495,1976.523153,1978.595211,0.000000,0.000000,0.000000,0.000000,1988227.1978,1988342.8836
496,1976.220779,1978.595211,0.000000,0.000000,0.000000,0.000000,1988075.1956,1988190.8814
497,1979.730641,1978.595211,0.000000,0.000000,0.000000,0.000000,1989839.5937,1989955.2794
498,1979.683398,1978.595211,0.000000,0.000000,0.000000,0.000000,1989815.8443,1989931.5301
499,1976.349485,1978.595211,0.000000,0.000000,0.000000,0.000000,1988139.8956,1988255.5813
500,1977.690220,1978.595211,0.000000,0.000000,0.000000,0.000000,1988813.8795,1988929.5652
501,1979.539895,1978.595211,0.000000,0.000000,0.000000,0.000000,1989743.7059,1989859.3917
502,1981.553432,1978.595211,0.000000,0.000000,0.000000,0.000000,1990755.9056,1990871.5913
503,1981.240648,1978.595211,0.000000,0.000000,0.000000,0.000000,1990598.6701,1990714.3558
504,1984.049100,1980.092871,0.000000,0.190146,0.000000,1.129091,1992009.5765,1992126.1570
505,1983.467388,1980.092871,0.000000,0.000000,0.000000,0.000000,1991717.2619,1991833.8423
506,1980.385641,1980.092871,0.000000,0.000000,0.000000,0.000000,1990168.6620,1990285.2424
507,1983.207397,1980.092871,0.000000,0.000000,0.000000,0.000000,1991586.6147,1991703.1951
508,1985.304713,1981.345980,0.000000,0.158931,0.000000,0.944395,1992639.8021,1992757.1113
509,1984.852853,1981.345980,0.000000,0.000000,0.000000,0.000000,1992412.8110,1992530.1202
510,1984.213460,1981.345980,0.000000,0.000000,0.000000,0.000000,1992091.6129,1992208.9221
511,1986.721120,1982.759562,0.000000,0.179103,0.000000,1.064976,1993350.4954,1993468.6407
512,1986.110319,1982.759562,0.000000,0.000000,0.000000,0.000000,1993043.7702,1993161.9156
513,1988.153567,1984.189153,0.000000,0.180937,0.000000,1.076650,1994068.9792,1994187.9712
514,1985.645013,1984.189153,0.000000,0.000000,0.000000,0.000000,1992809.7151,1992928.7071
515,1988.197098,1984.232598,0.000000,0.005496,0.000000,0.032713,1994090.8097,1994209.8236
516,1988.430369,1984.465403,0.000000,0.029446,0.000000,0.175291,1994207.7873,1994326.9214
517,1988.516524,1984.551386,0.000000,0.010874,0.000000,0.064739,1994250.9895,1994370.1672
518,1986.025024,1984.551386,0.000000,0.000000,0.000000,0.000000,1993000.4003,1993119.5780
519,1986.303716,1984.551386,0.000000,0.000000,0.000000,0.000000,1993140.2874,1993259.4650
520,1984.364894,1984.551386,0.000000,0.000000,0.000000,0.000000,1992167.1107,1992286.2884
521,1986.484123,1984.551386,0.000000,0.000000,0.000000,0.000000,1993230.8415,1993350.0192
522,1986.083335,1984.551386,0.000000,0.000000,0.000000,0.000000,1993029.6692,1993148.8468
523,1990.117552,1986.149222,0.000000,0.201944,0.000000,1.202790,1995053.6505,1995173.7909
524,1990.331845,1986.363088,0.000000,0.027011,0.000000,0.160953,1995161.0600,1995281.3105
525,1991.663412,1987.691999,0.000000,0.167743,0.000000,0.999932,1995828.3472,1995949.3754
526,1992.032884,1988.060734,0.000000,0.046514,0.000000,0.277393,1996013.4608,1996134.6823
527,1992.338657,1988.365898,0.000000,0.038485,0.000000,0.229550,1996166.6473,1996288.0275
528,1992.925148,1988.951220,0.000000,0.073792,0.000000,0.440241,1996460.4345,1996582.1296
529,1995.829913,1991.850192,0.000000,0.364996,0.000000,2.179466,1997914.8633,1998038.5402
530,1996.070424,1992.090224,0.000000,0.030186,0.000000,0.180387,1998035.2412,1998159.0419
531,1992.765437,1992.090224,0.000000,0.000000,0.000000,0.000000,1996379.4698,1996503.2705
532,1991.845091,1992.090224,0.000000,0.000000,0.000000,0.000000,1995918.3844,1996042.1851
533,1991.178985,1992.090224,0.000000,0.000000,0.000000,0.000000,1995584.6706,1995708.4713
534,1991.281619,1992.090224,0.000000,0.000000,0.000000,0.000000,1995636.0898,1995759.8905
535,1990.380624,1992.090224,0.000000,0.000000,0.000000,0.000000,1995184.6988,1995308.4995
536,1988.468260,1992.090224,0.000000,0.000000,0.000000,0.000000,1994226.6201,1994350.4208
537,1988.646010,1992.090224,0.000000,0.000000,0.000000,0.000000,1994315.6715,1994439.4722
538,1986.870337,1990.856035,0.000000,0.000000,-0.155266,0.927622,1993425.3594,1993549.8748
539,1985.789896,1989.773427,0.000000,0.000000,-0.136315,0.813929,1992883.2832,1993008.4153
540,1987.865464,1989.773427,0.000000,0.000000,0.000000,0.000000,1993923.7303,1994048.8624
541,1991.047405,1989.773427,0.000000,0.000000,0.000000,0.000000,1995518.7841,1995643.9162
542,1990.727325,1989.773427,0.000000,0.000000,0.000000,0.000000,1995358.3333,1995483.4654
543,1990.888741,1989.773427,0.000000,0.000000,0.000000,0.000000,1995439.2485,1995564.3806
544,1991.125575,1989.773427,0.000000,0.000000,0.000000,0.000000,1995557.9697,1995683.1018
545,1991.983195,1989.773427,0.000000,0.000000,0.000000,0.000000,1995987.8800,1996113.0121
546,1989.422990,1989.773427,0.000000,0.000000,0.000000,0.000000,1994704.4923,1994829.6244
547,1990.546571,1989.773427,0.000000,0.000000,0.000000,0.000000,1995267.7245,1995392.8566
548,1984.269703,1988.250184,0.000000,0.000000,-0.191985,1.145584,1992120.3252,1992246.3677
549,1983.856874,1987.836526,0.000000,0.000000,-0.052174,0.311174,1991913.0832,1992039.3441
550,1986.276593,1987.836526,0.000000,0.000000,0.000000,0.000000,1993126.6387,1993252.8997
551,1986.416562,1987.836526,0.000000,0.000000,0.000000,0.000000,1993196.8371,1993323.0981
552,1986.232200,1987.836526,0.000000,0.000000,0.000000,0.000000,1993104.3745,1993230.6355
553,1986.618092,1987.836526,0.000000,0.000000,0.000000,0.000000,1993297.9097,1993424.1707
554,1989.479669,1987.836526,0.000000,0.000000,0.000000,0.000000,1994733.0689,1994859.3299
555,1990.582928,1987.836526,0.000000,0.000000,0.000000,0.000000,1995286.3838,1995412.6448
556,1990.829728,1987.836526,0.000000,0.000000,0.000000,0.000000,1995410.1609,1995536.4218
557,1992.973657,1988.999632,0.000000,0.146660,0.000000,0.874866,1996484.7318,1996611.6609
558,1992.448372,1988.999632,0.000000,0.000000,0.000000,0.000000,1996221.3639,1996348.2930
559,1991.700756,1988.999632,0.000000,0.000000,0.000000,0.000000,1995846.5237,1995973.4528
560,1992.229704,1988.999632,0.000000,0.000000,0.000000,0.000000,1996111.7281,1996238.6572
561,1994.975790,1990.997773,0.000000,0.251653,0.000000,1.502367,1997487.3101,1997615.4918
562,1994.517319,1990.997773,0.000000,0.000000,0.000000,0.000000,1997257.5569,1997385.7385
563,1994.765092,1990.997773,0.000000,0.000000,0.000000,0.000000,1997381.7232,1997509.9049
564,1997.178979,1993.196568,0.000000,0.276487,0.000000,1.652364,1998589.9869,1998719.5737
565,1997.838256,1993.854531,0.000000,0.082646,0.000000,0.494273,1998919.8313,1999049.7745
566,1998.057503,1994.073340,0.000000,0.027475,0.000000,0.164355,1999029.5110,1999159.5666
567,2002.013895,1998.021843,0.000000,0.495030,0.000000,2.964308,2001007.6906,2001140.7003
568,2001.153535,1998.021843,0.000000,0.000000,0.000000,0.000000,2000577.2976,2000710.3073
569,1999.424896,1998.021843,0.000000,0.000000,0.000000,0.000000,1999712.5505,1999845.5601
570,1997.785927,1998.021843,0.000000,0.000000,0.000000,0.000000,1998892.6602,1999025.6699
571,1997.648112,1998.021843,0.000000,0.000000,0.000000,0.000000,1998823.7188,1998956.7285
572,1994.660139,1998.021843,0.000000,0.000000,0.000000,0.000000,1997328.9928,1997462.0025
573,1993.953559,1997.953466,0.000000,0.000000,-0.008560,0.051309,1996975.4936,1997108.5378
574,1991.362232,1995.356940,0.000000,0.000000,-0.325382,1.949025,1995677.4445,1995812.2108
575,1993.525939,1995.356940,0.000000,0.000000,0.000000,0.000000,1996760.5560,1996895.3223
576,1997.323056,1995.356940,0.000000,0.000000,0.000000,0.000000,1998661.3219,1998796.0882
